IPE;Champ;Statut;Annee;Period;Code;Intitule;Valeur
020000022;MCO;PUBLIC;2023;1;mnt_fi08;Montant Forfait Innovation I08;0
020000022;MCO;PUBLIC;2023;1;mnt_fi09;Montant Forfait Innovation I09;0
020000022;MCO;PUBLIC;2023;1;nb_supp_inno;Nombre de suppléments Forfait Innovation;0
020000022;MCO;PUBLIC;2023;1;mnt_supp_inno_am;Montant AM suppléments Forfait Innovation;0
020000022;MCO;PUBLIC;2023;1;nb_exh;Nombre de séjours extrême haut;1
020000022;MCO;PUBLIC;2023;1;nb_nn1;Nombre de suppléments de néonat sans SI;0
020000022;MCO;PUBLIC;2023;1;nb_nn2;Nombre de suppléments de néonat avec SI;0
020000022;MCO;PUBLIC;2023;1;nb_nn3;Nombre de suppléments de réanimation néonat;0
020000022;MCO;PUBLIC;2023;1;nb_pih_b;Nombre de séjour avec prestation interétablissment type B;0
020000022;MCO;PUBLIC;2023;1;nb_po;Nombre de prélévements dorgane;0
020000022;MCO;PUBLIC;2023;1;nbcaisson;Nombre d'actes de caisson hyperbare en sus;0
020000022;MCO;PUBLIC;2023;1;nbj;Nombre de journées;801
020000022;MCO;PUBLIC;2023;1;nbj_rea;Nombre de suppléments de réanimation;0
020000022;MCO;PUBLIC;2023;1;nbjXsup;Nombre de journées extrême haut;13
020000022;MCO;PUBLIC;2023;1;nbrep;Nombre de suppléments de réanimation pédiatrique;0
020000022;MCO;PUBLIC;2023;1;nbrsa;Nombre de RSA traités;80
020000022;MCO;PUBLIC;2023;1;nbrsa_90h901;Nombre de RSA en erreur (CM 90);0
020000022;MCO;PUBLIC;2023;1;nbrsa_9999;Nombre de RSA non valorisés GHS 9999 (IVG-chir esthétique) ;0
020000022;MCO;PUBLIC;2023;1;nbrsa_0j;Nombre de RSA de 0 jour;19
020000022;MCO;PUBLIC;2023;1;nbrsa_1j;Nombre de RSA de 1 jour;2
020000022;MCO;PUBLIC;2023;1;nbrsa_nonvalo;Nombre de RSA non valorisés;0
020000022;MCO;PUBLIC;2023;1;nbrsa_seance;Nombre de RSA séances;5
020000022;MCO;PUBLIC;2023;1;nbsc;Nombre de suppléments de surveillance continue fichier RSA ;0
020000022;MCO;PUBLIC;2023;1;nbsc_v;Nombre de suppléments de surveillance continue valorisées;0
020000022;MCO;PUBLIC;2023;1;nbseances;Nombre de séances;5
020000022;MCO;PUBLIC;2023;1;nbsejc;Nombre de séjours extrême bas;0
020000022;MCO;PUBLIC;2023;1;nbsi;Nombre de suppléments de soins intensifs fichier RSA;0
020000022;MCO;PUBLIC;2023;1;nbsi_v;Nombre de suppléments de soins intensifs valorisées;0
020000022;MCO;PUBLIC;2023;1;nbsdc;Nombre de suppléments défibrillateur cardiaque;0
020000022;MCO;PUBLIC;2023;1;nbsuppdia;Nombre d'actes de dialyse en sus;0
020000022;MCO;PUBLIC;2023;1;nb_dmi_val;Nombre de DMI valorisé;0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_aut;Dépenses autorisées DMI;0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_brut;Dépenses brutes DMI;0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_val;Valorisation effective DMI;0
020000022;MCO;PUBLIC;2023;1;nb_mon_val;Nombre de Mdct valorisé;0
020000022;MCO;PUBLIC;2023;1;mnt_mon_aut;Dépenses autorisées Medct;0
020000022;MCO;PUBLIC;2023;1;mnt_mon_brut;Dépenses brutes Medct;0
020000022;MCO;PUBLIC;2023;1;mnt_mon_val;Valorisation effective Medct;0
020000022;MCO;PUBLIC;2023;1;nb_med_apac;Nombre de Medicament AP-AC valorisé;0
020000022;MCO;PUBLIC;2023;1;mnt_med_apac;Montant Médicaments AP-AC ;0
020000022;MCO;PUBLIC;2023;1;nbsuppentdia;Nombre d'actes d'entrainement en sus;0
020000022;MCO;PUBLIC;2023;1;mnt_ivg;Valorisation 100% IVG;0
020000022;MCO;PUBLIC;2023;1;mnt_ivg_am;Valorisation AM IVG;0
020000022;MCO;PUBLIC;2023;1;nbsupphd;Nombre d'actes d'hémodialyse en sus;0
020000022;MCO;PUBLIC;2023;1;nb_ant;Nombre de suppléments antepartum;0
020000022;MCO;PUBLIC;2023;1;mnt_ant;Valorisation 100% suppléments antepartum;0
020000022;MCO;PUBLIC;2023;1;mnt_ant_am;Valorisation AM suppléments antepartum;0
020000022;MCO;PUBLIC;2023;1;nb_rap;Nmbre de suppléments radiothérapie pédiatrique;0
020000022;MCO;PUBLIC;2023;1;mnt_rap;Valorisation 100% suppléments radiothérapie pédiatrique;0
020000022;MCO;PUBLIC;2023;1;mnt_rap_am;Valorisation AM suppléments radiothérapie pédiatrique;0
020000022;MCO;PUBLIC;2023;1;mnt_9615;Valorisation 100% GHS 9615 en hospit;0
020000022;MCO;PUBLIC;2023;1;mnt_9615_am;Valorisation AM GHS 9615 en hospit;0
020000022;MCO;PUBLIC;2023;1;nb_9615;Nombre dactes GHS 9615;0
020000022;MCO;PUBLIC;2023;1;eff_ame;Nombre de séjours/séances AME;0
020000022;MCO;PUBLIC;2023;1;nbseance_ame;Nombre de séances AME;0
020000022;MCO;PUBLIC;2023;1;nbrsa_ame;Nombre de rsa AME;0
020000022;MCO;PUBLIC;2023;1;mnt_ghs_ame;Valorisation GHS AME;0
020000022;MCO;PUBLIC;2023;1;eff_supp_ame;Nombre de séjours/séances AME avec suppléments;0
020000022;MCO;PUBLIC;2023;1;mnt_supp_ame;Valorisation suppléments AME;0
020000022;MCO;PUBLIC;2023;1;mnt_tot_ame;Total valorisation AME (hors medct et dmi);0
020000022;MCO;PUBLIC;2023;1;nb_mon_ame;Nombre de Medct AME;0
020000022;MCO;PUBLIC;2023;1;mnt_mon_ame;Valorisation Medct AME;0
020000022;MCO;PUBLIC;2023;1;nb_dmi_ame;Nombre de  DMI AME;0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_ame;Valorisation DMI AME;0
020000022;MCO;PUBLIC;2023;1;nb_med_apac_ame;Nombre Médicaments AP-AC AME;0
020000022;MCO;PUBLIC;2023;1;mnt_med_apac_ame;Montant Médicaments AP-AC AME;0
020000022;MCO;PUBLIC;2023;1;eff_su;Nombre de séjours/séances SU;0
020000022;MCO;PUBLIC;2023;1;nbseance_su;Nombre de séances SU;0
020000022;MCO;PUBLIC;2023;1;nbrsa_su;Nombre de rsa SU;0
020000022;MCO;PUBLIC;2023;1;mnt_ghs_su;Valorisation GHS SU;0
020000022;MCO;PUBLIC;2023;1;eff_supp_su;Nombre de séjours/séances SU avec suppléments;0
020000022;MCO;PUBLIC;2023;1;mnt_supp_su;Valorisation suppléments SU;0
020000022;MCO;PUBLIC;2023;1;mnt_tot_su;Total valorisation SU (hors medct et dmi);0
020000022;MCO;PUBLIC;2023;1;nb_mon_su;Nombre de Medct SU;0
020000022;MCO;PUBLIC;2023;1;mnt_mon_su;Valorisation Medct SU;0
020000022;MCO;PUBLIC;2023;1;nb_dmi_su;Nombre de  DMI SU;0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_su;Valorisation DMI SU;0
020000022;MCO;PUBLIC;2023;1;nb_med_apac_su;Nombre Médicaments AP-AC  SU;0
020000022;MCO;PUBLIC;2023;1;mnt_med_apac_su;Montant Médicaments AP-AC  SU;0
020000022;MCO;PUBLIC;2023;1;mnt_am_det;Montant estimé de la part obligatoire (GHS+ Suppléments) pour les détenus;0
020000022;MCO;PUBLIC;2023;1;mnt_mon_det;Valorisation Médicaments déténus;0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_det;Valorisation DMI détenus;0
020000022;MCO;PUBLIC;2023;1;mnt_rac_det;Montant de l'avance RAC estimé;0
020000022;MCO;PUBLIC;2023;1;score_qual_sej;Score Séjour partie  'Qualité' (score 1.Q)|Score 1.Q;12.5
020000022;MCO;PUBLIC;2023;1;score_qual_fg;Score  Séjour partie 'Qualité  Fonction groupage' (score 1.Q.1)|Score 1.Q.1;8.8
020000022;MCO;PUBLIC;2023;1;score_qual_mes;Score  Séjour partie 'Qualité Mode d'entrée sortie' (score 1.Q.2)|Score 1.Q.2;1.3
020000022;MCO;PUBLIC;2023;1;score_qual_cgeo;Score  Séjour partie 'Qualité Code géographique' (score 1.Q.3)|Score 1.Q.3;0
020000022;MCO;PUBLIC;2023;1;score_qual_diag;Score Séjour partie 'Qualité  Diagnostics' (score 1.Q.5)|Score 1.Q.5;2.5
020000022;MCO;PUBLIC;2023;1;score_qual_acte;Score  Séjour partie 'Qualité Actes' (score 1.Q.6)|Score 1.Q.6;1.3
020000022;MCO;PUBLIC;2023;1;score_qual_chain;Score Séjour partie 'Qualité  Chainage' (score 1.Q.7)|Score 1.Q.7;0
020000022;MCO;PUBLIC;2023;1;score_qual_nn;Score Séjour partie 'Qualité Périnatalité' (score 1.Q.8)|Score 1.Q.8;0
020000022;MCO;PUBLIC;2023;1;score_qual_ano;Score  Séjour partie 'Qualité  ANO' (score 1.Q.10)|Score 1.Q.10;0
020000022;MCO;PUBLIC;2023;1;score_qual_coh;Score  Séjour partie 'Qualité Cohérence RSA / FICHCOMP' (score 1.Q.11)|Score 1.Q.11;0
020000022;MCO;PUBLIC;2023;1;score_qual_seance;Score Séjour partie 'Qualité Séances' (score 1.Q.12)|Score 1.Q.12;0
020000022;MCO;PUBLIC;2023;1;score_qual_fich;Score Séjour partie 'Qualité FICHCOMP' (score 1.Q.13)|Score 1.Q.13;0
020000022;MCO;PUBLIC;2023;1;score_val1_sej;Score 1 Séjour partie 'Valorisation': Evolution de la valorisation n/n-1  (score1 1.V)|Score 1 1.V : Evolution de la valorisation n/n-1;24
020000022;MCO;PUBLIC;2023;1;score_val2_sej;Score 2 Séjour partie 'Valorisation': Evolution des effectifs valorisés n/n-1  (score2 1.V)|Score 2 1.V : Evolution des effectifs valorisés n/n-1;17.6
020000022;MCO;PUBLIC;2023;1;score_val3_sej;Score 3 Séjour partie 'Valorisation': % séjours valorisés (score3 1.V)|Score 3 1.V : % séjours valorisés;100
020000022;MCO;PUBLIC;2023;1;nbrsat;Nombre RSA  - Dénominateur scores Qualité;80
020000022;MCO;PUBLIC;2023;1;nbrsafg;Nombre RSA - Numérateur score Qualité Fonction groupage;7
020000022;MCO;PUBLIC;2023;1;nbrsames;Nombre RSA - Numérateur score Qualité Mode d'entrée et sortie;1
020000022;MCO;PUBLIC;2023;1;nbrsacgeo;Nombre RSA - Numérateur score Qualité Code géographique;0
020000022;MCO;PUBLIC;2023;1;nbrsadiag;Nombre RSA - Numérateur score Qualité Diagnostics;2
020000022;MCO;PUBLIC;2023;1;nbrsaacte;Nombre RSA - Numérateur score Qualité Actes;1
020000022;MCO;PUBLIC;2023;1;nbrsachain;Nombre RSA - Numérateur score Qualité Chainage;0
020000022;MCO;PUBLIC;2023;1;nbrsann;Nombre RSA - Numérateur score Qualité Périnatalité;0
020000022;MCO;PUBLIC;2023;1;nbrsaano;Nombre RSA - Numérateur score Qualité ANO;0
020000022;MCO;PUBLIC;2023;1;nbrsacoh;Nombre RSA - Numérateur score Qualité Cohérence RSA / FICHCOMP;0
020000022;MCO;PUBLIC;2023;1;nbrsaseance;Nombre RSA - Numérateur score Qualité Séances;0
020000022;MCO;PUBLIC;2023;1;nbrsafich;Nombre RSA - Numérateur score Qualité FICHCOMP;0
020000022;MCO;PUBLIC;2023;1;nbrsaerr;Nombre RSA - Numérateur score Qualité ;10
020000022;MCO;PUBLIC;2023;1;mnt_ghs_supp_am_fides;Montant AM GHS + supp valorisé par OVALIDE (ne concerne que les établissement FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_po_am_fides;Montant AM PO valorisé par OVALIDE (ne concerne que les établissement FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_mon_val_fides;Montant Médicament valorisé par OVALIDE (ne concerne que les établissement FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_val_fides;Montant DMI valorisé par OVALIDE (ne concerne que les établissement FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_med_apac_val_fides;Montant Médicament APAC valorisé par OVALIDE (ne concerne que les établissement FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_trans_val_fides;Montant Transport valorisé par OVALIDE (ne concerne que les établissement FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_ivg_am_fides;Montant AM IVG valorisé par OVALIDE (ne concerne que les établissement FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_fjs_ame;Valorisation Forfait journalier de sortie AME (ne concerne que les établissement FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_tjp20_ame;Valorisation 20% TJP AME (ne concerne que les établissement FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_tot_seance;Total Valorisation 100% (séances);2834.89
020000022;MCO;PUBLIC;2023;1;mnt_tot_am_seance;Total Valorisation AM (séances);2252.04
020000022;MCO;PUBLIC;2023;1;mnt_tot_0j;Total Valorisation 100% (séjours  0 nuit);13868.13
020000022;MCO;PUBLIC;2023;1;mnt_tot_am_0j;Total Valorisation AM (séjours  0 nuit);11199.91
020000022;MCO;PUBLIC;2023;1;mnt_mon_brut_seance;Dépenses brutes Medct (séances);0
020000022;MCO;PUBLIC;2023;1;mnt_mon_val_seance;Valorisation effective Medct (séances);0
020000022;MCO;PUBLIC;2023;1;mnt_med_apac_seance;Montant Médicaments AP-AC (séances);0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_brut_seance;Dépenses brutes DMI (séances);0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_val_seance;Valorisation effective DMI (séances);0
020000022;MCO;PUBLIC;2023;1;mnt_mon_brut_0j;Dépenses brutes Medct (séjours 0 nuit);0
020000022;MCO;PUBLIC;2023;1;mnt_mon_val_0j;Valorisation effective Medct (séjours 0 nuit);0
020000022;MCO;PUBLIC;2023;1;mnt_med_apac_0j;Montant Médicaments avec ATU (séjours 0 nuit);0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_brut_0j;Dépenses brutes DMI (séjours 0 nuit);0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_val_0j;Valorisation effective DMI (séjours 0 nuit);0
020000022;MCO;PUBLIC;2023;1;mnt_rsa_valo;Montant RSA valorisé par OVALIDE (hors FIDES);268394.28
020000022;MCO;PUBLIC;2023;1;mnt_po_valo;Montant PO valorisé par OVALIDE (hors FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_ivg_valo;Montant IVG valorisé par OVALIDE (hors FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_valo;Montant DMI valorisé par OVALIDE (hors FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_mon_valo;Montant Médicaments valorisé par OVALIDE (hors FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_med_apac_valo;Montant Médicaments AP-AC  valorisé par OVALIDE (hors FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_trans_valo;Valorisation transport valorisé par OVALIDE (hors FIDES);0
020000022;MCO;PUBLIC;2023;1;mnt_trans;Valorisation 100% transport;0
020000022;MCO;PUBLIC;2023;1;mnt_trans_am;Valorisation AM transport;0
020000022;MCO;PUBLIC;2023;1;mnt_trans_ame;Valorisation transport AME;0
020000022;MCO;PUBLIC;2023;1;mnt_trans_su;Valorisation transport SU;0
020000022;MCO;PUBLIC;2023;1;mnt_rsa_arv;Montant du GHS + Suppléments;0
020000022;MCO;PUBLIC;2023;1;mnt_po_arv;Montant du PO;0
020000022;MCO;PUBLIC;2023;1;mnt_fu_arv;Montant du FU et suppléments;0
020000022;MCO;PUBLIC;2023;1;mnt_ivg_arv;Montant du IVG;0
020000022;MCO;PUBLIC;2023;1;mnt_trans_arv;Montant du Transport;0
020000022;MCO;PUBLIC;2023;1;mnt_DP_c_arv;Montant du Alt Dialyse;0
020000022;MCO;PUBLIC;2023;1;mnt_atu_arv;Montant du ATU;0
020000022;MCO;PUBLIC;2023;1;mnt_ffm_arv;Montant du FFM;0
020000022;MCO;PUBLIC;2023;1;mnt_se_arv;Montant du SE;0
020000022;MCO;PUBLIC;2023;1;mnt_ace_arv;Montant du ACE;403.2
020000022;MCO;PUBLIC;2023;1;mnt_rsa_ame_arv;Montant du GHS + Suppléments AME;0
020000022;MCO;PUBLIC;2023;1;mnt_rsa_su_arv;Montant du GHS + Suppléments SU;0
020000022;MCO;PUBLIC;2023;1;mnt_rac_det_arv;Montant du RAC détenus Séjours;0
020000022;MCO;PUBLIC;2023;1;mnt_rac_det_ace_arv;Montant du RAC détenus ACE;0
020000022;MCO;PUBLIC;2023;1;mnt_trans_ame_arv;Montant du Transport AME;0
020000022;MCO;PUBLIC;2023;1;mnt_trans_su_arv;Montant du Transport SU;0
020000022;MCO;PUBLIC;2023;1;mnt_hpr_br;Montant BR prestations HPR;317373.37
020000022;MCO;PUBLIC;2023;1;mnt_hpr_am;Montant AM prestations HPR;268394.28
020000022;MCO;PUBLIC;2023;1;mnt_hpr_valo;Montant valorisé par OVALIDE prestations HPR (hors fides);268394.28
020000022;MCO;PUBLIC;2023;1;mnt_hpr_arv;Montant du HPR;383352.58
020000022;MCO;PUBLIC;2023;1;mnt_dmi_ext_f;Valorisation DM facture avec APE;0
020000022;MCO;PUBLIC;2023;1;mnt_med_ext_f;Valorisation MED facture avec APE;0
020000022;MCO;PUBLIC;2023;1;mnt_ccam;Montant honoraire CCAM 100% T2A;13837.1
020000022;MCO;PUBLIC;2023;1;mnt_ccam_am;Montant honoraire CCAM AM;11113.15
020000022;MCO;PUBLIC;2023;1;mnt_ftn;Montant Forfait technique 100% T2A (hors FTN Urgences);0
020000022;MCO;PUBLIC;2023;1;mnt_ftn_am;Montant Forfait technique AM  (hors FTN Urgences);0
020000022;MCO;PUBLIC;2023;1;mnt_ngap;Montant Honoraire NGAP 100% T2A;22089.4
020000022;MCO;PUBLIC;2023;1;mnt_ngap_am;Montant Honoraire NGAP AM;18400.25
020000022;MCO;PUBLIC;2023;1;mnt_se;Montant forfait sécurité et environnemement hospitalier 100% T2A;0
020000022;MCO;PUBLIC;2023;1;mnt_se_am;Montant forfait sécurité et environnemement hospitalier AM;0
020000022;MCO;PUBLIC;2023;1;mnt_DP_c;Montant dépense alternative à la dialyse en centre 100% T2A;0
020000022;MCO;PUBLIC;2023;1;mnt_DP_c_am;Montant dépense alternative à la dialyse en centre AM;0
020000022;MCO;PUBLIC;2023;1;mnt_atu;Valorisation 100% ATU Gynécologiques;0
020000022;MCO;PUBLIC;2023;1;mnt_atu_am;Valorisation AM ATU Gynécologiques;0
020000022;MCO;PUBLIC;2023;1;nb_atu;Nombre d'ATU Gynécologiques facturés;0
020000022;MCO;PUBLIC;2023;1;mnt_ffm;Valorisation 100% FFM;0
020000022;MCO;PUBLIC;2023;1;mnt_ffm_am;Valorisation AM FFM;0
020000022;MCO;PUBLIC;2023;1;mnt_dmi_ext;Valorisation DM en externe (DM + APE);0
020000022;MCO;PUBLIC;2023;1;mnt_ape;Valorisation DM 100% APE;0
020000022;MCO;PUBLIC;2023;1;mnt_ape_am;Valorisation DM AM APE;0
020000022;MCO;PUBLIC;2023;1;mnt_med_ext;Valorisation Médicaments en externe (MED + APE);0
020000022;MCO;PUBLIC;2023;1;mnt_ape_med;Valorisation Médicaments 100% APE;0
020000022;MCO;PUBLIC;2023;1;mnt_ape_med_am;Valorisation AM Médicaments APE;0
020000022;MCO;PUBLIC;2023;1;mnt_atu_f;Valorisation 100% facture avec ATU Gynécologiques;0
020000022;MCO;PUBLIC;2023;1;mnt_atu_am_f;Valorisation AM facture avec ATU Gynécologiques;0
020000022;MCO;PUBLIC;2023;1;mnt_ffm_f;Valorisation 100% facture avec FFM;0
020000022;MCO;PUBLIC;2023;1;mnt_ffm_am_f;Valorisation AM facture avec FFM;0
020000022;MCO;PUBLIC;2023;1;mnt_se_f;Valorisation 100% facture avec SE;480
020000022;MCO;PUBLIC;2023;1;mnt_se_am_f;Valorisation AM facture avec SE;403.2
020000022;MCO;PUBLIC;2023;1;mnt_inno;Valorisation 100% Forfait Innovation;0
020000022;MCO;PUBLIC;2023;1;mnt_inno_am;Valorisation AM Forfait Innovation;0
020000022;MCO;PUBLIC;2023;1;mnt_fu;Valorisation 100% Forfaits urgences et suppléments;0
020000022;MCO;PUBLIC;2023;1;mnt_fu_am;Valorisation AM Forfaits urgences et suppléments;0
020000022;MCO;PUBLIC;2023;1;mnt_am_det_ace;Montant estimé de la part obligatoire des ACE pour les détenus;0
020000022;MCO;PUBLIC;2023;1;mnt_rac_det_ace;Montant estimé de la part complémentaire des ACE pour les détenus ;0
020000022;MCO;PUBLIC;2023;1;mnt_ace_am_fides;Montant AM des ACE valorisés par OVALIDE (ne concerne que les établissement FIDES);403.2
