"champ";"statut";"annee";"periode";"date du resultat";"ipe";nb;var;tri;lib;by;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/25 12:06:31";="620101337";8;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:47:18";="800000077";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:18";="800000077";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:18";="800000077";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:18";="800000077";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:18";="800000077";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:18";="800000077";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:18";="800000077";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:26";="590782645";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:26";="590782645";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:26";="590782645";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:26";="590782645";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:26";="590782645";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:26";="590782645";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:26";="590782645";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:45";="600100572";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:45";="600100572";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:45";="600100572";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:45";="600100572";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:45";="600100572";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:45";="600100572";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:45";="600100572";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:55";="020004495";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:55";="020004495";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:55";="020004495";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:55";="020004495";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:55";="020004495";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:55";="020004495";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:55";="020004495";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:54";="020000055";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:54";="020000055";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:54";="020000055";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:54";="020000055";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:54";="020000055";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:54";="020000055";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:54";="020000055";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:29:22";="590782652";4;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:22";="590782652";0;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:22";="590782652";4;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:22";="590782652";0;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:22";="590782652";0;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:22";="590782652";0;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:22";="590782652";5;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:49:05";="590780052";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:05";="590780052";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:05";="590780052";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:05";="590780052";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:05";="590780052";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:05";="590780052";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:05";="590780052";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:20:04";="600100648";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:04";="600100648";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:04";="600100648";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:04";="600100648";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:04";="600100648";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:04";="600100648";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:04";="600100648";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:48";="620000026";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:48";="620000026";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:48";="620000026";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:48";="620000026";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:48";="620000026";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:48";="620000026";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:48";="620000026";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:23:35";="590065223";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:35";="590065223";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:35";="590065223";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:35";="590065223";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:35";="590065223";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:35";="590065223";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:35";="590065223";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 14:21:41";="620003350";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:41";="620003350";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:41";="620003350";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:41";="620003350";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:41";="620003350";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:41";="620003350";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:41";="620003350";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:39";="590000600";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:39";="590000600";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:39";="590000600";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:39";="590000600";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:39";="590000600";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:39";="590000600";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:39";="590000600";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:25:18";="620025346";4;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:18";="620025346";0;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:18";="620025346";1;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:18";="620025346";0;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:18";="620025346";0;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:18";="620025346";0;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:18";="620025346";1;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:50";="590001749";;BBMM_CP;1;E_1   : Différence de code géographique de domicile;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:50";="590001749";;BBMM_hopital;2;E_2   : Différence de lieu de naissance (hors d'un hôpital);;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:50";="590001749";;BBMM_AG;3;E_3   : Différence de terme;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:50";="590001749";;BBMM_nbfoetus;4;E_4   : Différence de nombre de f½tus;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:50";="590001749";;BBMM_vital;5;E_5   : Différence de l'état vital du nouveau-né;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:50";="590001749";;BBMM_IMG;6;E_6   : Différence sur la mention d'IMG;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:50";="590001749";;BBMM_cesarienne;7;E_7   : Différence de mode de naissance par césarienne;;2023.7;X590001749;29AUG23;14:40:05
