"champ";"statut";"annee";"periode";"date du resultat";"ipe";exofj;fj;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;322;47.633136095;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";FJ non applicable;FJ non applicable;342;50.591715976;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;12;1.775147929;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:32";="590782645";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;318;92.711370262;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:32";="590782645";R: FJ à la charge de AMO;exonération du FJ;2;0.583090379;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:32";="590782645";FJ non applicable;FJ non applicable;17;4.9562682216;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:32";="590782645";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;6;1.749271137;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;237;92.578125;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";R: FJ à la charge de AMO;exonération du FJ;1;0.390625;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";FJ non applicable;FJ non applicable;8;3.125;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;10;3.90625;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;863;42.449581899;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;3;0.1475651746;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";R: FJ à la charge de AMO;exonération du FJ;26;1.27889818;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";FJ non applicable;FJ non applicable;1124;55.287752091;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;17;0.8362026562;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;250;96.525096525;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";R: FJ à la charge de AMO;exonération du FJ;8;3.0888030888;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";FJ non applicable;FJ non applicable;1;0.3861003861;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;2085;24.607577009;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";R: FJ à la charge de AMO;exonération du FJ;619;7.3055588339;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";FJ non applicable;FJ non applicable;5229;61.713678744;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;486;5.7358668712;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;54;0.6373185412;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;366;28.17551963;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";R: FJ à la charge de AMO;exonération du FJ;2;0.1539645881;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";FJ non applicable;FJ non applicable;920;70.823710547;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;11;0.8468052348;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;1806;53.463587922;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;1;0.0296033156;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";R: FJ à la charge de AMO;exonération du FJ;85;2.5162818236;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";FJ non applicable;FJ non applicable;1469;43.487270574;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;17;0.5032563647;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;2160;30.633952631;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;7;0.0992766983;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";R: FJ à la charge de AMO;exonération du FJ;612;8.6796199121;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";FJ non applicable;FJ non applicable;3871;54.900014182;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;6;0.0850943129;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;395;5.6020422635;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;2149;62.452775356;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;1;0.0290613194;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";R: FJ à la charge de AMO;exonération du FJ;3;0.0871839582;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";FJ non applicable;FJ non applicable;1288;37.430979366;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;703;73.382045929;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;2;0.2087682672;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";R: FJ à la charge de AMO;exonération du FJ;2;0.2087682672;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";FJ non applicable;FJ non applicable;243;25.365344468;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;8;0.8350730689;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;3138;34.220283533;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;1;0.0109051254;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";R: FJ à la charge de AMO;exonération du FJ;582;6.346782988;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";FJ non applicable;FJ non applicable;4804;52.388222465;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;507;5.5288985823;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;138;1.5049073064;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:57";="590001749";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;1248;40.012824623;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:57";="590001749";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;1;0.0320615582;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:57";="590001749";R: FJ à la charge de AMO;exonération du FJ;1;0.0320615582;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:57";="590001749";FJ non applicable;FJ non applicable;1869;59.92305226;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;750;68.243858053;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";R: FJ à la charge de AMO;exonération du FJ;3;0.2729754322;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";FJ non applicable;FJ non applicable;346;31.483166515;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;6308;26.913559177;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;6;0.0255994539;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";R: FJ à la charge de AMO;exonération du FJ;964;4.1129789231;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";FJ non applicable;FJ non applicable;12118;51.702363683;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;550;2.3466166055;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;3415;14.570355832;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;77;0.3285263248;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;9672;34.384443101;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;8;0.0284403996;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";R: FJ à la charge de AMO;exonération du FJ;858;3.0502328558;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";FJ non applicable;FJ non applicable;16933;60.197660777;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;638;2.2681218671;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;20;0.071100999;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:57";="620027839";FJ non applicable;FJ non applicable;19;0.0858291548;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:57";="620027839";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;22118;99.914170845;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;8079;49.518847686;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;5;0.0306466442;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";R: FJ à la charge de AMO;exonération du FJ;21;0.1287159056;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";FJ non applicable;FJ non applicable;8151;49.960159363;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;59;0.3616304015;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;2199;40.186403509;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;4;0.0730994152;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";R: FJ à la charge de AMO;exonération du FJ;640;11.695906433;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";FJ non applicable;FJ non applicable;2337;42.708333333;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;277;5.0621345029;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;15;0.274122807;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:33:46";="590797353";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;8539;28.72666106;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:46";="590797353";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;6;0.0201850294;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:46";="590797353";R: FJ à la charge de AMO;exonération du FJ;1036;3.4852817494;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:46";="590797353";FJ non applicable;FJ non applicable;18903;63.59293524;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:46";="590797353";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1196;4.023549201;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:46";="590797353";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;45;0.1513877208;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:30:27";="590782421";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;12230;29.343314379;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:27";="590782421";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;4;0.0095971592;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:27";="590782421";R: FJ à la charge de AMO;exonération du FJ;1941;4.6570215216;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:27";="590782421";FJ non applicable;FJ non applicable;24868;59.665539;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:27";="590782421";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1858;4.4578804674;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:27";="590782421";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;1;0.0023992898;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:27";="590782421";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;777;1.8642481825;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;348;65.046728972;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";R: FJ à la charge de AMO;exonération du FJ;3;0.5607476636;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";FJ non applicable;FJ non applicable;170;31.775700935;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;14;2.6168224299;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:39";="800000135";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;186;98.412698413;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:39";="800000135";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;3;1.5873015873;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;4377;38.61831657;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;7;0.0617610729;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";R: FJ à la charge de AMO;exonération du FJ;535;4.72031057;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";FJ non applicable;FJ non applicable;5922;52.249867655;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;490;4.3232751015;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;3;0.0264690312;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:40:06";="620101360";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;6872;44.704657819;2023.7;X620101360;30AUG23;14:38:44
