"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;diag_ct;ponder;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;pct_dp;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";N41    AFF. INFL. DE LA PROSTATE;0;N41;2;5;0;50;0;89.5;89.5;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";R05    TOUX;0;R05;2;3.5;0;0;0;80;80;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";D50    ANEMIE PAR CARENCE EN FER;0;D50;1;17;0;0;0;77;77;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";E87    DESEQUILIBRES HYDRO-ELECTROLYTIQUES ET ACIDO-BASIQUES, NCA;0;E87;1;6;0;0;0;76;76;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";I26    EMBOLIE PULM.;0;I26;1;2;0;0;0;93;93;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";I50    INSUF. CARD.;0;I50;1;15;0;0;0;85;85;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";J12    PNEUMOPATHIES VIRALES, NCA;0;J12;1;23;100;0;100;56;56;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";J13    PNEUMONIE DUE A STREPTOCOCCUS PNEUMONIAE;0;J13;1;7;0;0;0;91;91;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";J20    BRONCHITE AIG.;0;J20;1;16;0;0;0;66;66;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";K56    ILEUS PARALYTIQUE ET OCCLUSION INTEST. SANS HERNIE;0;K56;1;10;0;0;0;93;93;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";K57    DIVERTICULOSE DE L'INTESTIN;0;K57;1;5;0;0;0;57;57;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";M86    OSTEOMYELITE;0;M86;1;40;0;0;0;87;87;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";R13    DYSPHAGIE;0;R13;1;11;0;0;0;91;91;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";R53    MALAISE ET FATIGUE;0;R53;1;2;0;0;0;87;87;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:08";="590781662";Z74    DIFF. LIEES A UNE DEPENDANCE ENVERS LA PERSONNE QUI DONNE LES SOINS;0;Z74;1;2;0;0;0;72;72;100;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:55";="590781621";A41    SEPSIS, NCA;0;A41;1;11;0;0;100;83;83;100;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:55";="590781621";I41    MYOCARDITE AVEC MAL. CL. AILL.;0;I41;1;0;0;0;0;32;32;100;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 16:34:54";="590781795";I48    FIBRILLATION ET FLUTTER AURICULAIRES;0;I48;1;7;0;0;0;72;72;0;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:54";="590781795";J13    PNEUMONIE DUE A STREPTOCOCCUS PNEUMONIAE;0;J13;1;14;0;0;0;89;89;0;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:54";="590781795";J18    PNEUMOPATHIE A MICRO-ORG. SAI;0;J18;1;6;0;0;0;72;72;0;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:06";="620100677";F10    TBL. MENT. DUS A ALCOOL;0;F10;3;7.3333333333;0;0;0;49.666666667;55;66.666666667;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:06";="620100677";J15    PNEUMOPATHIES BACT., NCA;0;J15;1;20;0;0;0;84;84;0;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:06";="620100677";J18    PNEUMOPATHIE A MICRO-ORG. SAI;0;J18;1;15;0;0;0;87;87;100;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:06";="620100677";J69    PNEUMOPATHIE DUE A DES SUBST. SOLIDES ET LIQUIDES;0;J69;1;19;0;0;0;85;85;100;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:06";="620100677";S62    FRAC. NIV. POIGNET, MAIN;0;S62;1;7;0;0;0;86;86;0;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:06";="620100677";T79    CERTAINES COMPLIC. PRECOCES DES TRAUMA., NCA;0;T79;1;22;0;0;0;91;91;0;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:47";="590781415";J12    PNEUMOPATHIES VIRALES, NCA;0;J12;1;11;0;0;0;84;84;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:47";="590781415";J84    AFF. PULM. INTERST., NCA;0;J84;1;34;100;0;100;25;25;100;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:47";="590781415";R06    ANOM. DE LA RESPIRATION;0;R06;1;1;0;0;0;45;45;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:47";="590781415";R53    MALAISE ET FATIGUE;0;R53;1;1;0;0;0;76;76;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:56";="620103440";C67    T.M. DE LA VESSIE;0;C67;1;8;0;0;0;85;85;100;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:56";="620103440";C77    T.M. DES GGL. LYMPH., IIRE. ET SAI;0;C77;1;31;0;0;0;74;74;100;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:56";="620103440";R04    HEMORR. DES VOIES RESP.;0;R04;1;5;0;0;0;76;76;100;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:56";="620103440";R05    TOUX;0;R05;1;1;0;0;0;93;93;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:56";="620103440";U07    CODES POUR USAGE URGENT;0;U07;1;1;0;0;0;74;74;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:48:31";="590780193";Z09    EX. DE CTRL. APRES TRAITEMENT D'AFF. AUTRES QUE LES TUM. MALIGNE;0;Z09;11;0;0;0;0;66.545454545;68;45.454545455;0;2023.7;X590780193;31AUG23;11:45:29
