"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;ghm;ponder;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;2;5;0;50;0;56.5;56.5;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";01M051 Infections du système nerveux à l'exception des méningites virales, niveau 1;0;01M051;1;2;0;0;0;57;57;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";03M04T Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, très courte durée;0;03M04T;1;1;0;0;0;30;30;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";04M051 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 1;0;04M051;1;2;0;0;0;21;21;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";04M054 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4;0;04M054;1;16;100;0;0;64;64;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";04M074 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 4;0;04M074;1;76;100;100;100;55;55;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";04M134 Oedème pulmonaire et détresse respiratoire, niveau 4;0;04M134;1;22;0;0;0;76;76;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";05M081 Arythmies et troubles de la conduction cardiaque, niveau 1;0;05M081;1;2;0;0;0;66;66;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";06K02Z Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours;0;06K02Z;1;0;0;0;0;53;53;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";10M183 Troubles nutritionnels divers, âge supérieur à 17 ans, niveau 3;0;10M183;1;8;0;0;0;75;75;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";11M043 Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 3;0;11M043;1;5;0;0;0;90;90;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";18M022 Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans, niveau 2;0;18M022;1;5;0;0;100;1;1;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:06";="620101337";18M073 Sepsis, âge supérieur à 17 ans, niveau 3;0;18M073;1;19;0;0;0;71;71;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/28 12:10:12";="590782645";23Z02Z Soins Palliatifs, avec ou sans acte;0;23Z02Z;1;3;0;0;0;92;92;100;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 15:44:42";="020004495";08M36T Symptômes et autres recours aux soins de la CMD 08, très courte durée;0;08M36T;1;0;0;0;0;51;51;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:28:43";="590782652";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;1;5;0;0;0;81;81;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:43";="590782652";04M05T Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans;0;04M05T;1;1;0;0;0;78;78;100;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:43";="590782652";04M101 Embolies pulmonaires, niveau 1;0;04M101;1;5;0;0;0;78;78;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:43";="590782652";04M103 Embolies pulmonaires, niveau 3;0;04M103;1;10;0;0;0;72;72;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:43";="590782652";06M032 Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, niveau 2;0;06M032;1;9;0;0;0;63;63;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:48";="600100648";04M051 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 1;0;04M051;1;4;0;0;0;72;72;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:48";="600100648";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;1;11;0;0;0;94;94;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:48";="600100648";06M031 Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, niveau 1;0;06M031;1;4;0;0;0;85;85;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:48";="600100648";10M16T Troubles métaboliques, âge supérieur à 17 ans, très courte durée;0;10M16T;1;1;0;0;0;79;79;100;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:33";="620000026";01M32Z Explorations et surveillance pour affections du système nerveux;0;01M32Z;1;3;0;0;0;46;46;100;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:33";="620000026";19M072 Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, niveau 2;0;19M072;1;21;0;0;0;72;72;100;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:21:29";="620003350";04M054 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4;0;04M054;1;19;0;0;0;89;89;100;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:29";="620003350";04M22Z Explorations et surveillance pour affections de l'appareil respiratoire;0;04M22Z;1;0;0;0;0;65;65;100;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:29";="620003350";05M173 Autres affections de l'appareil circulatoire, niveau 3;0;05M173;1;17;0;0;0;90;90;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:29";="620003350";10M163 Troubles métaboliques, âge supérieur à 17 ans, niveau 3;0;10M163;1;5;0;0;0;70;70;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:29";="620003350";23M20Z Autres symptômes et motifs de recours aux soins de la CMD 23;0;23M20Z;1;4;0;0;100;80;80;100;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:40:37";="590001749";01M083 Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 3;0;01M083;1;14;0;0;0;71;71;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:37";="590001749";04M051 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 1;0;04M051;1;4;0;0;0;61;61;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:37";="590001749";04M133 Oedème pulmonaire et détresse respiratoire, niveau 3;0;04M133;1;6;0;0;0;93;93;100;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:37";="590001749";04M201 Bronchopneumopathies chroniques surinfectées, niveau 1;0;04M201;1;7;0;0;0;66;66;100;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:37";="590001749";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;1;34;0;0;0;78;78;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:37";="590001749";05M154 Hypertension artérielle, niveau 4;0;05M154;1;27;0;0;0;94;94;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:37";="590001749";06K05J Séjours comprenant une endoscopie digestive diagnostique sans anesthésie, en ambulatoire;0;06K05J;1;0;0;0;0;25;25;100;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:46";="590781670";04M253 Grippes, niveau 3;0;04M253;1;19;0;0;0;86;86;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:46";="590781670";10M13T Explorations et surveillance pour affections endocriniennes et métaboliques, très courte durée;0;10M13T;1;0;0;0;0;76;76;100;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:51:01";="020000261";23Z02Z Soins Palliatifs, avec ou sans acte;0;23Z02Z;1;23;0;0;0;88;88;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:57";="620100651";04M22Z Explorations et surveillance pour affections de l'appareil respiratoire;0;04M22Z;12;0;0;0;0;70.833333333;74;83.333333333;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:57";="620100651";04M111 Signes et symptômes respiratoires, niveau 1;0;04M111;2;0;0;0;0;76;76;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:57";="620100651";23M20T Autres symptômes et motifs de recours aux soins de la CMD 23, très courte durée;0;23M20T;2;0;0;0;0;73;73;50;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:57";="620100651";04M052 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;0;04M052;1;9;0;0;0;70;70;100;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:57";="620100651";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;1;22;0;0;0;78;78;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:57";="620100651";04M142 Maladies pulmonaires interstitielles, niveau 2;0;04M142;1;3;0;0;0;68;68;100;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:57";="620100651";04M14T Maladies pulmonaires interstitielles, très courte durée;0;04M14T;1;0;0;0;0;68;68;100;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:57";="620100651";06M063 Occlusions intestinales non dues à une hernie, niveau 3;0;06M063;1;31;0;0;0;85;85;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:57";="620100651";28Z17Z Chimiothérapie pour affection non tumorale, en séances;0;28Z17Z;1;1;0;0;0;89;89;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/30 08:35:54";="590780284";04M103 Embolies pulmonaires, niveau 3;0;04M103;1;7;0;0;0;81;81;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:54";="590780284";04M22Z Explorations et surveillance pour affections de l'appareil respiratoire;0;04M22Z;1;0;0;0;0;63;63;100;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:54";="590780284";08M142 Affections du tissu conjonctif, niveau 2;0;08M142;1;7;0;0;0;65;65;100;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:58";="020000287";04M033 Bronchites et asthme, âge supérieur à 17 ans, niveau 3;0;04M033;1;5;0;0;0;71;71;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:58";="020000287";04M052 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;0;04M052;1;8;0;0;0;89;89;100;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:58";="020000287";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;1;14;0;0;100;87;87;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:33:01";="590797353";04M032 Bronchites et asthme, âge supérieur à 17 ans, niveau 2;0;04M032;1;4;0;0;100;46;46;100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:01";="590797353";04M052 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;0;04M052;1;33;0;0;0;66;66;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:01";="590797353";04M05T Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans;0;04M05T;1;1;0;0;0;55;55;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:01";="590797353";04M071 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 1;0;04M071;1;2;0;0;100;87;87;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:01";="590797353";04M074 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 4;0;04M074;1;14;0;0;100;75;75;100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:01";="590797353";04M22Z Explorations et surveillance pour affections de l'appareil respiratoire;0;04M22Z;1;0;0;0;0;77;77;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";04M22Z Explorations et surveillance pour affections de l'appareil respiratoire;0;04M22Z;2;0.5;0;0;0;66;66;50;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";23K02Z Explorations nocturnes et apparentées : séjours de moins de 2 jours;0;23K02Z;2;1;0;0;0;44;44;50;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";01M37E Autres affections de la CMD 01 avec décès : séjours de moins de 2 jours;0;01M37E;1;1;0;0;0;91;91;100;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";04M033 Bronchites et asthme, âge supérieur à 17 ans, niveau 3;0;04M033;1;9;0;0;0;76;76;100;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";04M144 Maladies pulmonaires interstitielles, niveau 4;0;04M144;1;36;100;0;100;65;65;100;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";04M181 Bronchiolites, niveau 1;0;04M181;1;4;0;0;0;22;22;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";04M203 Bronchopneumopathies chroniques surinfectées, niveau 3;0;04M203;1;9;0;0;0;73;73;100;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";06M062 Occlusions intestinales non dues à une hernie, niveau 2;0;06M062;1;4;0;0;0;93;93;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";08M293 Autres pathologies rachidiennes relevant d'un traitement médical, niveau 3;0;08M293;1;19;0;0;0;81;81;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";10M163 Troubles métaboliques, âge supérieur à 17 ans, niveau 3;0;10M163;1;5;0;0;0;91;91;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:45";="590782421";19M024 Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 4;0;19M024;1;14;0;0;0;86;86;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:59";="800000051";01M34Z Anomalies de la démarche d'origine neurologique;0;01M34Z;1;6;0;0;0;79;79;100;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:19";="800000135";23Z02Z Soins Palliatifs, avec ou sans acte;0;23Z02Z;1;55;0;0;0;74;74;100;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:31";="590782165";04M134 Oedème pulmonaire et détresse respiratoire, niveau 4;0;04M134;2;36.5;0;0;50;84.5;84.5;100;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:31";="590782165";04M112 Signes et symptômes respiratoires, niveau 2;0;04M112;1;3;0;0;0;89;89;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:31";="590782165";04M133 Oedème pulmonaire et détresse respiratoire, niveau 3;0;04M133;1;4;0;0;0;89;89;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:31";="590782165";05M13T Douleurs thoraciques, très courte durée;0;05M13T;1;0;0;0;0;35;35;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:31";="590782165";05M23T Symptômes et autres recours aux soins de la CMD 05, très courte durée;0;05M23T;1;0;0;0;0;84;84;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:31";="590782165";23M20T Autres symptômes et motifs de recours aux soins de la CMD 23, très courte durée;0;23M20T;1;0;0;0;0;58;58;100;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:31";="590782165";23M20Z Autres symptômes et motifs de recours aux soins de la CMD 23;0;23M20Z;1;6;0;0;0;91;91;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";04M032 Bronchites et asthme, âge supérieur à 17 ans, niveau 2;0;04M032;1;16;0;0;0;66;66;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";04M052 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;0;04M052;1;7;0;0;0;91;91;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;1;23;100;0;100;56;56;100;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";04M10T Embolies pulmonaires, très courte durée;0;04M10T;1;2;0;0;0;93;93;100;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";04M111 Signes et symptômes respiratoires, niveau 1;0;04M111;1;1;0;0;0;73;73;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";04M112 Signes et symptômes respiratoires, niveau 2;0;04M112;1;6;0;0;0;87;87;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;1;15;0;0;0;85;85;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";06M032 Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, niveau 2;0;06M032;1;5;0;0;0;57;57;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";06M062 Occlusions intestinales non dues à une hernie, niveau 2;0;06M062;1;10;0;0;0;93;93;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";06M18Z Symptômes et autres recours aux soins de la CMD 06;0;06M18Z;1;11;0;0;0;91;91;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";08M314 Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 4;0;08M314;1;40;0;0;0;87;87;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";10M163 Troubles métaboliques, âge supérieur à 17 ans, niveau 3;0;10M163;1;6;0;0;0;76;76;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";12M061 Prostatites aigües et orchites, niveau 1;0;12M061;1;2;0;0;0;96;96;100;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";12M064 Prostatites aigües et orchites, niveau 4;0;12M064;1;8;0;100;0;83;83;100;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";16M113 Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 3;0;16M113;1;17;0;0;0;77;77;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:32";="620101360";23M20Z Autres symptômes et motifs de recours aux soins de la CMD 23;0;23M20Z;1;2;0;0;0;87;87;100;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:08";="590781662";23M061 Autres facteurs influant sur l'état de santé, niveau 1;0;23M061;1;2;0;0;0;72;72;100;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:55";="590781621";05M17T Autres affections de l'appareil circulatoire, très courte durée;0;05M17T;1;0;0;0;0;32;32;100;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:55";="590781621";18M073 Sepsis, âge supérieur à 17 ans, niveau 3;0;18M073;1;11;0;0;100;83;83;100;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 16:34:54";="590781795";04M052 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;0;04M052;1;6;0;0;0;72;72;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:54";="590781795";04M054 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4;0;04M054;1;14;0;0;0;89;89;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:54";="590781795";05M082 Arythmies et troubles de la conduction cardiaque, niveau 2;0;05M082;1;7;0;0;0;72;72;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:07";="620100677";20Z042 Ethylisme avec dépendance, niveau 2;0;20Z042;3;7.3333333333;0;0;0;49.666666667;55;66.666666667;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:07";="620100677";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;1;15;0;0;0;87;87;100;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:07";="620100677";04M054 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4;0;04M054;1;20;0;0;0;84;84;0;2023.7;X620100677;31AUG23;9:36:32
