"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;diag_ct;ponder;ponder_cn;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;pct_dp;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";U07    CODES POUR USAGE URGENT;0;U07;1;1;14;100;0;0;80;80;0;100;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";U07    CODES POUR USAGE URGENT;0;U07;4;4;14.25;100;0;25;75.75;76;75;100;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";C91    LEUCEMIE LYMPHOIDE;0;C91;1;1;48;100;100;0;38;38;100;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";D64    ANEMIES, NCA;0;D64;1;1;41;100;0;0;70;70;100;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";I10    HYPERTENSION ESSENTIELLE;0;I10;1;1;7;100;100;100;55;55;100;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";J46    ETAT DE MAL ASTHMATIQUE;0;J46;1;1;4;100;0;0;38;38;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";J94    AFF. PLEURALES, NCA;0;J94;1;1;4;100;0;100;52;52;100;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";J96    INSUF. RESP., NCA;0;J96;1;1;30;100;0;0;48;48;100;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";K55    TBL. VASC. DE L'INTESTIN;0;K55;1;1;54;100;0;100;54;54;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";L98    AFF. DE LA PEAU ET DU TISSU CELL. /S-CUT., NCA;0;L98;1;1;53;100;0;0;74;74;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";M96    AFF. DU SYST. OSTEO-ARTIC. ET DES MUSCLES NCA, APRES UN ACTE;0;M96;1;1;25;100;0;100;87;87;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";N10    NEPHRITE TUBULO-INTERST. AIG.;0;N10;1;1;17;100;0;0;86;86;100;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";N41    AFF. INFL. DE LA PROSTATE;0;N41;1;1;77;100;0;0;73;73;100;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:41";="590782421";T82    COMPLIC. DE PROTH., IMPL., GREF. CARD. ET VASC.;0;T82;1;1;69;100;0;100;73;73;100;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";I46    ARRET CARD.;0;I46;1;1;8;100;0;0;72;72;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";J12    PNEUMOPATHIES VIRALES, NCA;0;J12;1;1;23;100;0;100;56;56;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";J95    TBL. RESP. APRES UN ACTE, NCA;0;J95;1;1;21;100;0;0;52;52;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";J96    INSUF. RESP., NCA;0;J96;1;1;34;100;0;100;73;73;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";K85    PANCREATITE AIG.;0;K85;1;1;14;100;0;0;56;56;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";N10    NEPHRITE TUBULO-INTERST. AIG.;0;N10;1;1;17;100;0;100;48;48;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";T46    INTOX. PAR SUBST. AGIS. SUR LE SYST. CARDIO-VASC.;0;T46;1;1;7;100;0;100;63;63;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";U07    CODES POUR USAGE URGENT;0;U07;1;1;23;100;0;0;74;74;100;100;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";J44    MAL. PULM. OBSTRU. CHRON., NCA;0;J44;2;2;41;100;0;50;73;73;100;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";R57    CHOC, NCA;0;R57;2;2;5.5;100;0;0;75.5;75.5;50;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";A04    INFECT. INTEST. BACT., NCA;0;A04;1;1;29;100;0;100;68;68;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";A41    SEPSIS, NCA;0;A41;1;1;28;100;0;0;61;61;100;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";C61    T.M. DE LA PROSTATE;0;C61;1;1;33;100;100;0;70;70;100;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";E11    DIABETE TYPE 2;0;E11;1;1;23;100;0;0;73;73;100;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";G40    EPILEP.;0;G40;1;1;90;100;0;100;66;66;100;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";I46    ARRET CARD.;0;I46;1;1;25;100;100;100;76;76;100;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";I61    HEMORR. INTRACEREB.;0;I61;1;1;8;100;0;0;70;70;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";J10    GRIPPE, A AUTRE VIRUS GRIPPAL SAISONNIER IDENTIFIÉ;0;J10;1;1;4;100;0;0;57;57;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";J13    PNEUMONIE DUE A STREPTOCOCCUS PNEUMONIAE;0;J13;1;1;27;100;0;0;70;70;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";K85    PANCREATITE AIG.;0;K85;1;1;13;100;0;0;60;60;100;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";T42    INTOX. PAR ANTI-EPILEP., SEDATIFS, HYPNOTIQUES ET ANTI-PARKINSONIENS;0;T42;1;1;30;100;0;0;48;48;100;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:44";="590781415";U07    CODES POUR USAGE URGENT;0;U07;1;1;17;100;0;100;71;71;0;100;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:51";="620103440";C90    MYELOME MULT. ET TUM. MAL. A PLASMOCYTES;0;C90;1;1;58;100;0;0;73;73;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:51";="620103440";S82    FRAC. DE LA JAMBE, Y COMPRIS LA CHEVILLE;0;S82;1;1;6;100;0;0;64;64;100;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";I46    ARRET CARD.;0;I46;6;6;14.333333333;100;66.666666667;0;56;60;66.666666667;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";R57    CHOC, NCA;0;R57;6;6;40.5;100;16.666666667;50;54.503196347;63.5;50;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";J96    INSUF. RESP., NCA;0;J96;4;4;9;100;50;25;31.884931507;31.249315068;25;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";K65    PERITONITE;0;K65;4;4;51.25;100;25;25;50.75;54;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";G41    ETAT DE MAL EPILEP.;0;G41;3;3;27.666666667;100;100;0;55.666666667;55;100;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";I63    INFARCTUS CEREB.;0;I63;3;3;5;100;100;0;55.666666667;56;33.333333333;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";J15    PNEUMOPATHIES BACT., NCA;0;J15;3;3;25.666666667;100;66.666666667;33.333333333;61.333333333;60;33.333333333;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";C16    T.M. DE L'ESTOMAC;0;C16;2;2;25.5;100;0;50;68;68;100;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";C25    T.M. DU PANCREAS;0;C25;2;2;37.5;100;50;100;59.5;59.5;50;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";I21    INFARCTUS AIG. DU MYOCARDE;0;I21;2;2;16.5;100;100;50;59.5;59.5;50;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";I25    CARDIOPATHIE ISCHEM. CHRON.;0;I25;2;2;10.5;100;50;0;69;69;50;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";I33    ENDOCARDITE AIG. ET SUBAIG.;0;I33;2;2;19.5;100;50;0;67;67;100;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";J80    SYND. DE DETRESSE RESP. AIGÜE;0;J80;2;2;29;100;50;0;55;55;100;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";K70    MAL. ALCOOLIQUE DU FOIE;0;K70;2;2;26.5;100;50;0;54.5;54.5;100;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";N10    NEPHRITE TUBULO-INTERST. AIG.;0;N10;2;2;7.5;100;100;0;74.5;74.5;50;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";T71    ASPHYXIE;0;T71;2;2;5.5;100;100;0;23.5;23.5;50;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";M72    AFF. FIBROBLASTIQUES;0;M72;1;1;18;100;100;100;80;80;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";P07    ANOM. LIEES A GEST. BREVE ET POIDS NAISS. INSUF., NCA;0;P07;1;1;107;100;0;0;0;0;100;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";P22    DETRESSE RESP. DU N.N.;0;P22;1;1;137;100;0;100;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";R02    GANGRENE, NCA;0;R02;1;1;146;100;0;0;0.0136986301;0.0136986301;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:25";="590780193";Autres;1;Autres;49;49;34.408163265;100;59.183673469;22.448979592;53.886441152;59;61.224489796;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";N17    INSUF. RENALE AIG.;0;N17;4;4;26.5;100;0;25;77.5;77.5;50;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";J96    INSUF. RESP., NCA;0;J96;3;3;62;100;0;33.333333333;68;71;100;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";I63    INFARCTUS CEREB.;0;I63;2;2;41.5;100;0;100;71.5;71.5;100;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";U07    CODES POUR USAGE URGENT;0;U07;2;2;46;100;0;50;82;82;50;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";A41    SEPSIS, NCA;0;A41;1;1;18;100;0;0;70;70;100;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";D62    ANEMIE POSTHEMORRAGIQUE AIG.;0;D62;1;1;36;100;0;100;77;77;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";I61    HEMORR. INTRACEREB.;0;I61;1;1;20;100;0;100;68;68;100;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";J15    PNEUMOPATHIES BACT., NCA;0;J15;1;1;121;100;0;100;47;47;100;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";N10    NEPHRITE TUBULO-INTERST. AIG.;0;N10;1;1;32;100;0;0;60;60;100;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";O02    PROD. ANX. DE LA CONCEPTION, NCA;0;O02;1;1;8;100;0;0;30;30;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";R40    SOMNOLENCE, STUPEUR ET COMA;0;R40;1;1;55;100;0;0;73;73;100;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";R57    CHOC, NCA;0;R57;1;1;86;100;0;0;65;65;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";T79    CERTAINES COMPLIC. PRECOCES DES TRAUMA., NCA;0;T79;1;1;47;100;0;0;83;83;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";J96    INSUF. RESP., NCA;0;J96;2;2;34;100;0;100;62;62;100;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";N10    NEPHRITE TUBULO-INTERST. AIG.;0;N10;1;1;23;100;0;0;64;64;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";T39    INTOX. PAR ANALG. NON OPIOIDES, ANTIPYRETIQUES ET ANTIRHUMATISANTS;0;T39;1;1;12;100;0;0;56;56;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";A02    SALMONELLOSES, NCA;0;A02;1;1;13;100;0;0;66;66;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";C09    T.M. DE L'AMYGDALE;0;C09;1;1;44;100;0;0;61;61;100;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";G00    MENINGITE BACT., NCA;0;G00;1;1;23;100;0;0;57;57;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";I25    CARDIOPATHIE ISCHEM. CHRON.;0;I25;1;1;33;100;0;0;76;76;100;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";I47    TACHYCARDIE PAROXYSTIQUE;0;I47;1;1;31;100;0;100;74;74;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";J13    PNEUMONIE DUE A STREPTOCOCCUS PNEUMONIAE;0;J13;1;1;72;100;0;0;60;60;100;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";J14    PNEUMOPATHIE DUE A HAEMOPHILUS INFLUENZAE;0;J14;1;1;28;100;0;0;59;59;100;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";J46    ETAT DE MAL ASTHMATIQUE;0;J46;1;1;30;100;0;0;54;54;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";J69    PNEUMOPATHIE DUE A DES SUBST. SOLIDES ET LIQUIDES;0;J69;1;1;68;100;0;0;40;40;100;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";K55    TBL. VASC. DE L'INTESTIN;0;K55;1;1;43;100;0;0;59;59;0;0;2023.7;X600100713;31AUG23;14:51:48
