finess;vide...2;finess_rs;vide...4;rs;statut;hprox;label_statut;valo_2022;valo_2023;vide...11;LAST_YEAR_Valo;YEAR_Valo;evolution;vide...15;vol_sej_hors_GHSi_22;vol_sej_hors_GHSi_23;vide...18;Nb_sej_2023_M8;Nb_sej_2024_M8;Evolution_vol_sej;vide...22;regul_ass_mal_23;vide...24;Mnt_ref_23
600100713;;600100713-CH de Beauvais;;CH de Beauvais;DGF;0;DGF;-0,05800280082991717;-0,04849254636704251;;57583601,71000;62186674,47200;8.0%(5.2%);;-0,069268326952123399;-0,08314306789841580;;17322;18035;0,04116152869183697;;3190830,0380000025;;94000604,00000
600100721;;600100721-CH Intercommunal Compiègne-Noyon;;CH Intercommunal Compiègne-Noyon;DGF;0;DGF;-0,01556461368147685;0,01204107980135185;;59162863,46500;62247552,21900;5.2%(5.2%);;-0,059952766531713900;-0,06950067476383270;;18145;18682;0,02959492973270874;;NA;;90828336,00000
590783239;;590783239-CH de  DOUAI;;CH de  DOUAI;DGF;0;DGF;-0,08367150371666258;-0,12470023775082564;;49965160,80300;56194953,96800;12.5%(5.2%);;-0,100244644668535998;-0,13139208783340300;;19223;21001;0,09249336732039744;;7904698,3330000043;;90556573,00000
590780284;;590780284-GCS GHICL - St-Philibert;;GCS GHICL - St-Philibert;DGF;0;DGF;-0,06963919107092596;0,07673891625089939;;51306769,02900;58300770,18000;13.6%(4.9%);;-0,013499831252109400;0,13630610867364201;;17392;19078;0,09694112235510580;;NA;;78695281,00000
620100651;;620100651-CH de BETHUNE-BEUVRY;;CH de BETHUNE-BEUVRY;DGF;0;DGF;0,04992105761771985;0,07375797880313734;;51942174,20800;57366036,27100;10.4%(5.2%);;0,071042890617040805;0,10276089245084399;;21814;23397;0,07256807554781333;;NA;;76818821,00000
590797353;;590797353-GCS GHICL - St-Vincent;;GCS GHICL - St-Vincent;DGF;0;DGF;0,00683933634977454;0,07559069103701319;;48253387,10500;55853294,30700;15.7%(4.9%);;0,056383329667912901;0,12406531779195100;;26861;28714;0,06898477346338558;;NA;;75419636,00000
590781902;;590781902-CH de TOURCOING;;CH de TOURCOING;DGF;0;DGF;-0,02790786129385109;-0,04720847289651314;;45846061,81700;48925021,16400;6.7%(5.2%);;0,091956744810166594;0,07822243270976401;;19048;19937;0,04667156656866862;;2462829,8580000103;;74527477,00000
620101337;;620101337-CH de CALAIS;;CH de CALAIS;DGF;0;DGF;0,01875825669659834;0,00732219193201507;;44481798,21800;48534024,65600;9.1%(5.2%);;0,037953997630428601;0,02635126853781100;;17020;17660;0,03760282021151586;;NA;;69460293,00000
590000188;;590000188-Centre de Lutte Contre le Cancer - OSCAR LAMBRET LILLE;;Centre OSCAR LAMBRET LILLE;DGF;0;DGF;0,01348691906633232;0,05787623075235046;;46717763,66200;51197649,72000;9.6%(4.9%);;0,072965669102192002;0,23260934841357200;;8041;10522;0,30854371346847409;;NA;;67990120,00000
020000261;;020000261-CH de Soissons;;CH de Soissons;DGF;0;DGF;-0,07100368489125800;-0,07310579479454074;;39137663,84300;41012107,13800;4.8%(5.2%);;-0,135138794854435002;-0,13486797562626901;;12964;12701;-0,02028694847269361;;3311144,1939999983;;64703571,00000
590781803;;590781803-CH de SAMBRE-AVESNOIS;;CH de SAMBRE-AVESNOIS;DGF;0;DGF;-0,19094177341936433;-0,13825589132543967;;35233771,08300;39305792,36300;11.6%(5.2%);;0,012235708692247500;0,05770360219263900;;14163;15377;0,08571630304314058;;6219764,5359999985;;64267626,00000
590781605;;590781605-CH de CAMBRAI;;CH de CAMBRAI;DGF;0;DGF;-0,03314483252181705;-0,04466726081348219;;38427234,08500;40705837,77600;5.9%(5.2%);;-0,013680136801368000;-0,04405544055440550;;14202;14381;0,01260385861146317;;1942623,3989999965;;62129986,00000
800000028;;800000028-CH d'Abbeville;;CH d'Abbeville;DGF;0;DGF;-0,00828761253580678;0,03631432171162106;;38666494,13300;41345587,47700;6.9%(5.2%);;-0,005254466296351900;0,06480508432167340;;14272;15254;0,06880605381165919;;NA;;58054297,00000
620101360;;620101360-CH de la REGION DE SAINT-OMER;;CH de la REGION DE SAINT-OMER;DGF;0;DGF;-0,10133930676418743;-0,09839602680459733;;32438302,00700;36981414,20300;14.0%(5.2%);;-0,104121387748530997;-0,09542783546647350;;15052;15905;0,05667020993887856;;3881089,8049999997;;56347946,00000
590780227;;590780227-Groupe Hospitalier SECLIN CARVIN;;Groupe Hospitalier SECLIN CARVIN;DGF;0;DGF;-0,06068094967180643;0,01372652469381605;;32657027,09100;35983367,78800;10.2%(5.2%);;-0,051758074617518100;0,03744296322805760;;14694;16119;0,09697835851367906;;NA;;52571178,00000
620003376;;620003376-Polyclinique Médicale Chirurgicale d'Hénin Beaumont;;Polyclinique d'Hénin Beaumont;DGF;0;DGF;-0,02028326916048714;0,02366781464363149;;25861432,38900;30730380,34700;18.8%(4.9%);;0,145145705131464992;0,29924223160250202;;15513;16019;0,03261780442209759;;NA;;45572343,00000
590782637;;590782637-CH d'ARMENTIERES;;CH d'ARMENTIERES;DGF;0;DGF;-0,02980483543886610;0,00672666958248126;;27476101,56400;28887037,49600;5.1%(5.2%);;-0,073786507610036994;0,03794734677087620;;13189;13784;0,04511335203578740;;NA;;43372670,00000
620103432;;620103432-CH de l'Arrondissement de MONTREUIL;;CH de MONTREUIL;DGF;0;DGF;-0,04704764931439471;-0,06193136848478952;;25359869,04500;28030074,75600;10.5%(5.2%);;-0,029765279510148498;-0,02534300941149790;;11512;11764;0,02189020152883947;;1822856,8320000023;;42047855,00000
020000253;;020000253-CH de Laon;;CH de Laon;DGF;0;DGF;0,01235705916000628;0,08393855205702166;;28569089,71500;30374104,34300;6.3%(5.2%);;0,178407916112833992;0,34477920543494300;;11860;11618;-0,02040472175379427;;NA;;41066631,00000
590782165;;590782165-CH de DENAIN;;CH de DENAIN;DGF;0;DGF;-0,05288414402795626;0,04149092159609397;;26400426,87600;29098020,93100;10.2%(5.2%);;-0,097090110879720803;-0,04536500253278550;;11362;11563;0,01769054743883119;;NA;;40518466,00000
620025346;;620025346-Polyclinique Divion;;Polyclinique Divion;DGF;0;DGF;0,01659933938897070;-0,06240314094691729;;18534416,36200;23694283,66600;27.8%(4.9%);;-0,005761959066082470;-0,01650561190804870;;9396;11756;0,25117071094082588;;1640453,5179999992;;37554280,00000
020004404;;020004404-CH de Château-Thierry;;CH de Château-Thierry;DGF;0;DGF;-0,04089949888481110;-0,07107339422213223;;22549987,64500;23104650,30300;2.5%(5.2%);;-0,001947284233952290;-0,00146046317546422;;9712;8815;-0,09235996705107084;;1865619,4199999943;;37498851,00000
620000026;;620000026-Etablissement Berck Hopale;;Etablissement Berck Hopale;DGF;0;DGF;-0,02891436396649308;0,01767947337880398;;21206263,75800;22410921,79600;5.7%(4.9%);;-0,116974756509639996;0,04959252633671240;;6527;7455;0,14217864256166693;;NA;;33225780,00000
020000287;;020000287-CH de Chauny;;CH de Chauny;DGF;0;DGF;-0,19623174465636817;-0,20721094432773551;;11878610,00900;13636966,41600;14.8%(5.2%);;-0,191220988900101002;-0,11957618567103900;;5375;5807;0,08037209302325582;;3403171,6170000024;;23462437,00000
590782652;;590782652-CH d'HAZEBROUCK;;CH d'HAZEBROUCK;DGF;0;DGF;-0,01965433882976602;0,02989168139536668;;14333839,90900;16823634,24200;17.4%(5.2%);;0,000690846286701209;0,11416234887737500;;8566;10118;0,18118141489610087;;NA;;22207210,00000
590052056;;590052056-GCS GHICL - Ste Marie;;GCS GHICL - Ste Marie;DGF;0;DGF;-0,05073928763011442;0,00637954495218367;;13472407,78500;13890777,12900;3.1%(4.9%);;-0,040553211439287397;0,00203156743241131;;8660;8864;0,02355658198614319;;NA;;21172720,00000
590781662;;590781662-CH de FOURMIES;;CH de FOURMIES;DGF;0;DGF;-0,17922073984918380;-0,15339892306822367;;10676973,64400;11311707,48500;5.9%(5.2%);;-0,324335434365579989;-0,26089339545080797;;3618;3497;-0,03344389165284688;;2115435,3670000024;;19700598,00000
800000093;;800000093-CH de Péronne;;CH de Péronne;DGF;0;DGF;-0,11866972577798722;-0,24962175242675103;;6636819,16900;7198417,77100;8.5%(5.2%);;-0,174179699478687999;-0,26310947562097498;;3263;3177;-0,02635611400551640;;2344694,7829999998;;13418558,00000
590785374;;590785374-Clinique Teissier;;Clinique Teissier;DGF;0;DGF;-0,23464154549311877;-0,23167148196929524;;6166139,04680;6761558,53000;9.7%(4.9%);;-0,125956566701138001;-0,00682523267838676;;3203;2929;-0,08554480174836092;;1944295,9934999999;;11989243,00000
600100168;;600100168-Centre Médico-Chirurgical des Jockeys;;Centre Médico-Chirurgical des Jockeys;DGF;0;DGF;-0,09684199169556600;-0,12358344560575271;;6412390,19510;6834400,48990;6.6%(4.9%);;-0,072595281306715095;-0,02123411978221420;;4340;4486;0,03364055299539170;;979539,4181000013;;11323054,00000
600100648;;600100648-CH de Clermont;;CH de Clermont;DGF;0;DGF;0,05628837069343707;-0,04788213300892702;;6636684,17800;7838700,05640;18.1%(5.2%);;0,031803335052432498;0,02733367715317170;;3671;3686;0,00408608008716971;;377681,0120000001;;11268176,00000
590781621;;590781621-CH de LE CATEAU;;CH de LE CATEAU;DGF;0;DGF;-0,06734611301197985;-0,07777255233786062;;6494052,77250;7583292,90770;16.8%(5.2%);;0,054038264933547499;0,12589455235869701;;4934;5905;0,19679773003648154;;593399,1909999996;;10899901,00000
590049565;;590049565-Maison Médicale JEAN XXIII;;Maison Médicale JEAN XXIII;DGF;0;DGF;-0,00623744902045954;0,10129881860819447;;2036920,98490;2106253,14500;3.4%(4.9%);;-0,191011235955056008;-0,04119850187265920;;177;144;-0,18644067796610170;;NA;;3003322,00000
620003350;;620003350-HÔPITAL DE RIAUMONT;;HÔPITAL DE RIAUMONT;DGF;1;Hprox;-0,12720408251255869;-0,09895662464242629;;8970747,43550;9025892,16340;0.6%(5.9%);;0,023350433398195598;0,04829294180081370;;3825;3806;-0,00496732026143791;;1620374,8489999995;;14754222,15100
590001749;;590001749-POLYCLINIQUE DE GRANDE SYNTHE;;POLYCLINIQUE DE GRANDE SYNTHE;DGF;1;Hprox;0,10180830412786855;0,16215319671460424;;7025239,44490;8287050,78330;18.0%(5.9%);;0,094200848656294203;0,24073550212164099;;2854;3141;0,10056061667834618;;NA;;11148959,80200
800000069;;800000069-CH DE DOULLENS;;CH DE DOULLENS;DGF;1;Hprox;-0,13913814285422707;-0,07439258830261071;;5359365,93650;5773472,29470;7.7%(6.2%);;-0,142208176970175987;-0,08038712225952990;;2883;2907;0,00832466181061394;;721835,3015000001;;8981218,69850
620100677;;620100677-CH HENIN-BEAUMONT;;CH HENIN-BEAUMONT;DGF;1;Hprox;0,13262031484350323;0,17812171854500289;;5291496,96150;5312722,45300;0.4%(6.2%);;0,305201992252352006;0,39042612064194798;;3451;3041;-0,11880614314691394;;NA;;8123047,93090
590781670;;590781670-CH LE QUESNOY;;CH LE QUESNOY;DGF;1;Hprox;0,00339157426134054;0,02864368857618255;;4094370,82480;5084284,02650;24.2%(6.2%);;0,040312093628088401;0,09427828348504549;;1064;1202;0,12969924812030076;;NA;;6564794,76270
800000085;;800000085-CHIC MONTDIDIER-ROYE;;CHIC MONTDIDIER-ROYE;DGF;1;Hprox;-0,06612382267959482;-0,01115447967000662;;3927015,49750;4528482,00510;15.3%(6.2%);;-0,024894514767932498;-0,04135021097046410;;1510;1537;0,01788079470198676;;69973,1217999998;;6203122,87820
590000600;;590000600-CH DE SAINT - AMAND;;CH DE SAINT - AMAND;DGF;1;Hprox;-0,22856899465232466;-0,27698480089339134;;3818454,31630;4037019,52760;5.7%(6.2%);;-0,171645569620253013;-0,21417721518987301;;1038;1078;0,03853564547206165;;2205482,6135999998;;5756985,38640
020004495;;020004495-CH BRISSET HIRSON;;CH BRISSET HIRSON;DGF;1;Hprox;-0,14495602356798706;-0,26887481641745536;;4387007,07930;3460962,12820;-21.1%(6.2%);;-0,041564123598578098;0,01859447634673230;;2421;2695;0,11317637339942173;;2105946,9425999997;;5726497,05740
590781795;;590781795-CH D'AVESNES;;CH D'AVESNES;DGF;1;Hprox;-0,23025912129765619;-0,21674771267915888;;3400355,73690;4085601,60860;20.2%(6.2%);;-0,272687986171131991;-0,34831460674157300;;1029;913;-0,11273080660835763;;1495624,2418000000;;5404675,75820
020000022;;020000022-CH DE GUISE;;CH DE GUISE;DGF;1;Hprox;-0,33170182846321516;-0,20401877007543298;;2435591,68660;3060393,80480;25.7%(6.2%);;-0,190106692531523014;-0,09893307468477210;;588;732;0,24489795918367346;;996253,2370000002;;3886891,76300
020000048;;020000048-CH GERONTOLOGIQUE;;CH GERONTOLOGIQUE;DGF;1;Hprox;-0,14803317608949620;-0,14706039168874263;;2515221,46950;2457753,92440;-2.3%(6.2%);;-0,136540962288687007;-0,12873862158647600;;454;407;-0,10352422907488987;;637788,1244999999;;3699124,87550
590782439;;590782439-CH WATTRELOS;;CH WATTRELOS;DGF;1;Hprox;-0,19854311603360505;-0,33768955592930666;;2183360,35140;3128399,83100;43.3%(6.2%);;-0,251106639839033974;-0,29859154929577503;;1105;1229;0,11221719457013575;;1800001,8360000001;;3530343,16400
590780052;;590780052-CH SOMAIN;;CH SOMAIN;DGF;1;Hprox;-0,32417130742817679;-0,28680907255212146;;2224541,28940;2487157,51370;11.8%(6.2%);;-0,342595730260928988;-0,28905455777702499;;1448;1515;0,04627071823204420;;1293382,1475999998;;3216175,85240
590782645;;590782645-CH DE BAILLEUL;;CH DE BAILLEUL;DGF;1;Hprox;-0,22524882393375589;-0,02365150361797201;;1890404,84870;1893693,62170;0.2%(6.2%);;-0,289106145251396995;-0,16759776536312801;;387;370;-0,04392764857881137;;73432,6680999999;;3031345,33190
800000051;;800000051-CH DE CORBIE;;CH DE CORBIE;DGF;1;Hprox;-0,18856052442006299;-0,06286558638431197;;1745612,79550;1957300,83550;12.1%(6.2%);;-0,155382907880133009;-0,09766925638179801;;573;549;-0,04188481675392670;;182033,6548000001;;2713567,34520
800000077;;800000077-CH DE HAM;;CH DE HAM;DGF;1;Hprox;-0,19881373374142436;-0,20558024520719206;;1703203,53570;1640780,30820;-3.7%(6.2%);;-0,166770379589296996;-0,28749222153080300;;779;642;-0,17586649550706032;;666489,7159000002;;2575503,28410
020000071;;020000071-CH DE VERVINS;;CH DE VERVINS;DGF;1;Hprox;-0,30112443372118552;-0,19828959775435034;;1591919,87710;1718664,63030;8.0%(6.2%);;-0,325301204819276990;-0,28571428571428598;;267;298;0,11610486891385768;;615199,8223000001;;2487332,17770
800000135;;800000135-CHIC DE LA BAIE DE SOMME;;CHIC DE LA BAIE DE SOMME;DGF;1;Hprox;0,04755917253239495;0,07706772757127892;;1550141,08860;1907624,95200;23.1%(6.2%);;0,093645484949832797;0,05685618729096990;;212;245;0,15566037735849056;;NA;;2358086,84590
020000055;;020000055-CH NOUVION EN THIERACHE;;CH NOUVION EN THIERACHE;DGF;1;Hprox;-0,34244991827440624;0,04339730748558451;;1370790,70740;1294527,71970;-5.6%(6.2%);;-0,275590551181101984;0,12335958005249301;;288;265;-0,07986111111111110;;NA;;2143167,28470
800000036;;800000036-CH D'ALBERT;;CH D'ALBERT;DGF;1;Hprox;-0,27847174584299372;-0,26261987896437761;;1319786,96620;1304771,60890;-1.1%(6.2%);;-0,184146341463414992;-0,17804878048780501;;436;446;0,02293577981651376;;746315,2730000000;;2095492,72700
600100572;;600100572-CH DE CHAUMONT EN VEXIN;;CH DE CHAUMONT EN VEXIN;DGF;1;Hprox;-0,14638930886725043;-0,20651196136783156;;1293935,36560;1167675,38680;-9.8%(6.2%);;-0,190036900369004003;-0,25276752767527699;;289;257;-0,11072664359861592;;487561,1110000000;;1873372,88900
620105940;;620105940-POLYCLINIQUE DU TERNOIS;;POLYCLINIQUE DU TERNOIS;OQN;1;Hprox;-0,56373364579759311;-0,59523193630009819;;NA;NA;NA;;-0,606725146198830001;-0,65497076023391798;;155;157;0,01290322580645161;;959549,0000000000;;1612059,00000
590781811;;590781811-CH FELLERIES LIESSIES;;CH FELLERIES LIESSIES;DGF;1;Hprox;0,01377077229343992;0,11533185493499316;;609738,62113;631642,88399;3.6%(6.2%);;-0,083916083916083906;0,62237762237762195;;156;154;-0,01282051282051282;;NA;;914562,08306
590780268;;590780268-HOPITAL PRIVÉ LE BOIS;;HOPITAL PRIVÉ LE BOIS;OQN;0;OQN;0,00197795241068931;0,06868019141282315;;NA;NA;NA;;0,032247266235215399;0,10831845570185200;;26420;26960;0,02043906131718395;;NA;;67879397,00000
590780383;;590780383-HOPITAL PRIVE LA LOUVIERE;;HOPITAL PRIVE LA LOUVIERE;OQN;0;OQN;-0,14948035025198506;-0,13229596424818549;;NA;NA;NA;;-0,080057061340941496;0,00699001426533524;;22184;22157;-0,00121709340064912;;4354689,7849403918;;47023244,00000
620101501;;620101501-HOPITAL PRIVE DE BOIS BERNARD;;HOPITAL PRIVE DE BOIS BERNARD;OQN;0;OQN;-0,06184486046508295;-0,04719041652897112;;NA;NA;NA;;-0,076080025506137405;-0,05129124820659970;;15628;15786;0,01011005886869721;;1455068,0668653771;;44048534,00000
590008041;;590008041-POLYCLINIQUE VAUBAN;;POLYCLINIQUE VAUBAN;OQN;0;OQN;-0,00634761907254653;-0,00316579947220682;;NA;NA;NA;;0,221933047560726987;0,29235558277199403;;17080;15987;-0,06399297423887587;;75930,4599806443;;34263726,00000
600100754;;600100754-POLYCLINIQUE SAINT CÔME;;POLYCLINIQUE SAINT CÔME;OQN;0;OQN;0,08702775858407907;0,11597791916669915;;NA;NA;NA;;0,126989812161731996;0,14398280802292299;;18565;18659;0,00506329113924051;;NA;;34176881,00000
800009920;;800009920-CLINIQUE VICTOR PAUCHET DE BUTLER;;CLINIQUE VICTOR PAUCHET DE BUTLER;OQN;0;OQN;0,06522295400132874;0,13644748907110821;;NA;NA;NA;;0,036820422276171598;0,09663061870080190;;20184;20416;0,01149425287356322;;NA;;31842407,00000
620118513;;620118513-CENTRE MCO COTE D'OPALE;;CENTRE MCO COTE D'OPALE;OQN;0;OQN;-0,06415144401535967;-0,08666472649459168;;NA;NA;NA;;-0,046453474392882901;-0,01389757153161820;;13598;13830;0,01706133254890425;;1781771,1726402827;;29370512,00000
620100099;;620100099-HOPITAL PRIVE ARRAS LES BONNETTES;;HOPITAL PRIVE ARRAS LES BONNETTES;OQN;0;OQN;-0,02334146541352372;0,03786547690574046;;NA;NA;NA;;-0,033565898068578202;0,07997957968178340;;16446;15601;-0,05138027483886659;;NA;;28079917,00000
590782553;;590782553-HOPITAL PRIVE DE VILLENEUVE D'ASCQ;;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;OQN;0;OQN;-0,03634870577458010;-0,02824699194971799;;NA;NA;NA;;-0,043512043512043498;-0,00876900876900877;;16619;19384;0,16637583488777904;;534195,1915224642;;27016540,00000
590782298;;590782298-POLYCLINIQUE DU PARC;;POLYCLINIQUE DU PARC;OQN;0;OQN;-0,03221467336051709;-0,01127863847530994;;NA;NA;NA;;0,008092797410304831;0,10078230374966300;;13345;13001;-0,02577744473585613;;160960,7351485342;;20387559,00000
020010047;;020010047-HOPITAL PRIVE SAINT CLAUDE;;HOPITAL PRIVE SAINT CLAUDE;OQN;0;OQN;-0,13033164181657550;-0,16651658537205549;;NA;NA;NA;;-0,075015967020844204;-0,10172443825117600;;10229;9647;-0,05689705738586372;;2223164,8961980175;;19072874,00000
590780250;;590780250-CLINIQUE LILLE SUD;;CLINIQUE LILLE SUD;OQN;0;OQN;-0,00878710112088359;0,04452937643019832;;NA;NA;NA;;-0,032237723654134201;0,01801056199259080;;16749;16558;-0,01140366589050093;;NA;;15704859,00000
620100735;;620100735-CLINIQUE ANNE ARTOIS;;CLINIQUE ANNE ARTOIS;OQN;0;OQN;-0,19990529534442480;-0,22371170155103895;;NA;NA;NA;;-0,079182924030296101;-0,14857317726264299;;7287;8115;0,11362700699876492;;2451537,3213320784;;15654953,00000
800009466;;800009466-POLYCLINIQUE DE PICARDIE;;POLYCLINIQUE DE PICARDIE;OQN;0;OQN;-0,09049542238007915;-0,00986154791640466;;NA;NA;NA;;-0,034489837815643597;0,02094025867378360;;9922;9604;-0,03204998992138682;;108017,4286536518;;15647707,00000
800002503;;800002503-SA CLINIQUE SAINTE ISABELLE;;SA CLINIQUE SAINTE ISABELLE;OQN;0;OQN;-0,04293093479752743;-0,01191395748846357;;NA;NA;NA;;0,049378412919716501;0,10119670036017200;;6147;6137;-0,00162680982593135;;124231,5609991439;;14896281,00000
590816310;;590816310-CLINIQUE SAINT AME;;CLINIQUE SAINT AME;OQN;0;OQN;0,04486559062971107;0,12041298610344088;;NA;NA;NA;;0,014558232931726900;0,05409136546184740;;10910;10882;-0,00256645279560037;;NA;;14635507,00000
620101311;;620101311-CLINIQUE DES 2 CAPS;;CLINIQUE DES 2 CAPS;OQN;0;OQN;0,06585869928204048;0,13389682729239819;;NA;NA;NA;;0,157835144927536003;0,22365640096618400;;10499;11117;0,05886274883322221;;NA;;13596258,00000
590781951;;590781951-CLINIQUE DU SPORT ET D'ORTHOPEDIE;;CLINIQUE DU SPORT ET D'ORTHOPEDIE;OQN;0;OQN;-0,09927331252489925;-0,01126909793814592;;NA;NA;NA;;-0,051093951093951102;0,08764478764478760;;5224;6177;0,18242725880551303;;97478,4161334094;;12357234,00000
620006049;;620006049-CLINIQUE CHIRURGICALE DE SAINT-OMER;;CLINIQUE CHIRURGICALE DE SAINT-OMER;OQN;0;OQN;-0,02427364397155567;-0,00555682507423815;;NA;NA;NA;;0,004064352243861140;-0,00973751058425064;;7774;7729;-0,00578852585541549;;45065,7724451553;;11585694,00000
590815056;;590815056-CLINIQUE DE FLANDRE;;CLINIQUE DE FLANDRE;OQN;0;OQN;0,30987823946166110;0,40413542346275172;;NA;NA;NA;;0,672264172207821975;0,86058830158909105;;10906;10658;-0,02273977626994315;;NA;;11212055,00000
600110175;;600110175-CLINIQUE DU PARC SAINT-LAZARE;;CLINIQUE DU PARC SAINT-LAZARE;OQN;0;OQN;-0,13356259902435016;-0,10128726295765134;;NA;NA;NA;;-0,052020900568618397;-0,02889196250192100;;8398;8666;0,03191236008573470;;654765,5556986751;;9234916,00000
590817458;;590817458-CLINIQUE DE LA VICTOIRE;;CLINIQUE DE LA VICTOIRE;OQN;0;OQN;-0,09004986692191397;-0,02770801588535117;;NA;NA;NA;;-0,023523985239852399;0,04501845018450190;;7247;7576;0,04539809576376432;;176399,4949460309;;9094815,00000
800015729;;800015729-SAS DE CARDIOLOGIES ET URGENCES;;SAS DE CARDIOLOGIES ET URGENCES;OQN;0;OQN;-0,03300821047975063;0,02238213342958365;;NA;NA;NA;;-0,174370417596429989;-0,04223780682180430;;4003;4188;0,04621533849612790;;NA;;8697375,00000
800013179;;800013179-CLINIQUE DE L'EUROPE;;CLINIQUE DE L'EUROPE;OQN;0;OQN;0,04041275296499541;0,11922692187726212;;NA;NA;NA;;-0,236705673233595010;-0,15553251370167401;;3874;4285;0,10609189468249870;;NA;;7736472,00000
590780060;;590780060-INSTITUT OPHTALMIQUE;;INSTITUT OPHTALMIQUE;OQN;0;OQN;0,04846951226309874;0,07032972214302304;;NA;NA;NA;;0,062447786131996703;0,09534252297410190;;7024;6667;-0,05082574031890660;;NA;;7646289,00000
590813507;;590813507-POLYCLINIQUE DU VAL DE SAMBRE;;POLYCLINIQUE DU VAL DE SAMBRE;OQN;0;OQN;-0,08521274086242790;-0,15285931733693572;;NA;NA;NA;;-0,191391839016210014;-0,25187255449972101;;4513;3662;-0,18856636383780190;;754375,2832647879;;7050136,00000
590813382;;590813382-NOUVELLE CLINIQUE VILLETTE SA;;NOUVELLE CLINIQUE VILLETTE SA;OQN;0;OQN;-0,43154149353388066;-0,36133000648666314;;NA;NA;NA;;-0,427889310906131026;-0,51079761258817202;;3006;2747;-0,08616101131071191;;1640281,3399606342;;6485094,00000
590788964;;590788964-SARL CLINIQUE DU PARC;;SARL CLINIQUE DU PARC;OQN;0;OQN;0,02332723313082907;-0,02780449472058010;;NA;NA;NA;;0,260260091200811006;0,25401114676574899;;4842;4686;-0,03221809169764560;;122760,4087275835;;6307326,00000
590006896;;590006896-POLYCLINIQUE DE LA THIÉRACHE;;POLYCLINIQUE DE LA THIÉRACHE;OQN;0;OQN;-0,05891934123775407;0,07714825555207423;;NA;NA;NA;;0,106948341310447004;0,29295263244759900;;5181;4924;-0,04960432348967381;;NA;;5790045,00000
