"champ";"statut";"annee";"periode";"date du resultat";"ipe";natass;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/24 14:38:13";="020000253";13 : Maladie Régime Local Alsace-Moselle;5;0.0315000315;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:13";="020000253";30 : Maternité;389;2.4507024507;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:13";="020000253";41 : Accident du;23;0.1449001449;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:13";="020000253";XX: séjours non facturables, en attente de droits ou pb de codage;131;0.8253008253;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:13";="020000253";Nouveaux-nés, radiothérapie ou prélèvement d'organes;450;2.835002835;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:33";="620003376";10 : Maladie;12938;98.816161308;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:33";="620003376";13 : Maladie Régime Local Alsace-Moselle;19;0.1451157107;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:33";="620003376";41 : Accident du;74;0.5651875048;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:33";="620003376";XX: séjours non facturables, en attente de droits ou pb de codage;62;0.473535477;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:05:38";="620101337";10 : Maladie;14234;82.073459032;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:38";="620101337";13 : Maladie Régime Local Alsace-Moselle;15;0.0864902266;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:38";="620101337";30 : Maternité;1548;8.9257913856;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:38";="620101337";41 : Accident du;39;0.2248745892;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:38";="620101337";XX: séjours non facturables, en attente de droits ou pb de codage;279;1.6087182148;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:38";="620101337";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1225;7.063368506;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:38";="620101337";Séjours en attente de taux de prise en charge;3;0.0172980453;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:46:39";="800000077";10 : Maladie;669;98.237885463;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:39";="800000077";Séjours en attente de taux de prise en charge;12;1.7621145374;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";10 : Maladie;337;97.965116279;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";XX: séjours non facturables, en attente de droits ou pb de codage;1;0.2906976744;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";Séjours en attente de taux de prise en charge;6;1.7441860465;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:18";="600100572";10 : Maladie;246;96.09375;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:18";="600100572";Séjours en attente de taux de prise en charge;10;3.90625;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";10 : Maladie;1998;93.979303857;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";13 : Maladie Régime Local Alsace-Moselle;4;0.1881467545;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";30 : Maternité;4;0.1881467545;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";41 : Accident du;15;0.7055503293;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";XX: séjours non facturables, en attente de droits ou pb de codage;88;4.1392285983;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";Séjours en attente de taux de prise en charge;17;0.7996237065;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:20";="020000055";10 : Maladie;259;98.854961832;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:20";="020000055";XX: séjours non facturables, en attente de droits ou pb de codage;3;1.1450381679;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";10 : Maladie;7431;86.51763884;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";30 : Maternité;476;5.5419722901;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";41 : Accident du;27;0.3143555711;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";XX: séjours non facturables, en attente de droits ou pb de codage;114;1.3272790779;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";Nouveaux-nés, radiothérapie ou prélèvement d'organes;487;5.6700430784;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";Séjours en attente de taux de prise en charge;54;0.6287111422;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:39";="590780052";10 : Maladie;1288;99.153194765;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:39";="590780052";Séjours en attente de taux de prise en charge;11;0.8468052348;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";10 : Maladie;3400;98.636495503;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";13 : Maladie Régime Local Alsace-Moselle;1;0.029010734;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";30 : Maternité;1;0.029010734;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";41 : Accident du;7;0.2030751378;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";XX: séjours non facturables, en attente de droits ou pb de codage;21;0.6092254134;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";Séjours en attente de taux de prise en charge;17;0.4931824775;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";10 : Maladie;6362;89.078689443;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";13 : Maladie Régime Local Alsace-Moselle;11;0.1540184822;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";41 : Accident du;277;3.8784654158;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";XX: séjours non facturables, en attente de droits ou pb de codage;91;1.2741528983;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";Nouveaux-nés, radiothérapie ou prélèvement d'organes;6;0.0840100812;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";Séjours en attente de taux de prise en charge;395;5.5306636796;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:21:09";="620003350";10 : Maladie;3437;99.392712551;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:09";="620003350";13 : Maladie Régime Local Alsace-Moselle;1;0.02891845;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:09";="620003350";30 : Maternité;1;0.02891845;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:09";="620003350";41 : Accident du;2;0.0578368999;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:09";="620003350";XX: séjours non facturables, en attente de droits ou pb de codage;17;0.4916136495;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";10 : Maladie;959;98.66255144;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";13 : Maladie Régime Local Alsace-Moselle;2;0.2057613169;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";XX: séjours non facturables, en attente de droits ou pb de codage;3;0.3086419753;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";Séjours en attente de taux de prise en charge;8;0.8230452675;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";10 : Maladie;7882;83.681919524;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";13 : Maladie Régime Local Alsace-Moselle;1;0.0106168383;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";30 : Maternité;652;6.9221785752;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";41 : Accident du;32;0.3397388258;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";XX: séjours non facturables, en attente de droits ou pb de codage;206;2.1870686909;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";Nouveaux-nés, radiothérapie ou prélèvement d'organes;508;5.3933538592;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";Séjours en attente de taux de prise en charge;138;1.4651236862;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";10 : Maladie;3116;99.298916507;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";13 : Maladie Régime Local Alsace-Moselle;1;0.0318674315;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";30 : Maternité;1;0.0318674315;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";41 : Accident du;1;0.0318674315;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";XX: séjours non facturables, en attente de droits ou pb de codage;19;0.6054811982;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";10 : Maladie;1096;99.727024568;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";13 : Maladie Régime Local Alsace-Moselle;1;0.0909918107;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";30 : Maternité;1;0.0909918107;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";41 : Accident du;1;0.0909918107;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";10 : Maladie;18947;78.644363274;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";13 : Maladie Régime Local Alsace-Moselle;9;0.0373567989;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";30 : Maternité;615;2.5527145941;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";41 : Accident du;24;0.0996181305;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";XX: séjours non facturables, en attente de droits ou pb de codage;450;1.8678399469;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";Nouveaux-nés, radiothérapie ou prélèvement d'organes;3970;16.478499087;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";Séjours en attente de taux de prise en charge;77;0.3196081687;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";10 : Maladie;27661;93.547296155;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";13 : Maladie Régime Local Alsace-Moselle;18;0.0608745646;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";30 : Maternité;860;2.9084514187;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";41 : Accident du;105;0.3551016267;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";XX: séjours non facturables, en attente de droits ou pb de codage;261;0.8826811864;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";Nouveaux-nés, radiothérapie ou prélèvement d'organes;643;2.1745747235;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";Séjours en attente de taux de prise en charge;21;0.0710203253;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";10 : Maladie;17;0.076791038;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";41 : Accident du;2;0.0090342398;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";XX: séjours non facturables, en attente de droits ou pb de codage;1;0.0045171199;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";Nouveaux-nés, radiothérapie ou prélèvement d'organes;22118;99.909657602;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";10 : Maladie;16426;99.346800532;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";13 : Maladie Régime Local Alsace-Moselle;7;0.0423370025;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";30 : Maternité;1;0.0060481432;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";41 : Accident du;16;0.0967702915;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";XX: séjours non facturables, en attente de droits ou pb de codage;25;0.1512035805;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";Séjours en attente de taux de prise en charge;59;0.35684045;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";10 : Maladie;4998;88.995726496;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";13 : Maladie Régime Local Alsace-Moselle;4;0.0712250712;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";30 : Maternité;285;5.0747863248;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";41 : Accident du;7;0.1246438746;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";XX: séjours non facturables, en attente de droits ou pb de codage;27;0.4807692308;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";Nouveaux-nés, radiothérapie ou prélèvement d'organes;280;4.9857549858;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";Séjours en attente de taux de prise en charge;15;0.2670940171;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";10 : Maladie;27773;91.286484354;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";13 : Maladie Régime Local Alsace-Moselle;8;0.0262950302;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";22;1;0.0032868788;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";30 : Maternité;1142;3.7536155667;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";41 : Accident du;9;0.029581909;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";XX: séjours non facturables, en attente de droits ou pb de codage;239;0.7855640284;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1207;3.9672626874;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";Séjours en attente de taux de prise en charge;45;0.1479095451;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";10 : Maladie;37005;84.988861073;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";13 : Maladie Régime Local Alsace-Moselle;8;0.0183734871;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";30 : Maternité;2540;5.833582141;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";41 : Accident du;63;0.1446912106;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";XX: séjours non facturables, en attente de droits ou pb de codage;1275;2.9282744999;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1873;4.3016926575;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";Séjours en attente de taux de prise en charge;777;1.7845249305;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";10 : Maladie;520;97.196261682;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";13 : Maladie Régime Local Alsace-Moselle;1;0.1869158879;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";Séjours en attente de taux de prise en charge;14;2.6168224299;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";10 : Maladie;186;97.894736842;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";XX: séjours non facturables, en attente de droits ou pb de codage;1;0.5263157895;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";Séjours en attente de taux de prise en charge;3;1.5789473684;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";10 : Maladie;10358;89.293103448;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";13 : Maladie Régime Local Alsace-Moselle;11;0.0948275862;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";30 : Maternité;629;5.4224137931;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";41 : Accident du;7;0.0603448276;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";XX: séjours non facturables, en attente de droits ou pb de codage;100;0.8620689655;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";Nouveaux-nés, radiothérapie ou prélèvement d'organes;492;4.2413793103;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";Séjours en attente de taux de prise en charge;3;0.025862069;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";10 : Maladie;13943;88.961909016;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";13 : Maladie Régime Local Alsace-Moselle;7;0.0446627959;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";30 : Maternité;874;5.576469087;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";41 : Accident du;40;0.2552159765;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";XX: séjours non facturables, en attente de droits ou pb de codage;140;0.8932559178;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";Nouveaux-nés, radiothérapie ou prélèvement d'organes;624;3.9813692337;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";Séjours en attente de taux de prise en charge;45;0.2871179736;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";10 : Maladie;2620;76.429404901;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";13 : Maladie Régime Local Alsace-Moselle;3;0.0875145858;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";30 : Maternité;401;11.697782964;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";XX: séjours non facturables, en attente de droits ou pb de codage;23;0.6709451575;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";Nouveaux-nés, radiothérapie ou prélèvement d'organes;339;9.8891481914;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";Séjours en attente de taux de prise en charge;42;1.2252042007;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";10 : Maladie;3713;84.732998631;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";13 : Maladie Régime Local Alsace-Moselle;2;0.0456412597;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";30 : Maternité;247;5.6366955728;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";41 : Accident du;27;0.6161570059;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";XX: séjours non facturables, en attente de droits ou pb de codage;13;0.296668188;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";Nouveaux-nés, radiothérapie ou prélèvement d'organes;204;4.6554084893;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";Séjours en attente de taux de prise en charge;176;4.0164308535;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";10 : Maladie;8611;86.621064279;2023.7;X590052056;30AUG23;15:19:03
