"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;nb;nb2;libelle;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";570;47;2256;ELECTROPHORESE DES PROTEINES SERIQUES (PROTEINOGRAMME);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";578;513;3078;SANG : CALCIUM (CALCEMIE, CA);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";580;23;115;SANG : CHOLESTEROL TOTAL (CHOL);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";584;21;126;SANG : MAGNESIUM PLASMATIQUE OU GLOBULAIRE (MAGNESEMIE , MG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";590;23;138;SANG : TRIGLYCERIDES (TG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";591;975;4875;SANG: UREE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";592;1133;6798;SANG : CREATININE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";622;1;7;UR. : ACIDE URIQUE  (URICURIE);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";624;13;78;UR. : CALCIUM (CALCIURIE);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";627;46;276;UR. : CREATININE (CREATININURIE);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";629;1;6;UR. : PHOSPHORE MINERAL(PHOSPHATURIE);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";659;1;90;ANALGESIQUES OU STUPEFIANTS NON INSCRITS A LA NABM (AUTRE LIQ BIO QUE SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";691;41;369;LIQUIDES DE SEROSITE : PROTEINES : DOSAGE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";714;5;390;ALDOSTERONE (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";727;1;68;ESTRADIOL (HOMME ET ENFANT) (E2) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";745;1;120;HORMONE ANTIDIURETIQUE OU VASOPRESSINE (ADH) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";764;2;140;GASTRINE (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";774;2;180;PEPTIDE VASOACTIF INTESTINAL (VIP) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";776;5;390;RENINE (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";777;5;350;INHIBINES;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";780;5;375;SOMATOMEDINE (IGF1-SMC) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";812;1;86;AG DU CARCINOME A CELLULES SQUAMEUSES (SCC) (DOSAGE) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";821;5;300;THYROGLOBULINE (DOSAGE) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";884;1;200;FORMES MOLECULAIRES DE PROLACTINE : SEPARATION CHROMATO (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";901;6;4800;CARYOTYPE CONSTITUTIONNEL POSTNATAL SANGUIN;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";983;167;9686;PARATHORMONE (1-84 OU BIOACTIVE) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";996;140;2240;SANG : EXPLORATION D'UNE ANOMALIE LIPIDIQUE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";999;95;6650;SANG : GAZ DU SANG;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1008;2;300;EBV-CHARGE VIRALE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1009;12;1620;EBV- SEROLOGIE SPECIFIQUE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1011;4;400;ETUDE FONCTIONS PLAQUETTAIRES (METHODE AGREGATION);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1013;14;560;FACTEUR WILLEBRAND (DOSAGE IMMUNOLOGIQUE);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1014;16;400;FACTEUR II (PROTHROMBINE)- DOSAGE ACTIVITE COAGULANTE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1015;19;475;FACTEUR V (PROACCELERINE)- DOSAGE ACTIVITE COAGULANTE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1016;2;50;FACTEUR VII (PROCONVERTINE) - DOSAGE ACTIVITE COAGULANTE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1017;2;50;FACTEUR X (FACTEUR STUART) - DOSAGE ACTIVITE COAGULANTE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1020;28;5600;ANTICOAGULANT DE TYPE LUPIQUE (RECHERCHE ET IDENTIFICATION);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1022;26;1560;D DIMERES (DOSAGE);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1029;24;2400;MUTATION G1691A DU GENE FACTEUR V (FACTEUR V LEIDEN);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1101;3;300;MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1103;6;1800;PHENOTYPAGE DES CELLULES ANORMALES (MOELLE OU SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1104;2893;63646;HEMOGRAMME Y COMPRIS PLAQUETTES (NFS , NFP);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1107;28;420;PLAQUETTES (THROMBOCYTES) : ETUDE ISOLEE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1109;31;589;RETICULOCYTES (RC) : NUMERATION;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1120;2;240;RECH. ANOMALIE DE L'HEMOGLOBINE (3 TECHNIQUES MIN.);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1122;4;312;LYMPHOCYTES HELPERS/SUPPRESSEURS (CD4, CD8, CD3 ...);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1124;37;148;VITESSE DE SEDIMENTATION (VS);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1127;805;12880;TEMPS DE CEPHALINE + ACTIVATEUR (TCA);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1132;10;700;CALCITONINE (DOSAGE) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1133;15;210;UR.:ALBUMINURIE:DOSAGE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1134;11;869;ANDROSTENEDIONE (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1135;15;1050;17-OH-PROGESTERONE (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1136;20;1360;TESTOSTERONE (FEMME ET ENFANT) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1137;3;195;C-PEPTIDE (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1139;289;8670;25-(OH)-VITAMINE D (D2+D3);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1140;635;20955;GROUPAGE SANGUIN ABO-RH (D) (GS);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1141;1249;43715;RAI : DEPISTAGE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1145;635;20955;PHENOTYPES RH (C, C, E, E)  ET KELL (K);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1149;1;20;RAI : TITRAGE D'UN ANTICORPS IDENTIFIE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1153;1;15;TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1154;6;90;TEST DIRECT DE COOMBS (ANTIGLOBULINE SPECIFIQUE);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1200;7;280;IGE TOTALES SERIQUES;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1201;12;600;IGE SPEC. DEPISTAGE : RECH. PNEUMALLERGENES MELANGES;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1202;3;150;IGE SPEC. DEPISTAGE : RECH. TROPHALLERGENES MELANGES;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1204;44;2200;IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (PNEUMALLERGENES);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1205;31;1550;IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (TROPHALLERGENES);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1206;1;27;TRIIODOTHYRONINE LIBRE (T3 L OU FT3) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1207;1;27;THYROXINE LIBRE (T4 L OU FT4) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1208;190;3800;T.S.H. (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1210;2;88;T.S.H. + T3 LIBRE (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1211;2;80;T.S.H. + T4 LIBRE (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1212;74;3848;T.S.H. + T3 LIBRE + T4 LIBRE (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1213;1037;19703;FERRITINE (DOSAGE) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1241;16;960;MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR CRACHATS,TUBAGES,UR,LIQ..;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1256;194;3880;SYPHILIS : SD DE DEPISTAGE_ TEST TREPONEMIQUE (TT);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1260;51;4080;INFECTION A CMV  : RECHERCHE DES IGG ET DES IGM :;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1301;5;295;BORRELIOSE (LYME) : SD DE DEPISTAGE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1324;1;40;STREPTOCOCCIES : ANTI-ENZYMES STREPTOCOCCIQUES (2 OU PLUSIEURS);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1331;2;80;MALADIE DES GRIFFES DU CHAT (BARTONELLOSES) : SD DE DEPISTAGE;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1374;142;4970;VITAMINE B 12 (DOSAGE) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1385;11;616;IGA + IGG + IGM (DOSAGES) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1387;158;5530;FOLATES SERIQUES OU ERYTHROCYTAIRES (DOSAGE) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1394;7;1330;IMMUNOGLOBULINES IGG1, IGG2, IGG3, IGG4 : 3 PARAMETRES OU PLUS (DOSAGES) (SANG);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1420;789;30771;TOXOPLASMOSE : RECHERCHE ET TITRAGE DES IGG ET DES IGM;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1451;14;462;MAI NSO:F. RHUMATOIDES GROUPE 1 : IG ANIMALES (WAALER-ROSE..);2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1453;47;1833;MAI NSO : AUTOAC ANTINUCLEAIRES (AAN) PAR IF SUR CELLULES HEP 2;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1455;7;476;MAI NSO : AC ANTI-ADN NATIF PAR METH. MARQUEUR SUR SANG;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:47";="590780227";1456;5;200;MAI NSO :  AC ANTIANTIGENES NUCLEAIRES SOLUBLES : DEPISTAGE;2023.7;X590780227;10AUG23;13:22:39
