"champ";"statut";"annee";"periode";"date du resultat";"ipe";code_erreur;nbsej;eff;lib;pct;bloq;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/24 14:38:49";="020000253";G080;3;3;SÉJOUR AVEC ACTE OPERATOIRE MINEUR RECLASSANT DANS UN GHM MÉDICAL;0.9554140127;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:49";="020000253";G222;3;3;SÉJOUR  AVEC ACTE OPÉRATOIRE NON MINEUR RECLASSANT DANS UN GHM MÉDICAL;0.9554140127;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:49";="020000253";PG04;1;1;Un code PO de la liste PO1, PO2, PO3 est déclaré alors que la fonction groupage n’en trouve pas.;0.3184713376;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C084;4;4;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;0.0820849579;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C087;4;4;DIAGNOSTIC PRINCIPAL IMPRECIS;0.0820849579;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C088;6;6;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;0.1231274369;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C090;7;7;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;0.1436486764;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C093;7;8;DIAGNOSTIC ASSOCIÉ IMPRECIS;0.1641699159;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C154;1;1;CONDITION DE CONVERSION POSSIBLE ET VARIABLE A VIDE;0.0205212395;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C223;83;83;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;1.7032628771;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C241;82;82;CODE CATÉGORIE DU NOMBRE D'INTERVENTIONS TOTALES ATTENDU MAIS NON RENSEIGNÉ;1.6827416376;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C242;2;2;SEJOUR A FACTURER EN EXTERNE;0.041042479;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C252;201;201;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;4.1247691361;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C265;128;128;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;2.6267186538;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";G080;4;4;SÉJOUR AVEC ACTE OPERATOIRE MINEUR RECLASSANT DANS UN GHM MÉDICAL;0.0820849579;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";G222;8;8;SÉJOUR  AVEC ACTE OPÉRATOIRE NON MINEUR RECLASSANT DANS UN GHM MÉDICAL;0.1641699159;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C026;6;6;MODE D'ENTRÉE INCORRECT OU PROVENANCE INCORRECTE POUR COMMENCER UN RSS;0.1231274369;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C035;7;7;MODE DE SORTIE INCORRECT OU DESTINATION INCORRECTE POUR CLORE UN RSS;0.1436486764;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C040;3268;4263;DIAGNOSTIC PRINCIPAL ABSENT;87.482043915;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C042;2;2;CODE DE DIAGNOSTIC ASSOCIÉ NE RESPECTANT PAS LE FORMAT DE LA CIM;0.041042479;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C113;1;1;CODE INTERDIT EN DP CAR TRES IMPRECIS;0.0205212395;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C119;1;1;CODE INTERDIT EN DA PARCE QU'IL S'AGIT D'UNE CATEGORIE NON VIDE OU D'UN CODE PERE INTERDIT;0.0205212395;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C126;1;1;AGE GESTATIONNEL  REQUIS ABSENT;0.0205212395;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C167;8;8;ACTIVITE 1 OBLIGATOIRE POUR UN ACTE CCAM MAIS ABSENTE;0.1641699159;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C168;1;1;POIDS D'ENTREE REQUIS PAR RAPPORT A L'AGE;0.0205212395;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";C260;44;44;CONFIRMATION DU RSS NÉCESSAIRE MAIS ABSENTE POUR UN SÉJOUR COURT MAIS COUTEUX;0.9029345372;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:01";="620003376";G205;1;1;DIAGNOSTIC D'ACCOUCHEMENT SANS ACTE D'ACCOUCHEMENT;0.0205212395;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C081;1;1;CODE POSTAL NON NUMÉRIQUE;0.1072961373;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C084;7;7;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;0.7510729614;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C085;2;2;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.2145922747;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C087;16;19;DIAGNOSTIC PRINCIPAL IMPRECIS;2.0386266094;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C088;32;34;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;3.6480686695;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C090;16;17;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;1.8240343348;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C091;4;4;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.4291845494;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C092;1;1;DIAGNOSTIC ASSOCIÉ INCOMPATIBLE AVEC LE SEXE INDIQUÉ;0.1072961373;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C093;89;115;DIAGNOSTIC ASSOCIÉ IMPRECIS;12.339055794;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C102;5;5;DATE DE REALISATION DE L'ACTE CCAM INCOHERENTE;0.5364806867;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C112;12;12;GESTE COMPLEMENTAIRE SANS ACTE PRINCIPAL;1.2875536481;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C152;8;8;VARIABLE CONVERSION RENSEIGNEE A OUI ET UM DE TYPE HP;0.8583690987;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C153;2;2;CONDITION DE CONVERSION PRESENTE ET VARIABLE MISE A NON;0.2145922747;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C154;40;40;CONDITION DE CONVERSION POSSIBLE ET VARIABLE A VIDE;4.2918454936;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C170;13;13;EXTENSION DOCUMENTAIRE OBLIGATOIRE POUR UN ACTE CCAM MAIS ABSENTE;1.3948497854;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C179;1;1;GHM 14Z08Z : ABSENCE D’ACTE CCAM INDIQUANT SI L’IVG EST MEDICAMENTEUSE OU INSTRUMENTALE;0.1072961373;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C223;9;9;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;0.9656652361;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C241;65;65;CODE CATÉGORIE DU NOMBRE D'INTERVENTIONS TOTALES ATTENDU MAIS NON RENSEIGNÉ;6.974248927;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C242;1;1;SEJOUR A FACTURER EN EXTERNE;0.1072961373;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C252;42;42;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;4.5064377682;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C265;25;25;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;2.6824034335;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";G080;15;15;SÉJOUR AVEC ACTE OPERATOIRE MINEUR RECLASSANT DANS UN GHM MÉDICAL;1.6094420601;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";G222;11;11;SÉJOUR  AVEC ACTE OPÉRATOIRE NON MINEUR RECLASSANT DANS UN GHM MÉDICAL;1.1802575107;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C040;352;420;DIAGNOSTIC PRINCIPAL ABSENT;45.064377682;1;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C126;31;31;AGE GESTATIONNEL  REQUIS ABSENT;3.3261802575;1;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C132;1;1;DA EN O OU Z37 NON AUTORISE PAR RAPPORT À L'AGE;0.1072961373;1;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C162;11;11;DATE DES DERNIERES REGLES REQUISE ABSENTE;1.1802575107;1;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";C168;18;18;POIDS D'ENTREE REQUIS PAR RAPPORT A L'AGE;1.9313304721;1;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:10";="620101337";G205;2;2;DIAGNOSTIC D'ACCOUCHEMENT SANS ACTE D'ACCOUCHEMENT;0.2145922747;1;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:47:05";="800000077";C084;1;1;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;1.25;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:05";="800000077";C088;1;1;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;1.25;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:05";="800000077";C090;1;1;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;1.25;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:05";="800000077";C093;6;7;DIAGNOSTIC ASSOCIÉ IMPRECIS;8.75;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:05";="800000077";C099;1;1;DIAGNOSTIC RELIÉ IMPRÉCIS;1.25;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:05";="800000077";C241;4;4;CODE CATÉGORIE DU NOMBRE D'INTERVENTIONS TOTALES ATTENDU MAIS NON RENSEIGNÉ;5;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:05";="800000077";C252;65;65;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;81.25;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:14";="590782645";C087;1;1;DIAGNOSTIC PRINCIPAL IMPRECIS;1.5151515152;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:14";="590782645";C088;2;2;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;3.0303030303;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:14";="590782645";C090;1;1;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;1.5151515152;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:14";="590782645";C093;60;61;DIAGNOSTIC ASSOCIÉ IMPRECIS;92.424242424;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:14";="590782645";C252;1;1;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;1.5151515152;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:36";="600100572";C087;3;3;DIAGNOSTIC PRINCIPAL IMPRECIS;5.5555555556;0;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:36";="600100572";C088;7;7;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;12.962962963;0;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:36";="600100572";C090;2;2;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;3.7037037037;0;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:36";="600100572";C093;12;12;DIAGNOSTIC ASSOCIÉ IMPRECIS;22.222222222;0;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:36";="600100572";C252;30;30;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;55.555555556;0;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:44";="020004495";C088;31;31;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;43.055555556;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:44";="020004495";C090;2;2;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;2.7777777778;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:44";="020004495";C091;2;2;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE EN RAISON DE L'ÂGE;2.7777777778;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:44";="020004495";C093;17;19;DIAGNOSTIC ASSOCIÉ IMPRECIS;26.388888889;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:44";="020004495";C102;1;1;DATE DE REALISATION DE L'ACTE CCAM INCOHERENTE;1.3888888889;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:44";="020004495";C241;6;6;CODE CATÉGORIE DU NOMBRE D'INTERVENTIONS TOTALES ATTENDU MAIS NON RENSEIGNÉ;8.3333333333;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:44";="020004495";C252;11;11;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;15.277777778;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:44";="020000055";C093;1;1;DIAGNOSTIC ASSOCIÉ IMPRECIS;50;0;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:44";="020000055";C099;1;1;DIAGNOSTIC RELIÉ IMPRÉCIS;50;0;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:46";="590782652";C084;1;1;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;2.0833333333;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:46";="590782652";C087;1;1;DIAGNOSTIC PRINCIPAL IMPRECIS;2.0833333333;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:46";="590782652";C093;19;19;DIAGNOSTIC ASSOCIÉ IMPRECIS;39.583333333;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:46";="590782652";C112;5;5;GESTE COMPLEMENTAIRE SANS ACTE PRINCIPAL;10.416666667;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:46";="590782652";C170;2;2;EXTENSION DOCUMENTAIRE OBLIGATOIRE POUR UN ACTE CCAM MAIS ABSENTE;4.1666666667;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:46";="590782652";C223;7;7;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;14.583333333;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:46";="590782652";C265;10;10;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;20.833333333;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:46";="590782652";G080;3;3;SÉJOUR AVEC ACTE OPERATOIRE MINEUR RECLASSANT DANS UN GHM MÉDICAL;6.25;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C084;2;2;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;1.3888888889;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C087;6;7;DIAGNOSTIC PRINCIPAL IMPRECIS;4.8611111111;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C088;1;2;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;1.3888888889;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C090;2;2;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;1.3888888889;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C093;11;12;DIAGNOSTIC ASSOCIÉ IMPRECIS;8.3333333333;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C112;1;1;GESTE COMPLEMENTAIRE SANS ACTE PRINCIPAL;0.6944444444;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C223;1;1;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;0.6944444444;0;2023.7;X600100648;29AUG23;10:19:13
