"champ";"statut";"annee";"periode";"date du resultat";"ipe";sej_fact;taux;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/25 14:46:40";="800000077";2 En attente de décision sur le taux de prise en charge du patient;80;12;1.7621145374;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";0 Séjour non facturable à l'AM;0;1;0.2906976744;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";1 Séjour facturable à l'AM;80;54;15.697674419;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";1 Séjour facturable à l'AM;100;283;82.26744186;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";2 En attente de décision sur le taux de prise en charge du patient;80;2;0.5813953488;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";2 En attente de décision sur le taux de prise en charge du patient;100;4;1.1627906977;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:19";="600100572";1 Séjour facturable à l'AM;80;30;11.71875;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:19";="600100572";1 Séjour facturable à l'AM;100;216;84.375;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:19";="600100572";2 En attente de décision sur le taux de prise en charge du patient;80;10;3.90625;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";Non renseigné;;13;0.611476952;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";0 Séjour non facturable à l'AM;0;75;3.5277516463;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";1 Séjour facturable à l'AM;80;1036;48.730009407;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";1 Séjour facturable à l'AM;100;985;46.331138288;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";2 En attente de décision sur le taux de prise en charge du patient;80;12;0.5644402634;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";2 En attente de décision sur le taux de prise en charge du patient;100;5;0.2351834431;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:20";="020000055";0 Séjour non facturable à l'AM;0;3;1.1450381679;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:20";="020000055";1 Séjour facturable à l'AM;80;45;17.175572519;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:20";="020000055";1 Séjour facturable à l'AM;100;214;81.679389313;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";0 Séjour non facturable à l'AM;0;114;1.3272790779;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";1 Séjour facturable à l'AM;0;487;5.6700430784;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";1 Séjour facturable à l'AM;80;1968;22.913028292;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";1 Séjour facturable à l'AM;100;5966;69.46093841;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";2 En attente de décision sur le taux de prise en charge du patient;0;1;0.0116427989;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";2 En attente de décision sur le taux de prise en charge du patient;80;21;0.2444987775;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";2 En attente de décision sur le taux de prise en charge du patient;100;32;0.3725695657;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:40";="590780052";1 Séjour facturable à l'AM;80;614;47.26712856;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:40";="590780052";1 Séjour facturable à l'AM;100;674;51.886066205;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:40";="590780052";2 En attente de décision sur le taux de prise en charge du patient;80;11;0.8468052348;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";0 Séjour non facturable à l'AM;0;21;0.6092254134;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";1 Séjour facturable à l'AM;80;1223;35.480127647;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";1 Séjour facturable à l'AM;90;6;0.1740644038;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";1 Séjour facturable à l'AM;100;2180;63.243400058;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";2 En attente de décision sur le taux de prise en charge du patient;80;6;0.1740644038;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";2 En attente de décision sur le taux de prise en charge du patient;100;11;0.3191180737;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";0 Séjour non facturable à l'AM;0;91;1.2741528983;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";1 Séjour facturable à l'AM;80;2330;32.62391487;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";1 Séjour facturable à l'AM;90;1;0.0140016802;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";1 Séjour facturable à l'AM;100;4325;60.557266872;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";2 En attente de décision sur le taux de prise en charge du patient;0;2;0.0280033604;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";2 En attente de décision sur le taux de prise en charge du patient;80;75;1.0501260151;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";2 En attente de décision sur le taux de prise en charge du patient;100;318;4.4525343041;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";0 Séjour non facturable à l'AM;0;13;0.3759398496;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";0 Séjour non facturable à l'AM;80;2;0.0578368999;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";0 Séjour non facturable à l'AM;100;2;0.0578368999;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";1 Séjour facturable à l'AM;80;1132;32.735685367;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";1 Séjour facturable à l'AM;90;3;0.0867553499;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";1 Séjour facturable à l'AM;100;2306;66.685945633;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";0 Séjour non facturable à l'AM;0;13;1.3374485597;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";1 Séjour facturable à l'AM;80;302;31.069958848;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";1 Séjour facturable à l'AM;90;1;0.1028806584;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";1 Séjour facturable à l'AM;100;648;66.666666667;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";2 En attente de décision sur le taux de prise en charge du patient;0;8;0.8230452675;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";Non renseigné;;210;2.2295360442;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";0 Séjour non facturable à l'AM;0;13;0.138018898;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";0 Séjour non facturable à l'AM;80;8;0.0849347064;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";0 Séjour non facturable à l'AM;100;35;0.3715893407;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";1 Séjour facturable à l'AM;0;336;3.5672576707;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";1 Séjour facturable à l'AM;80;2108;22.380295148;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";1 Séjour facturable à l'AM;90;5;0.0530841915;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";1 Séjour facturable à l'AM;100;6566;69.710160314;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";2 En attente de décision sur le taux de prise en charge du patient;0;1;0.0106168383;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";2 En attente de décision sur le taux de prise en charge du patient;80;4;0.0424673532;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";2 En attente de décision sur le taux de prise en charge du patient;100;133;1.4120394946;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:18";="590001749";Non renseigné;;6;0.1912045889;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:18";="590001749";0 Séjour non facturable à l'AM;0;13;0.4142766093;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:18";="590001749";1 Séjour facturable à l'AM;80;1138;36.26513703;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:18";="590001749";1 Séjour facturable à l'AM;100;1981;63.129381772;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";1 Séjour facturable à l'AM;80;258;23.47588717;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";1 Séjour facturable à l'AM;100;841;76.52411283;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";Non renseigné;;44;0.1826332392;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";0 Séjour non facturable à l'AM;0;449;1.8636891914;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";1 Séjour facturable à l'AM;0;462;1.9176490121;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";1 Séjour facturable à l'AM;80;3669;15.2291217;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";1 Séjour facturable à l'AM;90;5;0.0207537772;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";1 Séjour facturable à l'AM;100;19386;80.466544911;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";2 En attente de décision sur le taux de prise en charge du patient;80;23;0.0954673751;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";2 En attente de décision sur le taux de prise en charge du patient;100;54;0.2241407936;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";Non renseigné;;88;0.2976089824;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";0 Séjour non facturable à l'AM;0;173;0.585072204;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";1 Séjour facturable à l'AM;0;537;1.8160911766;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";1 Séjour facturable à l'AM;80;7010;23.707260983;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";1 Séjour facturable à l'AM;90;11;0.0372011228;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";1 Séjour facturable à l'AM;100;21729;73.485745206;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";2 En attente de décision sur le taux de prise en charge du patient;80;12;0.0405830431;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";2 En attente de décision sur le taux de prise en charge du patient;100;9;0.0304372823;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:00";="620027839";0 Séjour non facturable à l'AM;0;1;0.0045171199;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:00";="620027839";1 Séjour facturable à l'AM;0;22137;99.99548288;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";Non renseigné;;2;0.0120962864;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";0 Séjour non facturable à l'AM;0;15;0.0907221483;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";0 Séjour non facturable à l'AM;80;75;0.4536107415;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";0 Séjour non facturable à l'AM;100;56;0.3386960203;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";0 Séjour non facturable à l'AM;999;1;0.0060481432;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";1 Séjour facturable à l'AM;0;108;0.6531994678;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";1 Séjour facturable à l'AM;80;3649;22.06967461;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";1 Séjour facturable à l'AM;90;7;0.0423370025;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";1 Séjour facturable à l'AM;100;12561;75.970726987;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";1 Séjour facturable à l'AM;999;1;0.0060481432;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";2 En attente de décision sur le taux de prise en charge du patient;80;2;0.0120962864;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";2 En attente de décision sur le taux de prise en charge du patient;100;57;0.3447441635;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:34";="020000287";0 Séjour non facturable à l'AM;0;27;0.4807692308;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:34";="020000287";1 Séjour facturable à l'AM;0;280;4.9857549858;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:34";="020000287";1 Séjour facturable à l'AM;80;1815;32.318376068;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:34";="020000287";1 Séjour facturable à l'AM;90;2;0.0356125356;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:34";="020000287";1 Séjour facturable à l'AM;100;3477;61.912393162;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:34";="020000287";2 En attente de décision sur le taux de prise en charge du patient;80;1;0.0178062678;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:34";="020000287";2 En attente de décision sur le taux de prise en charge du patient;100;14;0.2492877493;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";Non renseigné;;13;0.0427294241;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";0 Séjour non facturable à l'AM;0;169;0.5554825138;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";0 Séjour non facturable à l'AM;80;312;1.0255061793;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";0 Séjour non facturable à l'AM;100;58;0.1906389692;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";1 Séjour facturable à l'AM;0;239;0.7855640284;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";1 Séjour facturable à l'AM;80;11511;37.835261636;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";1 Séjour facturable à l'AM;90;18;0.059163818;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";1 Séjour facturable à l'AM;100;18057;59.351170129;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";1 Séjour facturable à l'AM;999;2;0.0065737576;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";2 En attente de décision sur le taux de prise en charge du patient;80;3;0.0098606363;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";2 En attente de décision sur le taux de prise en charge du patient;100;42;0.1380489088;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:12";="590782421";Non renseigné;;2;0.0045933718;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:12";="590782421";0 Séjour non facturable à l'AM;0;1273;2.9236811281;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:12";="590782421";1 Séjour facturable à l'AM;0;1484;3.4082818493;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:12";="590782421";1 Séjour facturable à l'AM;80;7228;16.600445557;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:12";="590782421";1 Séjour facturable à l'AM;90;3;0.0068900576;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:12";="590782421";1 Séjour facturable à l'AM;100;32774;75.271583106;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:12";="590782421";2 En attente de décision sur le taux de prise en charge du patient;0;16;0.0367469741;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:12";="590782421";2 En attente de décision sur le taux de prise en charge du patient;80;214;0.4914907788;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:12";="590782421";2 En attente de décision sur le taux de prise en charge du patient;100;547;1.2562871776;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:32";="800000051";1 Séjour facturable à l'AM;80;175;32.710280374;2023.7;X800000051;30AUG23;12:11:16
