"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;nb;nb1;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/18 15:15:34";="020000022";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:34";="020000022";Séjours sans anomalies;576;;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours valorisés;974;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours non controlés dans ce tableau (*);0;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours taux de remb différent de 100 et montant TM égal à 0;4;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours FJ n'est pas applicable et montant FJ différent de 0;1;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours où FJ et DS non compatibles;0;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Autres séjours avec exo Tm=2 et Tx remb=100% (***);1;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:23";="590782439";Séjours sans anomalies;968;;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours valorisés;158;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours non controlés dans ce tableau (*);0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours où FJ et DS non compatibles;0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:19";="590049565";Séjours sans anomalies;158;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours valorisés;15537;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours non controlés dans ce tableau (*);481;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours taux de remb différent de 100 et montant TM égal à 0;847;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;2;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours FJ n'est pas applicable et montant FJ différent de 0;2;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours où FJ et DS non compatibles;7;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:13";="020000253";Séjours sans anomalies;14198;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours valorisés;12947;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours non controlés dans ce tableau (*);4;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours taux de remb différent de 100 et montant TM égal à 0;1;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours FJ n'est pas applicable et montant FJ différent de 0;55;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours où FJ et DS non compatibles;0;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours où mnt BR différent de mnt AM+mnt TM;23;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Autres séjours avec exo Tm=2 et Tx remb=100% (***);1;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:23";="620003376";Séjours sans anomalies;12863;;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours valorisés;16663;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours non controlés dans ce tableau (*);1225;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours avec pb de codage des variables non bloquantes;1514;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours taux de remb différent de 100 et montant TM égal à 0;851;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours taux de remb égal à 100 et montant TM différent de 0;1;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;439;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours FJ n'est pas applicable et montant FJ différent de 0;207;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours où FJ et DS non compatibles;127;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);3;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Autres séjours avec exo Tm=2 et Tx remb=100% (***);2;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:52";="620101337";Séjours sans anomalies;13575;;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours valorisés;677;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours non controlés dans ce tableau (*);1;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;2;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours où FJ et DS non compatibles;0;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Autres séjours avec exo Tm=2 et Tx remb=100% (***);1;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:26";="800000077";Séjours sans anomalies;673;;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours valorisés;343;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours non controlés dans ce tableau (*);4;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours où FJ et DS non compatibles;0;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:33";="590782645";Séjours sans anomalies;339;;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours valorisés;256;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours non controlés dans ce tableau (*);0;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours où FJ et DS non compatibles;3;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:51";="600100572";Séjours sans anomalies;253;;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours valorisés;2034;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours non controlés dans ce tableau (*);6;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours taux de remb différent de 100 et montant TM égal à 0;34;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;13;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours FJ n'est pas applicable et montant FJ différent de 0;2;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours où FJ et DS non compatibles;0;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:02";="020004495";Séjours sans anomalies;1979;;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours valorisés;259;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours non controlés dans ce tableau (*);0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours taux de remb différent de 100 et montant TM égal à 0;6;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours où FJ et DS non compatibles;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Autres séjours avec exo Tm=2 et Tx remb=100% (***);1;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:59";="020000055";Séjours sans anomalies;252;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours valorisés;8474;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours non controlés dans ce tableau (*);520;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours taux de remb différent de 100 et montant TM égal à 0;165;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;17;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours où FJ et DS non compatibles;2;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X590782652;29AUG23;9:28:13
