"champ";"statut";"annee";"periode";"date du resultat";"ipe";sej_fact;mam0;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;337;97.965116279;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;6;1.7441860465;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:18";="600100572";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;246;96.09375;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:18";="600100572";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;10;3.90625;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";Non renseigné;montant remboursé par l'AM non numérique ou à 0;13;0.611476952;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;75;3.5277516463;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;1987;93.461900282;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;34;1.599247413;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:25";="020004495";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;17;0.7996237065;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:20";="020000055";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;3;1.1450381679;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:20";="020000055";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;253;96.564885496;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:20";="020000055";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;6;2.2900763359;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;114;1.3272790779;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;7769;90.452904878;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;652;7.5911049016;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;53;0.6170683432;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:25";="590782652";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;1;0.0116427989;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:39";="590780052";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;1288;99.153194765;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:39";="590780052";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;11;0.8468052348;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;21;0.6092254134;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;3299;95.706411372;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;110;3.1911807369;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:27";="600100648";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;17;0.4931824775;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;91;1.2741528983;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;5382;75.357042845;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1274;17.838140577;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;393;5.5026603192;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:14";="620000026";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;2;0.0280033604;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:21:09";="620003350";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;17;0.4916136495;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:09";="620003350";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;3441;99.50838635;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;13;1.3374485597;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;713;73.353909465;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;238;24.485596708;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:12";="590000600";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;8;0.8230452675;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";Non renseigné;montant remboursé par l'AM non numérique ou à 0;210;2.2295360442;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;56;0.5945429451;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;7727;82.036309587;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1288;13.674487738;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;127;1.3483384648;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:46";="620025346";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;11;0.1167852214;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:18";="590001749";Non renseigné;montant remboursé par l'AM non numérique ou à 0;6;0.1912045889;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:18";="590001749";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;13;0.4142766093;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:18";="590001749";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;3119;99.394518802;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;1095;99.636032757;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;4;0.3639672429;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";Non renseigné;montant remboursé par l'AM non numérique ou à 0;44;0.1826332392;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;449;1.8636891914;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;22325;92.665615142;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1197;4.9684542587;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;77;0.3196081687;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";Non renseigné;montant remboursé par l'AM non numérique ou à 0;88;0.2976089824;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;173;0.585072204;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;27647;93.499949271;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1640;5.5463492171;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:29";="620100651";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;21;0.0710203253;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1;0.0045171199;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;22137;99.99548288;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";Non renseigné;montant remboursé par l'AM non numérique ou à 0;2;0.0120962864;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";0 Séjour non facturable à l'AM;montant remboursé par l'AM numérique;4;0.0241925729;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;143;0.8648844805;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;14208;85.93201887;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;2118;12.80996734;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;49;0.2963590178;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:28";="590780284";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;10;0.0604814322;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;27;0.4807692308;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;4760;84.757834758;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;814;14.494301994;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;15;0.2670940171;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";Non renseigné;montant remboursé par l'AM non numérique ou à 0;13;0.0427294241;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";0 Séjour non facturable à l'AM;montant remboursé par l'AM numérique;19;0.0624506968;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;520;1.7091769656;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;27139;89.202603208;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;2688;8.8351301604;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;39;0.1281882724;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:30";="590797353";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;6;0.0197212727;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";Non renseigné;montant remboursé par l'AM non numérique ou à 0;2;0.0045933718;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1273;2.9236811281;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;39619;90.99239797;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1870;4.2948025998;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;761;1.7477779564;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;16;0.0367469741;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:32";="800000051";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;521;97.38317757;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:32";="800000051";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;14;2.6168224299;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1;0.5263157895;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;186;97.894736842;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;3;1.5789473684;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;100;0.8620689655;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;10996;94.793103448;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;501;4.3189655172;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;3;0.025862069;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;140;0.8932559178;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;14412;91.95431634;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1074;6.8525489696;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;47;0.2998787724;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;52;1.5169194866;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;1848;53.908984831;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1486;43.348891482;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;42;1.2252042007;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";Non renseigné;montant remboursé par l'AM non numérique ou à 0;5;0.1141031492;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;8;0.1825650388;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;3989;91.031492469;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;204;4.6554084893;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;175;3.9936102236;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:26";="590781621";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;1;0.0228206298;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;123;1.2373000704;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;8933;89.860175033;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;878;8.8321094457;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;7;0.0704154512;2023.7;X590052056;30AUG23;15:19:03
