"champ";"statut";"annee";"periode";"date du resultat";"ipe";diag;ponder;ponder_cn;dms;dur_med;age_moy;age_med;pct_homme;pct_rea;pct_sc;pct_si;sej_rea;moy_rea;med_rea;moy_age;med_age;pct_homme_rea;ponder_dp;ponder_dr;ponder_da;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/23 11:55:01";="590049565";Total;7;7;34.142857143;34;72.142857143;68;71.428571429;0;0;0;0;;;;;;0;1;6;Tous diagnostics;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:38:41";="020000253";U0710;83;83;12.518072289;10;77.722891566;81;53.012048193;16.86746988;1.2048192771;1.2048192771;14;9.7857142857;8;68.857142857;72;64.285714286;59;0;24;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:41";="020000253";U0711;2;2;8.5;8.5;64;64;100;0;0;0;0;;;;;;1;0;1;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:41";="020000253";U0712;5;5;14.8;15;75.8;75;40;0;0;0;0;;;;;;0;0;5;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:41";="020000253";U0714;11;11;10.818181818;12;65.571606476;80;36.363636364;0;0;0;0;;;;;;8;0;3;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:41";="020000253";U0715;1;1;0;0;42;42;100;0;0;0;0;;;;;;1;0;0;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:41";="020000253";Total;102;102;12.245098039;10;75.698898738;80;51.960784314;13.725490196;0.9803921569;0.9803921569;14;9.7857142857;8;68.857142857;72;64.285714286;69;0;70;Tous diagnostics;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:53";="620003376";U0710;37;37;9.5945945946;2;74.945945946;76;45.945945946;0;13.513513514;5.4054054054;0;;;;;;23;0;14;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:53";="620003376";U0712;22;22;5.2727272727;4;74.545454545;75.5;36.363636364;0;0;0;0;;;;;;1;0;21;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:53";="620003376";U0714;7;7;2;1;80.571428571;85;85.714285714;0;0;0;0;;;;;;4;0;3;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:53";="620003376";Total;66;66;7.3484848485;2.5;75.409090909;77.5;46.96969697;0;7.5757575758;3.0303030303;0;;;;;;28;0;49;Tous diagnostics;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:05:57";="620101337";U0710;103;103;15.252427184;11;71.658252427;76;51.45631068;6.7961165049;6.7961165049;13.59223301;7;24.428571429;11;58;58;85.714285714;62;0;41;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:57";="620101337";U0711;3;3;3;2;81.333333333;77;33.333333333;0;0;66.666666667;0;;;;;;2;0;1;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:57";="620101337";U0712;55;55;9.4181818182;8;64.927272727;73;49.090909091;5.4545454545;0;18.181818182;3;16;11;32.666666667;31;0;3;0;52;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:57";="620101337";U0714;75;75;11.386666667;6;61.287342466;77;56;5.3333333333;10.666666667;9.3333333333;4;15;5.5;64.25;60.5;25;32;0;43;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:57";="620101337";Total;218;218;11.894495413;8.5;66.423626995;75;52.293577982;5.504587156;5.9633027523;12.385321101;12;17.333333333;6;53.25;58;50;99;0;171;Tous diagnostics;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:46:58";="800000077";U0710;8;8;9.125;9;85.5;82.5;50;0;0;0;0;;;;;;0;0;8;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:58";="800000077";U0712;7;7;13.428571429;10;68.857142857;73;71.428571429;0;0;0;0;;;;;;0;0;7;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:58";="800000077";Total;15;15;11.133333333;10;77.733333333;80;60;0;0;0;0;;;;;;0;0;15;Tous diagnostics;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:08";="590782645";U0710;17;17;12.470588235;11;83.352941176;85;58.823529412;0;0;0;0;;;;;;10;1;6;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:08";="590782645";U0712;3;3;30;23;80.666666667;79;33.333333333;0;0;0;0;;;;;;0;0;3;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:08";="590782645";U0714;16;16;21.0625;20;86.8125;88;37.5;0;0;0;0;;;;;;5;0;11;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:08";="590782645";Total;36;36;17.75;16;84.666666667;85.5;47.222222222;0;0;0;0;;;;;;15;1;20;Tous diagnostics;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:31";="600100572";U0710;9;9;9.1111111111;7;82.111111111;87;33.333333333;0;0;0;0;;;;;;9;0;0;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:31";="600100572";U0712;4;4;17;16;91;92.5;25;0;0;0;0;;;;;;4;0;0;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:31";="600100572";Total;13;13;11.538461538;11;84.846153846;89;30.769230769;0;0;0;0;;;;;;13;0;0;Tous diagnostics;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:38";="020004495";U0710;42;42;21.047619048;13.5;80.047619048;83;38.095238095;0;0;0;0;;;;;;31;0;11;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:38";="020004495";U0711;6;6;4.6666666667;2.5;54.333333333;61.5;16.666666667;0;0;0;0;;;;;;3;0;3;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:38";="020004495";U0712;4;4;31.75;32.5;73.75;77;25;0;0;0;0;;;;;;0;0;4;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:38";="020004495";U0714;11;11;11.727272727;11;76.58132005;85;36.363636364;0;0;0;0;;;;;;8;0;3;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:38";="020004495";U0715;4;4;5.5;2.5;79.25;88.5;50;0;0;0;0;;;;;;2;0;2;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:38";="020004495";Total;59;59;18.423728814;13;75.854144416;81;38.983050847;0;0;0;0;;;;;;44;0;44;Tous diagnostics;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:38";="020000055";U0710;8;8;13.5;11.5;90.625;89;37.5;0;0;0;0;;;;;;6;0;2;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:38";="020000055";U0712;4;4;8.75;8;82.75;85;75;0;0;0;0;;;;;;2;0;2;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:38";="020000055";U0714;1;1;14;14;87;87;0;0;0;0;0;;;;;;1;0;0;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:38";="020000055";Total;13;13;12.076923077;11;87.923076923;87;46.153846154;0;0;0;0;;;;;;9;0;9;Tous diagnostics;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:40";="590782652";U0710;84;84;5.5595238095;4;76.464285714;80.5;51.19047619;0;0;0;0;;;;;;59;0;25;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:40";="590782652";U0712;25;25;6.52;7;68.4;76;36;0;0;0;0;;;;;;1;0;24;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:40";="590782652";Total;109;109;5.7798165138;5;74.614678899;80;47.706422018;0;0;0;0;;;;;;60;0;59;Tous diagnostics;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:52";="590780052";U0710;6;6;19.333333333;18;89.333333333;89;16.666666667;0;0;0;0;;;;;;3;0;3;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:52";="590780052";U0712;4;4;16;15;80;80.5;25;0;0;0;0;;;;;;1;0;3;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:52";="590780052";U0714;21;21;16.571428571;15;75.476190476;86;47.619047619;0;0;0;0;;;;;;2;0;19;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:52";="590780052";Total;31;31;17.032258065;16;78.741935484;86;38.709677419;0;0;0;0;;;;;;6;0;25;Tous diagnostics;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:44";="600100648";U0710;35;35;8.9714285714;6;79.942857143;81;42.857142857;0;0;0;0;;;;;;24;0;11;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:44";="600100648";U0711;2;2;8;8;93;93;0;0;0;0;0;;;;;;1;0;1;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:44";="600100648";U0712;14;14;12.785714286;14;74.214285714;81.5;42.857142857;0;0;0;0;;;;;;3;0;11;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:44";="600100648";U0714;2;2;4;4;91;91;50;0;0;0;0;;;;;;1;0;1;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:44";="600100648";Total;51;51;9.568627451;6;79.176470588;84;41.176470588;0;0;0;0;;;;;;29;0;26;Tous diagnostics;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:29";="620000026";U0710;1;1;21;21;79;79;100;0;0;0;0;;;;;;0;0;1;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:29";="620000026";U0712;8;8;14;12;75.5;73.5;12.5;12.5;0;0;1;3;3;71;71;0;0;0;8;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:29";="620000026";Total;9;9;14.777777778;13;75.888888889;75;22.222222222;11.111111111;0;0;1;3;3;71;71;0;0;0;9;Tous diagnostics;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:23:21";="590065223";Total;;;;0;;0;;;;;;;0;;0;;0;0;0;Tous diagnostics;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 14:21:25";="620003350";U0710;91;91;11.285714286;11;84.725274725;86;31.868131868;0;30.769230769;0;0;;;;;;73;0;18;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:25";="620003350";U0712;32;32;11.1875;10.5;87;89;28.125;0;3.125;0;0;;;;;;0;0;32;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:25";="620003350";U0714;44;44;8.9545454545;8;80.204545455;84;25;0;38.636363636;0;0;;;;;;30;0;14;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:25";="620003350";Total;163;163;10.680981595;10;83.926380368;86;29.447852761;0;26.380368098;0;0;;;;;;103;0;70;Tous diagnostics;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:25";="590000600";U0710;20;20;14.95;13;82.65;84.5;25;0;0;0;0;;;;;;18;0;2;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:25";="590000600";U0712;8;8;17.875;18.5;84.5;85.5;50;0;0;0;0;;;;;;0;0;8;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:25";="590000600";U0714;2;2;11;11;77;77;50;0;0;0;0;;;;;;1;0;1;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:25";="590000600";Total;30;30;15.466666667;13.5;82.766666667;84.5;33.333333333;0;0;0;0;;;;;;19;0;11;Tous diagnostics;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:25:01";="620025346";U0710;79;79;9.5569620253;7;78.240506329;83;41.772151899;0;10.126582278;3.7974683544;0;;;;;;41;0;38;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:01";="620025346";U0712;61;61;8.7704918033;7;72.721311475;80;40.983606557;0;0;3.2786885246;0;;;;;;2;0;59;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:01";="620025346";U0714;27;27;10.259259259;8;76.481481481;81;33.333333333;0;0;3.7037037037;0;;;;;;10;0;17;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:01";="620025346";U0715;1;1;8;8;85;85;100;0;0;0;0;;;;;;0;0;1;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:01";="620025346";Total;162;162;9.1049382716;7;75.888888889;81.5;41.358024691;0;3.7037037037;3.0864197531;0;;;;;;53;0;115;Tous diagnostics;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:33";="590001749";U0710;18;18;14;14;86.222222222;90.5;38.888888889;0;0;0;0;;;;;;13;0;5;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:33";="590001749";U0712;10;10;11.7;11;76.3;81;60;0;0;0;0;;;;;;0;0;10;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:33";="590001749";U0714;13;13;10.461538462;8;76.692307692;81;46.153846154;0;0;0;0;;;;;;7;0;6;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:33";="590001749";Total;40;40;11.95;11;80.5;84;47.5;0;0;0;0;;;;;;20;0;23;Tous diagnostics;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";U0710;35;35;13.114285714;11;83.457142857;87;45.714285714;0;0;0;0;;;;;;24;0;11;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";U0712;22;22;11.909090909;11;79.681818182;81;54.545454545;0;0;0;0;;;;;;0;0;22;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";U0714;9;9;9.1111111111;6;70;75;55.555555556;0;0;0;0;;;;;;5;0;4;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";Total;66;66;12.166666667;11;80.363636364;84;50;0;0;0;0;;;;;;29;0;37;Tous diagnostics;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";U0710;132;132;14.143939394;11.5;75.406330428;81;46.212121212;9.0909090909;6.8181818182;2.2727272727;12;11.416666667;4;67.833333333;70.5;58.333333333;54;0;78;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";U0711;3;3;22.666666667;19;79.333333333;81;100;0;0;33.333333333;0;;;;;;0;0;3;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";U0712;44;44;14.636363636;13;75.954545455;80.5;38.636363636;2.2727272727;0;11.363636364;1;53;53;54;54;100;5;0;39;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";U0714;23;23;11.47826087;7;56.987611674;70;52.173913043;4.347826087;4.347826087;4.347826087;1;1;1;75;75;0;9;0;14;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";U0715;4;4;9.5;6;64.25;68;50;0;25;0;0;;;;;;0;0;4;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";Total;192;192;13.838541667;11;73.173701484;80;47.395833333;5.7291666667;3.6458333333;5.2083333333;11;13.636363636;5;67;68;63.636363636;68;0;321;Tous diagnostics;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";U0710;145;145;12.027586207;7;73.551270666;78;45.517241379;11.034482759;4.8275862069;8.9655172414;16;13;8;66.4375;72;68.75;83;1;61;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";U0711;7;7;9;7;76.857142857;76;28.571428571;0;0;14.285714286;0;;;;;;0;0;7;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";U0712;101;101;11.554455446;7;61.263610471;66;27.722772277;1.9801980198;0.9900990099;5.9405940594;2;19.5;19.5;66;66;100;4;0;97;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";U0714;113;113;7.1769911504;2;55.253097345;70;40.707964602;4.4247787611;0;2.6548672566;5;7.4;9;64.8;70;40;53;0;60;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";U0715;5;5;15.2;9;69.6;69;80;0;0;60;0;;;;;;1;0;4;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X620100651;29AUG23;16:13:10
