"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;diag_ct;ponder;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;pct_dp;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";I50    INSUF. CARD.;0;I50;6;12;0;0;0;82.666666667;80.5;16.666666667;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";I10    HYPERTENSION ESSENTIELLE;0;I10;4;6.25;0;0;0;75.25;77.5;0;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";A09    AUTRES GASTROENTERITES COLITES INFECT. OU S.A.I;0;A09;3;2.3333333333;0;0;0;47.333333333;43;33.333333333;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";D50    ANEMIE PAR CARENCE EN FER;0;D50;3;2.3333333333;0;0;0;73;86;0;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";M79    AFF. DES TISSUS MOUS, NCA;0;M79;3;0.3333333333;0;0;0;47.333333333;40;33.333333333;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";N10    NEPHRITE TUBULO-INTERST. AIG.;0;N10;3;1;0;0;0;26.666666667;23;33.333333333;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";R00    ANOM. DU RYTHME CARD.;0;R00;3;1.3333333333;0;0;0;25.333333333;26;66.666666667;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";R53    MALAISE ET FATIGUE;0;R53;3;0.3333333333;0;0;0;64;71;66.666666667;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";I26    EMBOLIE PULM.;0;I26;2;16.5;0;0;100;67.5;67.5;0;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";J20    BRONCHITE AIG.;0;J20;2;4.5;0;0;0;53.5;53.5;0;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";M54    DORSALGIES;0;M54;2;0.5;0;0;0;46.5;46.5;50;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";R42    ETOURDISSEMENTS ET EBLOUISSEMENTS;0;R42;2;0.5;0;0;0;40;40;50;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";R55    SYNCOPE ET COLLAPSUS;0;R55;2;2.5;0;0;0;40;40;50;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";R79    RES. ANX. DES EX. CHIM. DU SANG, NCA;0;R79;2;1;0;0;0;49.5;49.5;50;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";Z48    SOINS DE CTRL. CHIR., NCA;0;Z48;2;6.5;0;0;0;66;66;100;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";Autres;1;Autres;26;4.0769230769;0;0;3.8461538462;59.769230769;60.5;42.307692308;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";I50    INSUF. CARD.;0;I50;10;12.1;0;60;10;74.9;79.5;50;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";J18    PNEUMOPATHIE A MICRO-ORG. SAI;0;J18;3;11;0;0;0;69.333333333;64;33.333333333;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";I20    ANGINE DE POITRINE;0;I20;2;1.5;0;100;0;64;64;100;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";I21    INFARCTUS AIG. DU MYOCARDE;0;I21;2;1.5;0;50;0;75.5;75.5;50;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";Z48    SOINS DE CTRL. CHIR., NCA;0;Z48;2;2.5;0;0;0;60;60;100;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";A46    ERYSIPELE;0;A46;1;23;0;100;0;73;73;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";F00    DEMENCE DE LA MAL. D'ALZHEIMER;0;F00;1;22;0;0;0;82;82;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";I05    MAL. RHUM. DE LA VALV. MITRALE;0;I05;1;6;0;0;0;70;70;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";I26    EMBOLIE PULM.;0;I26;1;5;0;100;0;72;72;100;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";I80    PHLEBITE ET THROMBOPHLEBITE;0;I80;1;10;0;100;0;83;83;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";J44    MAL. PULM. OBSTRU. CHRON., NCA;0;J44;1;4;0;0;0;59;59;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";J69    PNEUMOPATHIE DUE A DES SUBST. SOLIDES ET LIQUIDES;0;J69;1;7;0;0;0;89;89;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";J96    INSUF. RESP., NCA;0;J96;1;9;0;100;0;87;87;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";K56    ILEUS PARALYTIQUE ET OCCLUSION INTEST. SANS HERNIE;0;K56;1;20;0;100;0;66;66;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";R07    DOULEUR NIV. GORGE ET THOR.;0;R07;1;7;0;100;0;71;71;100;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";J44    MAL. PULM. OBSTRU. CHRON., NCA;0;J44;2;1.5;0;0;0;51;51;50;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";D46    SYND. MYELODYSPLASIQUES;0;D46;1;1;0;0;0;91;91;100;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";F32    EPISODES DEPRES.;0;F32;1;0;0;0;0;34;34;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";F41    TBL. ANXIEUX, NCA;0;F41;1;2;0;0;0;88;88;100;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";I83    VARICES DES MB. INF.;0;I83;1;0;0;0;0;49;49;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";J15    PNEUMOPATHIES BACT., NCA;0;J15;1;27;0;0;100;81;81;100;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";J96    INSUF. RESP., NCA;0;J96;1;1;0;0;0;84;84;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";J98    TBL. RESP., NCA;0;J98;1;1;0;0;0;92;92;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";K80    CHOLELITHIASE;0;K80;1;3;0;0;0;34;34;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";S42    FRAC. DE L'EPAULE, BRAS;0;S42;1;3;0;0;0;64;64;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";U07    CODES POUR USAGE URGENT;0;U07;1;0;0;0;0;37;37;0;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";I50    INSUF. CARD.;0;I50;11;11.090909091;0;45.454545455;0;80.272727273;81;45.454545455;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";J18    PNEUMOPATHIE A MICRO-ORG. SAI;0;J18;7;12.857142857;0;0;0;79.428571429;76;71.428571429;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";N17    INSUF. RENALE AIG.;0;N17;4;9.5;0;25;0;83.5;84;50;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";R53    MALAISE ET FATIGUE;0;R53;4;2.5;0;0;0;80.75;85;75;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";I26    EMBOLIE PULM.;0;I26;3;6.3333333333;0;0;0;67.666666667;75;33.333333333;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";I63    INFARCTUS CEREB.;0;I63;3;24.666666667;0;66.666666667;0;70.333333333;69;66.666666667;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";J96    INSUF. RESP., NCA;0;J96;3;5;0;0;0;78;73;33.333333333;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";R29    SYMPT. ET SIGNES RELAT. AUX SYST. NERV. ET OSTEO-MUSC., NCA;0;R29;3;3.6666666667;0;0;0;85.333333333;83;33.333333333;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";S72    FRAC. DU FEMUR;0;S72;3;5;0;0;0;78.666666667;80;100;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";A09    AUTRES GASTROENTERITES COLITES INFECT. OU S.A.I;0;A09;2;6;0;0;0;53;53;50;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";D50    ANEMIE PAR CARENCE EN FER;0;D50;2;6.5;0;0;0;94.5;94.5;50;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";I48    FIBRILLATION ET FLUTTER AURICULAIRES;0;I48;2;22;0;100;0;78.5;78.5;100;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";J20    BRONCHITE AIG.;0;J20;2;3;0;0;0;71;71;50;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";J44    MAL. PULM. OBSTRU. CHRON., NCA;0;J44;2;8.5;50;0;50;78.5;78.5;100;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";K85    PANCREATITE AIG.;0;K85;2;9.5;0;0;0;73.5;73.5;50;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";L89    ULCERE DE DECUBITUS+ZONE DE PRESSION;0;L89;2;9;0;0;0;80;80;100;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";S00    LES. TRAUMA. SUPERF. DE LA TETE;0;S00;2;0.5;0;0;0;76;76;50;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";S42    FRAC. DE L'EPAULE, BRAS;0;S42;2;2.5;0;0;0;73.5;73.5;100;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";U07    CODES POUR USAGE URGENT;0;U07;2;6;0;0;0;83;83;50;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";T85    COMPLIC. D'AUTRES PROTH., IMPL., GREF. INT.;0;T85;1;13;0;100;0;61;61;0;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:07";="620101337";Autres;1;Autres;46;7.5652173913;6.5217391304;17.391304348;4.347826087;67.286896962;72.5;56.52173913;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";I50    INSUF. CARD.;0;I50;5;12.4;0;0;0;85.4;83;60;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";J18    PNEUMOPATHIE A MICRO-ORG. SAI;0;J18;4;12.25;0;0;0;84.75;84.5;25;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";E86    HYPOVOLEMIE;0;E86;3;11;0;0;0;89;87;33.333333333;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";N39    AFF. DE L'APP. URIN., NCA;0;N39;3;11;0;0;0;84;88;33.333333333;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";F03    DEMENCE, SAI;0;F03;2;17;0;0;0;90;90;0;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";J44    MAL. PULM. OBSTRU. CHRON., NCA;0;J44;2;7.5;0;0;0;79;79;50;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";Z74    DIFF. LIEES A UNE DEPENDANCE ENVERS LA PERSONNE QUI DONNE LES SOINS;0;Z74;2;10;0;0;0;82.5;82.5;0;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";F32    EPISODES DEPRES.;0;F32;1;14;0;0;0;89;89;0;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";I63    INFARCTUS CEREB.;0;I63;1;18;0;0;0;83;83;100;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";K40    HERNIE INGUINALE;0;K40;1;7;0;0;0;91;91;100;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";N17    INSUF. RENALE AIG.;0;N17;1;2;0;0;0;90;90;0;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";R63    SYMPT. ET SIGNES RELAT. A L'ABSORPTION D'ALIMENTS ET DE LIQUIDES;0;R63;1;19;0;0;0;85;85;100;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";S06    LES. TRAUMA. INTRACRAN.;0;S06;1;11;0;0;0;88;88;100;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";S82    FRAC. DE LA JAMBE, Y COMPRIS LA CHEVILLE;0;S82;1;13;0;0;0;88;88;0;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";Z51    SOINS MED., NCA;0;Z51;1;6;0;0;0;92;92;0;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:13";="590782645";D64    ANEMIES, NCA;0;D64;3;2.3333333333;0;0;0;75.666666667;75;66.666666667;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:13";="590782645";N10    NEPHRITE TUBULO-INTERST. AIG.;0;N10;2;10;0;0;0;87.5;87.5;0;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:13";="590782645";D50    ANEMIE PAR CARENCE EN FER;0;D50;1;4;0;0;0;80;80;0;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:13";="590782645";E87    DESEQUILIBRES HYDRO-ELECTROLYTIQUES ET ACIDO-BASIQUES, NCA;0;E87;1;11;0;0;0;87;87;100;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:13";="590782645";I95    HYPOTENSION;0;I95;1;23;0;0;0;91;91;0;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:13";="590782645";J18    PNEUMOPATHIE A MICRO-ORG. SAI;0;J18;1;8;0;0;0;82;82;0;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:13";="590782645";M75    LES. DE L'EPAULE;0;M75;1;17;0;0;0;83;83;100;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:13";="590782645";S06    LES. TRAUMA. INTRACRAN.;0;S06;1;12;0;0;0;95;95;0;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:13";="590782645";S82    FRAC. DE LA JAMBE, Y COMPRIS LA CHEVILLE;0;S82;1;12;0;0;0;95;95;0;0;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 15:44:42";="020004495";M79    AFF. DES TISSUS MOUS, NCA;0;M79;8;0;0;0;0;30.125;30;50;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:42";="020004495";J18    PNEUMOPATHIE A MICRO-ORG. SAI;0;J18;6;18.333333333;0;0;0;87.666666667;88.5;16.666666667;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:42";="020004495";M25    AFF. ARTIC., NCA;0;M25;4;0;0;0;0;52;52;0;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:42";="020004495";R52    DOULEUR, NCA;0;R52;3;0;0;0;0;56;56;0;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:42";="020004495";D64    ANEMIES, NCA;0;D64;2;9;0;0;0;80;80;50;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:42";="020004495";F10    TBL. MENT. DUS A ALCOOL;0;F10;2;12;0;0;0;45;45;50;0;2023.7;X020004495;28AUG23;15:44:15
