"champ";"statut";"annee";"periode";"date du resultat";"ipe";gdreg;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/22 19:09:52";="590782439";07 Mineurs et assimilés;1;0.1003009027;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:52";="590782439";91 Mutuelle Générale de l'Education Nationale (MGEN);25;2.5075225677;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:52";="590782439";99 Autres mutuelles;7;0.702106319;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/23 11:54:49";="590049565";01 Régime général;137;86.708860759;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:49";="590049565";02 Régime agricole;7;4.4303797468;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:49";="590049565";04 SNCF;2;1.2658227848;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:49";="590049565";08 Militaires de carrière;1;0.6329113924;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:49";="590049565";90 Caisse d'Assurance Maladie des cultes;1;0.6329113924;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:49";="590049565";91 Mutuelle Générale de l'Education Nationale (MGEN);8;5.0632911392;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:49";="590049565";99 Autres mutuelles;2;1.2658227848;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";01 Régime général;13385;84.325584326;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";02 Régime agricole;1082;6.8166068166;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";04 SNCF;142;0.8946008946;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";05 RATP;6;0.0378000378;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";07 Mineurs et assimilés;1;0.0063000063;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";08 Militaires de carrière;162;1.0206010206;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";10 Clercs et employés de notaire;12;0.0756000756;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";14 Assemblée Nationale;2;0.0126000126;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";15 Caisses Autonomes de Sécurité Sociale du Sénat;2;0.0126000126;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";90 Caisse d'Assurance Maladie des cultes;2;0.0126000126;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";91 Mutuelle Générale de l'Education Nationale (MGEN);954;6.0102060102;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";93 Mutuelle Générale de la Police (MGP);4;0.0252000252;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";99 Autres mutuelles;63;0.3969003969;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:15";="020000253";XX;56;0.3528003528;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";01 Régime général;11336;86.580615596;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";02 Régime agricole;181;1.382418086;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";04 SNCF;93;0.7103032155;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";05 RATP;1;0.007637669;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";06 Etablissement National des Invalides de la Marine (ENIM);1;0.007637669;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";07 Mineurs et assimilés;689;5.2623539296;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";08 Militaires de carrière;80;0.6110135187;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";10 Clercs et employés de notaire;15;0.1145650348;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";15 Caisses Autonomes de Sécurité Sociale du Sénat;1;0.007637669;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";91 Mutuelle Générale de l'Education Nationale (MGEN);528;4.0326892232;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";93 Mutuelle Générale de la Police (MGP);14;0.1069273658;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";99 Autres mutuelles;125;0.9547086229;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:35";="620003376";XX;29;0.2214924005;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";01 Régime général;15479;89.252147841;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";02 Régime agricole;430;2.479386496;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";04 SNCF;93;0.5362394049;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";06 Etablissement National des Invalides de la Marine (ENIM);88;0.5074093294;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";07 Mineurs et assimilés;15;0.0864902266;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";08 Militaires de carrière;69;0.3978550424;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";10 Clercs et employés de notaire;25;0.1441503777;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";17 Caisse des Français de l'étranger;1;0.0057660151;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";90 Caisse d'Assurance Maladie des cultes;4;0.0230640604;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";91 Mutuelle Générale de l'Education Nationale (MGEN);545;3.1424782333;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";93 Mutuelle Générale de la Police (MGP);14;0.0807242115;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";99 Autres mutuelles;278;1.6029521997;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:39";="620101337";XX;302;1.7413365623;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:46:41";="800000077";01 Régime général;595;87.371512482;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:41";="800000077";02 Régime agricole;39;5.7268722467;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:41";="800000077";04 SNCF;36;5.2863436123;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:41";="800000077";08 Militaires de carrière;7;1.0279001468;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:41";="800000077";91 Mutuelle Générale de l'Education Nationale (MGEN);4;0.5873715125;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:09:54";="590782645";01 Régime général;283;82.26744186;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:54";="590782645";02 Régime agricole;32;9.3023255814;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:54";="590782645";04 SNCF;6;1.7441860465;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:54";="590782645";08 Militaires de carrière;4;1.1627906977;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:54";="590782645";10 Clercs et employés de notaire;1;0.2906976744;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:54";="590782645";91 Mutuelle Générale de l'Education Nationale (MGEN);11;3.1976744186;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:54";="590782645";99 Autres mutuelles;7;2.0348837209;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:19";="600100572";01 Régime général;223;87.109375;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:19";="600100572";02 Régime agricole;23;8.984375;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:19";="600100572";04 SNCF;5;1.953125;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:19";="600100572";91 Mutuelle Générale de l'Education Nationale (MGEN);5;1.953125;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";01 Régime général;1806;84.948259643;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";02 Régime agricole;175;8.231420508;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";04 SNCF;26;1.222953904;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";05 RATP;1;0.0470366886;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";07 Mineurs et assimilés;1;0.0470366886;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";08 Militaires de carrière;4;0.1881467545;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";10 Clercs et employés de notaire;6;0.2822201317;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";90 Caisse d'Assurance Maladie des cultes;2;0.0940733772;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";91 Mutuelle Générale de l'Education Nationale (MGEN);75;3.5277516463;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";99 Autres mutuelles;4;0.1881467545;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:26";="020004495";XX;26;1.222953904;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:21";="020000055";01 Régime général;209;79.770992366;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:21";="020000055";02 Régime agricole;37;14.122137405;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:21";="020000055";04 SNCF;2;0.7633587786;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:21";="020000055";07 Mineurs et assimilés;1;0.3816793893;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:21";="020000055";91 Mutuelle Générale de l'Education Nationale (MGEN);11;4.1984732824;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:21";="020000055";XX;2;0.7633587786;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";01 Régime général;7509;87.425777157;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";02 Régime agricole;543;6.3220398184;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";04 SNCF;99;1.152637094;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";05 RATP;1;0.0116427989;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";06 Etablissement National des Invalides de la Marine (ENIM);2;0.0232855979;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";07 Mineurs et assimilés;6;0.0698567936;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";08 Militaires de carrière;30;0.3492839679;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";10 Clercs et employés de notaire;16;0.1862847829;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";90 Caisse d'Assurance Maladie des cultes;2;0.0232855979;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";91 Mutuelle Générale de l'Education Nationale (MGEN);256;2.9805565258;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";93 Mutuelle Générale de la Police (MGP);4;0.0465711957;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";99 Autres mutuelles;104;1.2108510886;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:26";="590782652";XX;17;0.1979275818;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:41";="590780052";01 Régime général;1201;92.455735181;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:41";="590780052";02 Régime agricole;13;1.0007698229;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:41";="590780052";04 SNCF;31;2.3864511162;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:41";="590780052";07 Mineurs et assimilés;39;3.0023094688;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:41";="590780052";91 Mutuelle Générale de l'Education Nationale (MGEN);5;0.3849114704;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:41";="590780052";99 Autres mutuelles;10;0.7698229407;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";01 Régime général;3116;90.397447055;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";02 Régime agricole;109;3.1621700029;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";04 SNCF;34;0.986364955;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";05 RATP;3;0.0870322019;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";07 Mineurs et assimilés;1;0.029010734;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";08 Militaires de carrière;11;0.3191180737;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";10 Clercs et employés de notaire;9;0.2610966057;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";90 Caisse d'Assurance Maladie des cultes;2;0.0580214679;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";91 Mutuelle Générale de l'Education Nationale (MGEN);147;4.2645778938;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";93 Mutuelle Générale de la Police (MGP);1;0.029010734;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";99 Autres mutuelles;10;0.2901073397;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:28";="600100648";XX;4;0.1160429359;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";01 Régime général;6136;85.914309717;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";02 Régime agricole;335;4.6905628675;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";04 SNCF;39;0.5460655279;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";05 RATP;12;0.1680201624;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";06 Etablissement National des Invalides de la Marine (ENIM);39;0.5460655279;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";07 Mineurs et assimilés;34;0.4760571269;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";08 Militaires de carrière;49;0.6860823299;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";10 Clercs et employés de notaire;11;0.1540184822;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";15 Caisses Autonomes de Sécurité Sociale du Sénat;1;0.0140016802;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";17 Caisse des Français de l'étranger;1;0.0140016802;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";90 Caisse d'Assurance Maladie des cultes;3;0.0420050406;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";91 Mutuelle Générale de l'Education Nationale (MGEN);322;4.5085410249;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";93 Mutuelle Générale de la Police (MGP);9;0.1260151218;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";99 Autres mutuelles;82;1.1481377765;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:15";="620000026";XX;69;0.9661159339;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";01 Régime général;2538;73.395026027;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";02 Régime agricole;38;1.0989010989;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";04 SNCF;28;0.8097165992;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";07 Mineurs et assimilés;687;19.86697513;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";08 Militaires de carrière;13;0.3759398496;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";10 Clercs et employés de notaire;4;0.1156737999;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";90 Caisse d'Assurance Maladie des cultes;1;0.02891845;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";91 Mutuelle Générale de l'Education Nationale (MGEN);117;3.3834586466;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";93 Mutuelle Générale de la Police (MGP);4;0.1156737999;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";99 Autres mutuelles;19;0.5494505495;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:10";="620003350";XX;9;0.2602660497;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:13";="590000600";01 Régime général;839;86.316872428;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:13";="590000600";02 Régime agricole;29;2.9835390947;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:13";="590000600";04 SNCF;13;1.3374485597;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:13";="590000600";07 Mineurs et assimilés;49;5.0411522634;2023.7;X590000600;29AUG23;14:23:02
