"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;acte2;nb_occur;ponder;ponder_cn;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;pct_dp;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";DEQP003 ECG SUR AU MOINS 12DÉRIV.;0;DEQP003;36;31;31;18.677419355;0;0;0;82.612903226;83;38.709677419;58.064516129;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";GLLD017 O2THÉR. +SURV. CONTINUE OXYMÉTRIE SF VENTIL/24H;0;GLLD017;22;22;22;19.318181818;0;0;0;83.727272727;84.5;40.909090909;63.636363636;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";ZBQK002 RX THOR.;0;ZBQK002;21;17;17;20.411764706;0;0;0;82.058823529;83;35.294117647;64.705882353;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";GLHF001 GDS (PRÉLÈV+MESURES+PH) SANS ÉPREUVE HYPEROXIE;0;GLHF001;15;14;14;15.928571429;0;0;0;78.785714286;81;42.857142857;64.285714286;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";JDJD001 ÉVAC. VESSIE CATHÉ. TRANSIT;0;JDJD001;63;12;12;26.833333333;0;0;0;81.083333333;82.5;33.333333333;25;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";JDLD001 POSE 1SONDE UR.VÉSIC;0;JDLD001;14;10;10;26.9;0;0;0;82.1;83.5;20;40;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";GELD005 AÉROSOL THÉRAP. BR. +SPO2+SURV. FC > 2H;0;GELD005;10;9;9;24.222222222;0;0;0;82.222222222;82;33.333333333;66.666666667;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";ZZQP004 RESTITUTION 3D DES IMAGES ACQUISES SCAN.;0;ZZQP004;7;5;5;29;0;0;0;77;79;40;20;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";GLLD019 VENTIL. NON INVASIVE MASQUE CUMUL. 2H/12H PR INSUF. RESP. AIG.;0;GLLD019;4;4;4;23.5;0;0;0;87.75;86.5;50;75;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";HEQE002 ENDOS. O.G.D;0;HEQE002;3;3;3;20.333333333;0;0;0;80.333333333;83;33.333333333;66.666666667;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";GLHF002 GDS (PRÉLÈV+MESURES+PH) +ÉPREUVE HYPEROXIE;0;GLHF002;4;3;3;27;0;0;0;87.333333333;89;66.666666667;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";ZCQK002 RX ABD. SANS PRÉPA.;0;ZCQK002;5;3;3;24.333333333;0;0;0;80.333333333;76;66.666666667;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";FELF011 TRANSFU. CG 1<1/2MASSE;0;FELF011;2;2;2;12.5;0;0;0;92.5;92.5;50;50;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";GLQP013 MESURE TRANSCUT. TENSION PART. O2 AU REPOS;0;GLQP013;2;2;2;10;0;0;0;83;83;50;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";JAQM004 ÉCHO RÉNALE +ÉCHO VESSIE;0;JAQM004;2;2;2;24;0;0;0;72.5;72.5;50;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";NAQK015 RX BASSIN SELON 1INCIDENCE;0;NAQK015;2;2;2;20;0;0;0;79.5;79.5;50;50;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";NEQK010 RX HANCHE SELON 1/2INCIDENCES;0;NEQK010;2;2;2;17.5;0;0;0;81;81;50;50;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";ZBQK001 SCAN. THOR. SANS INJ. IV PROD. CONTRASTE;0;ZBQK001;2;2;2;36.5;0;0;0;80.5;80.5;0;50;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";ZCQH001 SCAN. ABD. +PELVIS +INJECT IV;0;ZCQH001;2;2;2;25.5;0;0;0;74;74;50;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";ZCQK004 SCAN. ABD. +PELVIS SANS INJ. IV PROD. CONTRASTE;0;ZCQK004;2;2;2;19.5;0;0;0;68.5;68.5;100;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";ZCQM008 ÉCHO ABD.;0;ZCQM008;2;2;2;17.5;0;0;0;76;76;50;50;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";DEQP005 ECG SUR AU MOINS 2DÉRIV. +ENREG. CONTINU PDT AU MOINS/24H;0;DEQP005;1;1;1;45;0;0;0;82;82;0;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";EZQJ900 RESTITUTION 3D INFORMATISÉE PDT 1DOPPLER DES VSSX PÉRIPH.;0;EZQJ900;1;1;1;28;0;0;0;84;84;0;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";KCQM001 ÉCHO GLD THYROÏDE;0;KCQM001;1;1;1;23;0;0;0;68;68;100;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";LEQK002 RX SEGT THOR. +SEGT LOMB. VERTÉB.;0;LEQK002;1;1;1;13;0;0;0;89;89;0;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";LFQK002 RX SEGT LOMB. VERTÉB. SELON 1À 3INCIDENCES;0;LFQK002;1;1;1;12;0;0;0;83;83;0;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";MAQK003 RX CEINTURE SCAP. +/- ÉPAULE SELON 1/2INCIDENCES;0;MAQK003;1;1;1;20;0;0;0;78;78;100;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";MBQK001 RX BRAS;0;MBQK001;1;1;1;20;0;0;0;78;78;100;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";MFQK002 RX COUDE SELON 1/2INCIDENCES;0;MFQK002;1;1;1;39;0;0;0;98;98;100;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";NAQK071 RX BASSIN SELON 1 INCIDENCE + RX UNILAT HANCHE SELON 1/2 INCIDENCES;0;NAQK071;1;1;1;13;0;0;0;89;89;0;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:07";="020000022";Actes avec < 10 séjours;1;tt;14;13;13;29.461538462;0;0;0;81;82;53.846153846;53.846153846;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";DEQP003 ECG SUR AU MOINS 12DÉRIV.;0;DEQP003;19;19;19;6.4736842105;0;0;0;74.052631579;83;52.631578947;63.157894737;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ZBQK002 RX THOR.;0;ZBQK002;18;16;16;6.375;0;0;0;71.8125;83.5;50;56.25;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ZCQK002 RX ABD. SANS PRÉPA.;0;ZCQK002;3;3;3;5.6666666667;0;0;0;74;84;66.666666667;66.666666667;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ACQK001 SCAN. CRÂNE;0;ACQK001;2;2;2;7;0;0;0;56;56;50;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";DZQM006 DOPPLER COEUR +DES VSSX INTRATHOR.;0;DZQM006;2;2;2;9.5;0;0;0;80.5;80.5;100;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";EBQM001 DOPPLER ART. CERV.CÉPH EXTRACRÂN. SANS MESURE ÉPAISSEUR;0;EBQM001;2;2;2;8.5;0;0;0;85;85;0;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";JAQM004 ÉCHO RÉNALE +ÉCHO VESSIE;0;JAQM004;2;2;2;10.5;0;0;0;80.5;80.5;50;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ACQJ002 IRM CRÂNE +INJECT IV;0;ACQJ002;1;1;1;9;0;0;0;90;90;100;100;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";EBQM003 DOPPLER VSSX CERV.CÉPH EXTRACRÂN+DOPPLER TRANSCRÂN.VSSX INTRACRÂNIENS;0;EBQM003;1;1;1;10;0;0;0;71;71;100;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ECQH010 SCAN. DES VSSX THOR. +/- COEUR;0;ECQH010;1;1;1;8;0;0;0;84;84;0;100;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";EQRP008 ÉPREUVE INCLINAISON +ÉTUDE DES VARIATIONS TA+FC;0;EQRP008;1;1;1;8;0;0;0;84;84;0;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ZCQK004 SCAN. ABD. +PELVIS SANS INJ. IV PROD. CONTRASTE;0;ZCQK004;1;1;1;1;0;0;0;48;48;100;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ZCQM005 ÉCHO ABD. +ÉCHO PELVIS;0;ZCQM005;1;1;1;5;0;0;0;84;84;100;100;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ZCQM008 ÉCHO ABD.;0;ZCQM008;1;1;1;6;0;0;0;87;87;100;100;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ZCQM010 ÉCHO ÉTAGE SUP. ABD. +PELVIS;0;ZCQM010;1;1;1;8;0;0;0;80;80;100;100;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:04";="590782439";ZZQK002 RX AU LIT SELON 1/2INCIDENCES;0;ZZQK002;1;1;1;10;0;0;0;71;71;100;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/23 11:55:02";="590049565";ANMP001 M.E.P +SURV. 1ANALGÉSIE CONTRÔLÉE PATIENT;0;ANMP001;2;2;2;23;0;0;0;87;87;50;0;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ZBQK002 RX THOR.;0;ZBQK002;95;67;67;13.507462687;17.910447761;1.4925373134;1.4925373134;77.597014925;80;52.23880597;67.164179104;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";GLHF001 GDS (PRÉLÈV+MESURES+PH) SANS ÉPREUVE HYPEROXIE;0;GLHF001;118;40;40;15.075;22.5;2.5;0;77;77;67.5;70;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";DEQP007 SCOPE/TÉLÉECG CONTINU +SURV. PRESS ART+/-SAO2 NON EFFRACTIVES/24H;0;DEQP007;246;33;33;13.484848485;30.303030303;0;0;76.424242424;79;54.545454545;57.575757576;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";DEQP003 ECG SUR AU MOINS 12DÉRIV.;0;DEQP003;28;28;28;11.5;3.5714285714;0;0;79.892857143;80;53.571428571;53.571428571;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";DEQP004 SCOPE/TÉLÉECG CONTINU/24H;0;DEQP004;32;28;28;12.25;10.714285714;0;0;74.214285714;74;53.571428571;64.285714286;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ECQH010 SCAN. DES VSSX THOR. +/- COEUR;0;ECQH010;23;23;23;12.260869565;0;0;0;76.695652174;80;43.47826087;82.608695652;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ZBQK001 SCAN. THOR. SANS INJ. IV PROD. CONTRASTE;0;ZBQK001;18;18;18;15.055555556;22.222222222;0;0;77.388888889;82;55.555555556;72.222222222;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ACQK001 SCAN. CRÂNE;0;ACQK001;21;18;18;14.5;11.111111111;0;0;81.5;85;33.333333333;38.888888889;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";FELF011 TRANSFU. CG 1<1/2MASSE;0;FELF011;16;13;13;20.538461538;38.461538462;0;7.6923076923;78.846153846;84;53.846153846;23.076923077;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ZCQK004 SCAN. ABD. +PELVIS SANS INJ. IV PROD. CONTRASTE;0;ZCQK004;12;12;12;15.833333333;25;0;0;81.583333333;84;58.333333333;50;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ZCQH001 SCAN. ABD. +PELVIS +INJECT IV;0;ZCQH001;13;11;11;21.090909091;45.454545455;0;9.0909090909;70.090909091;74;72.727272727;27.272727273;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";DZQM006 DOPPLER COEUR +DES VSSX INTRATHOR.;0;DZQM006;9;9;9;19.555555556;11.111111111;0;0;83.555555556;84;44.444444444;33.333333333;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ZBQH001 SCAN. THOR. +INJECT IV;0;ZBQH001;9;9;9;19;44.444444444;0;11.111111111;67.333333333;64;77.777777778;22.222222222;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";GLLD017 O2THÉR. +SURV. CONTINUE OXYMÉTRIE SF VENTIL/24H;0;GLLD017;83;9;9;27;100;0;0;68.666666667;72;55.555555556;22.222222222;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";EPLF002 POSE 1CATHÉ CTR TRANSCUT.;0;EPLF002;10;8;8;21.875;100;0;0;72.125;72;87.5;50;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";EQLF003 DOBU/DOPA CONTINUE DÉBIT >8µG/KG/MN /ADRÉNALINE/N.ADRÉN SF NÉONAT /24H;0;EQLF003;22;8;8;22.625;100;0;12.5;70.75;71.5;62.5;37.5;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";EQLF002 PERF REMPLISSAGE DÉBIT >50ML/KG/24H CHEZ ADULTE;0;EQLF002;13;7;7;20.571428571;100;0;14.285714286;69;72;71.428571429;28.571428571;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";JDLD001 POSE 1SONDE UR.VÉSIC;0;JDLD001;6;6;6;16.666666667;0;0;0;80.666666667;81.5;66.666666667;66.666666667;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";HSLF002 ALIMT PARENTÉRALE 20-35CAL/KG/J/24H;0;HSLF002;29;6;6;28.666666667;100;0;0;73.333333333;72;66.666666667;16.666666667;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ZCQM005 ÉCHO ABD. +ÉCHO PELVIS;0;ZCQM005;5;5;5;26;20;0;0;77.4;80;80;60;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";NAQK071 RX BASSIN SELON 1 INCIDENCE + RX UNILAT HANCHE SELON 1/2 INCIDENCES;0;NAQK071;6;5;5;17.2;0;0;0;88.2;89;20;20;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";DZQM005 DOPPLER COEUR +DES VSSX INTRATHOR. AU LIT;0;DZQM005;7;5;5;19.8;100;0;0;69;71;100;80;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";NEQK010 RX HANCHE SELON 1/2INCIDENCES;0;NEQK010;7;5;5;17.8;0;0;0;86;84;40;40;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";DEQP005 ECG SUR AU MOINS 2DÉRIV. +ENREG. CONTINU PDT AU MOINS/24H;0;DEQP005;9;5;5;24;40;0;20;76;77;20;20;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";GLLD003 VENTIL. SPONTANÉE MASQUE/CANULE SANS AIDE INSPIRATOIRE +PEP/24H;0;GLLD003;18;5;5;29;100;0;0;77.6;75;80;20;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";GELD005 AÉROSOL THÉRAP. BR. +SPO2+SURV. FC > 2H;0;GELD005;309;5;5;27.2;100;0;0;76.2;75;60;40;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";EQQP008 MAPA;0;EQQP008;4;4;4;21;0;0;0;84.25;85.5;0;25;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ZZQP004 RESTITUTION 3D DES IMAGES ACQUISES SCAN.;0;ZZQP004;4;4;4;26.75;50;0;0;74.25;77.5;75;50;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";ENLF001 POSE DISPOSITIF ART. SURV. PRESSION ART.;0;ENLF001;5;4;4;16.25;100;0;0;76.75;74;75;50;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";GLLD019 VENTIL. NON INVASIVE MASQUE CUMUL. 2H/12H PR INSUF. RESP. AIG.;0;GLLD019;8;4;4;22;75;0;0;73.75;74.5;75;75;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:43";="020000253";Actes avec < 10 séjours;1;tt;231;106;106;19.273584906;38.679245283;0;1.8867924528;77.481132075;80;49.056603774;39.622641509;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";GLHF001 GDS (PRÉLÈV+MESURES+PH) SANS ÉPREUVE HYPEROXIE;0;GLHF001;9;9;9;3.6666666667;0;0;22.222222222;72.555555556;72;55.555555556;33.333333333;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";ZCQH001 SCAN. ABD. +PELVIS +INJECT IV;0;ZCQH001;5;5;5;10.8;0;0;20;74.2;76;40;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";ZBQK002 RX THOR.;0;ZBQK002;6;5;5;26.8;0;20;20;81.2;82;40;20;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";ACQK001 SCAN. CRÂNE;0;ACQK001;4;4;4;0.75;0;0;0;87.5;90;50;25;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";DEQP003 ECG SUR AU MOINS 12DÉRIV.;0;DEQP003;4;4;4;1;0;0;0;79;79;75;25;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";ZBQK001 SCAN. THOR. SANS INJ. IV PROD. CONTRASTE;0;ZBQK001;4;4;4;6.5;0;0;25;73.5;73.5;75;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";GLLD003 VENTIL. SPONTANÉE MASQUE/CANULE SANS AIDE INSPIRATOIRE +PEP/24H;0;GLLD003;5;3;3;9.3333333333;0;0;66.666666667;70.666666667;66;66.666666667;33.333333333;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";GLLD017 O2THÉR. +SURV. CONTINUE OXYMÉTRIE SF VENTIL/24H;0;GLLD017;18;3;3;18.333333333;0;0;33.333333333;58;61;33.333333333;33.333333333;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";HEQE002 ENDOS. O.G.D;0;HEQE002;2;2;2;16;0;50;0;71;71;50;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";HMQJ001 ÉCHOENDOS BIL.PANCR. SANS BIOPSIE;0;HMQJ001;2;2;2;5.5;0;0;0;77.5;77.5;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";MEKA008 PROTH. TOT.ÉPAULE +RÉINSERTION SUTURE +/-PLASTIE COIFFE;0;MEKA008;2;2;2;26;0;50;50;69;69;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";NAQK023 RX BASSIN SELON 3INCIDENCES;0;NAQK023;2;2;2;22.5;0;50;0;71.5;71.5;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";NBCA010 O.S FRAC. EXTRACAPS. COL F;0;NBCA010;2;2;2;15;0;50;0;80;80;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";NEKA011 PROTH. CERV.CÉPH +CUPULE MOBILE;0;NEKA011;2;2;2;12;0;0;0;67;67;50;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";NEQK010 RX HANCHE SELON 1/2INCIDENCES;0;NEQK010;2;2;2;21.5;0;0;0;73;73;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";ZCQK004 SCAN. ABD. +PELVIS SANS INJ. IV PROD. CONTRASTE;0;ZCQK004;2;2;2;32;0;0;50;76;76;100;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";ZCQK005 SCAN. ABD/PELVIS SANS INJ. IV PROD. CONTRASTE;0;ZCQK005;2;2;2;2.5;0;0;0;76.5;76.5;100;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";ECQH010 SCAN. DES VSSX THOR. +/- COEUR;0;ECQH010;1;1;1;11;0;0;0;89;89;0;100;2023.7;X620003376;25AUG23;10:37:19
