"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;ghm;ponder;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/11 08:31:18";="600100168";08M103 Maladies osseuses et arthropathies spécifiques, niveau 3;0;08M103;1;6;0;0;0;81;81;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:18";="600100168";08M142 Affections du tissu conjonctif, niveau 2;0;08M142;1;11;0;0;0;73;73;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:18";="600100168";12C111 Interventions pelviennes majeures chez l'homme pour tumeurs malignes, niveau 1;0;12C111;1;8;0;0;0;69;69;100;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:18";="600100168";16M112 Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 2;0;16M112;1;21;0;0;0;86;86;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";18M073 Sepsis, âge supérieur à 17 ans, niveau 3;0;18M073;2;10;0;0;0;71;71;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";04M052 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;0;04M052;1;9;0;0;0;96;96;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;1;11;0;0;0;90;90;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";04M054 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4;0;04M054;1;29;0;0;0;80;80;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";04M05T Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans;0;04M05T;1;0;0;0;0;100;100;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";04M103 Embolies pulmonaires, niveau 3;0;04M103;1;27;0;0;0;66;66;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";05M084 Arythmies et troubles de la conduction cardiaque, niveau 4;0;05M084;1;11;0;0;0;95;95;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";05M092 Insuffisances cardiaques et états de choc circulatoire, niveau 2;0;05M092;1;13;0;0;0;88;88;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;1;5;0;0;0;85;85;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";05M13T Douleurs thoraciques, très courte durée;0;05M13T;1;0;0;0;0;32;32;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";06M042 Hémorragies digestives, niveau 2;0;06M042;1;12;0;0;0;77;77;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";09M053 Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 3;0;09M053;1;13;0;0;0;94;94;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";09M054 Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 4;0;09M054;1;5;0;0;0;66;66;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";16M111 Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 1;0;16M111;1;2;0;0;0;90;90;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";17M154 Lymphomes et autres affections malignes lymphoïdes, niveau 4;0;17M154;1;17;0;0;0;84;84;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";19M143 Troubles bipolaires et syndromes dépressifs sévères, niveau 3;0;19M143;1;4;0;0;0;73;73;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";23K02Z Explorations nocturnes et apparentées : séjours de moins de 2 jours;0;23K02Z;1;1;0;0;0;42;42;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";23M063 Autres facteurs influant sur l'état de santé, niveau 3;0;23M063;1;6;0;0;0;85;85;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";23M16Z Convalescences et autres motifs sociaux;0;23M16Z;1;8;0;0;0;65;65;100;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:11";="020000022";28Z14Z Transfusions, en séances;0;28Z14Z;1;1;0;0;0;96;96;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";05M13T Douleurs thoraciques, très courte durée;0;05M13T;19;0.2631578947;0;0;0;45.894736842;49;57.894736842;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";06M12T Douleurs abdominales, très courte durée;0;06M12T;14;0.3571428571;0;0;0;39.142857143;37.5;35.714285714;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";04M22Z Explorations et surveillance pour affections de l'appareil respiratoire;0;04M22Z;5;0;0;0;0;63.2;69;60;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";05M081 Arythmies et troubles de la conduction cardiaque, niveau 1;0;05M081;5;2;0;0;100;64.6;72;80;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";05M152 Hypertension artérielle, niveau 2;0;05M152;4;6.25;0;0;0;75.25;77.5;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";23M20T Autres symptômes et motifs de recours aux soins de la CMD 23, très courte durée;0;23M20T;4;0.25;0;0;0;62.5;64.5;75;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";04M081 Bronchopneumopathies chroniques, niveau 1;0;04M081;3;2.3333333333;0;0;0;51.333333333;56;66.666666667;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;3;14.666666667;0;0;0;88.666666667;89;33.333333333;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";03M05T Troubles de l'équilibre, très courte durée;0;03M05T;2;0.5;0;0;0;40;40;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";04M103 Embolies pulmonaires, niveau 3;0;04M103;2;16.5;0;0;100;67.5;67.5;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";04M201 Bronchopneumopathies chroniques surinfectées, niveau 1;0;04M201;2;6.5;0;0;0;62;62;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";04M202 Bronchopneumopathies chroniques surinfectées, niveau 2;0;04M202;2;8;0;0;0;68.5;68.5;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";05M091 Insuffisances cardiaques et états de choc circulatoire, niveau 1;0;05M091;2;8.5;0;0;0;77.5;77.5;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";06M031 Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, niveau 1;0;06M031;2;2.5;0;0;0;63.5;63.5;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";08M29T Autres pathologies rachidiennes relevant d'un traitement médical, très courte durée;0;08M29T;2;0.5;0;0;0;46.5;46.5;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";08M36T Symptômes et autres recours aux soins de la CMD 08, très courte durée;0;08M36T;2;0;0;0;0;54;54;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";11M041 Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 1;0;11M041;2;1.5;0;0;0;29.5;29.5;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";11M04T Infections des reins et des voies urinaires, âge supérieur à 17 ans, très courte durée;0;11M04T;2;0;0;0;0;21;21;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";16M112 Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 2;0;16M112;2;3;0;0;0;86;86;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";23M103 Soins de contrôle chirurgicaux, niveau 3;0;23M103;2;6.5;0;0;0;66;66;100;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:07";="590782439";Autres;1;Autres;43;3.7674418605;0;0;2.3255813953;56.581395349;57;41.860465116;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;6;11.166666667;0;83.333333333;16.666666667;82.833333333;91;50;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";05M092 Insuffisances cardiaques et états de choc circulatoire, niveau 2;0;05M092;3;17.333333333;0;33.333333333;0;52.333333333;57;66.666666667;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;2;12;0;0;0;75;75;50;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";05M061 Angine de poitrine, niveau 1;0;05M061;2;1.5;0;100;0;64;64;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";04M052 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;0;04M052;1;9;0;0;0;58;58;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";04M073 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 3;0;04M073;1;7;0;0;0;89;89;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";04M082 Bronchopneumopathies chroniques, niveau 2;0;04M082;1;4;0;0;0;59;59;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";04M101 Embolies pulmonaires, niveau 1;0;04M101;1;5;0;100;0;72;72;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";04M132 Oedème pulmonaire et détresse respiratoire, niveau 2;0;04M132;1;9;0;100;0;87;87;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";05M04T Infarctus aigu du myocarde, très courte durée;0;05M04T;1;1;0;100;0;78;78;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";05M09T Insuffisances cardiaques et états de choc circulatoire, très courte durée;0;05M09T;1;2;0;0;0;95;95;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";05M112 Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 2;0;05M112;1;6;0;0;0;70;70;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";05M123 Troubles vasculaires périphériques, niveau 3;0;05M123;1;10;0;100;0;83;83;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";05M132 Douleurs thoraciques, niveau 2;0;05M132;1;7;0;100;0;71;71;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";05M161 Athérosclérose coronarienne, niveau 1;0;05M161;1;2;0;0;0;73;73;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";06M062 Occlusions intestinales non dues à une hernie, niveau 2;0;06M062;1;20;0;100;0;66;66;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";09M054 Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 4;0;09M054;1;23;0;100;0;73;73;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";19M064 Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 4;0;19M064;1;22;0;0;0;82;82;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";23M101 Soins de contrôle chirurgicaux, niveau 1;0;23M101;1;1;0;0;0;57;57;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:47";="020000253";23M102 Soins de contrôle chirurgicaux, niveau 2;0;23M102;1;4;0;0;0;63;63;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";04M081 Bronchopneumopathies chroniques, niveau 1;0;04M081;2;1;0;0;0;68.5;68.5;50;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";04M03T Bronchites et asthme, âge supérieur à 17 ans, très courte durée;0;04M03T;1;1;0;0;0;92;92;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;1;27;0;0;100;81;81;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";04M07T Transferts et autres séjours courts pour infections et inflammations respiratoires, âge supérieur à 17 ans;0;04M07T;1;0;0;0;0;37;37;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";04M201 Bronchopneumopathies chroniques surinfectées, niveau 1;0;04M201;1;2;0;0;0;49;49;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";05C17J Ligatures de veines et éveinages, en ambulatoire;0;05C17J;1;0;0;0;0;49;49;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";07C131 Cholécystectomies sans exploration de la voie biliaire principale pour affections aigües, niveau 1;0;07C131;1;3;0;0;0;34;34;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";08M372 Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 2;0;08M372;1;3;0;0;0;64;64;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";17M161 Hémopathies myéloïdes chroniques, niveau 1;0;17M161;1;1;0;0;0;91;91;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";19M021 Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 1;0;19M021;1;2;0;0;0;88;88;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:59";="620003376";19M11T Névroses dépressives, très courte durée;0;19M11T;1;0;0;0;0;34;34;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";05M092 Insuffisances cardiaques et états de choc circulatoire, niveau 2;0;05M092;4;7.5;0;25;0;76.75;80;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;4;14.5;0;75;0;84.25;82.5;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;3;12.666666667;0;0;0;75.333333333;70;66.666666667;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";23M20T Autres symptômes et motifs de recours aux soins de la CMD 23, très courte durée;0;23M20T;3;0.6666666667;0;0;0;86;87;66.666666667;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";23M20Z Autres symptômes et motifs de recours aux soins de la CMD 23;0;23M20Z;3;3.3333333333;0;0;0;76;76;66.666666667;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";01M252 Epilepsie, âge supérieur à 17 ans, niveau 2;0;01M252;2;3.5;50;50;0;63;63;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";01M303 Accidents vasculaires intracérébraux non transitoires, niveau 3;0;01M303;2;16.5;0;50;0;71;71;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";01M34T Anomalies de la démarche d'origine neurologique, très courte durée;0;01M34T;2;1;0;0;0;87.5;87.5;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";04M052 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;0;04M052;2;5.5;0;0;0;92.5;92.5;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";04M073 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 3;0;04M073;2;7.5;0;0;0;81;81;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";04M203 Bronchopneumopathies chroniques surinfectées, niveau 3;0;04M203;2;8.5;50;0;50;78.5;78.5;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";04M24E Affections de la CMD 04 avec décès : séjours de moins de 2 jours;0;04M24E;2;0.5;0;0;0;80.5;80.5;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";08C472 Prothèses de hanche pour traumatismes récents, niveau 2;0;08C472;2;7;0;0;0;78;78;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";09M031 Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 1;0;09M031;2;1;0;0;0;76;76;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";11M063 Insuffisance rénale, sans dialyse, niveau 3;0;11M063;2;15;0;50;0;84;84;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";16M11T Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée;0;16M11T;2;1;0;0;0;90.5;90.5;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";04M171 Epanchements pleuraux, niveau 1;0;04M171;1;2;0;0;0;67;67;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";07M153 Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, niveau 3;0;07M153;1;12;0;0;0;69;69;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";08M07T Transferts et autres séjours courts pour fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans;0;08M07T;1;1;0;0;0;35;35;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";09M03T Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, très courte durée;0;09M03T;1;0;0;0;0;83;83;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:08";="620101337";Autres;1;Autres;65;9.4615384615;3.0769230769;18.461538462;3.0769230769;69.84918862;75;64.615384615;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;3;16.333333333;0;0;0;84.333333333;83;66.666666667;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";04M053 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;0;04M053;2;14.5;0;0;0;84.5;84.5;50;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";05M092 Insuffisances cardiaques et états de choc circulatoire, niveau 2;0;05M092;2;6.5;0;0;0;87;87;50;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";10M163 Troubles métaboliques, âge supérieur à 17 ans, niveau 3;0;10M163;2;9.5;0;0;0;86;86;50;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";11M044 Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 4;0;11M044;2;11;0;0;0;88;88;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";19M062 Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 2;0;19M062;2;17;0;0;0;90;90;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";23M064 Autres facteurs influant sur l'état de santé, niveau 4;0;23M064;2;10;0;0;0;82.5;82.5;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";01M194 Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 4;0;01M194;1;11;0;0;0;88;88;100;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";01M303 Accidents vasculaires intracérébraux non transitoires, niveau 3;0;01M303;1;18;0;0;0;83;83;100;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";04M052 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;0;04M052;1;8;0;0;0;80;80;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";04M054 Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4;0;04M054;1;12;0;0;0;90;90;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";04M202 Bronchopneumopathies chroniques surinfectées, niveau 2;0;04M202;1;9;0;0;0;75;75;0;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:03";="800000077";04M204 Bronchopneumopathies chroniques surinfectées, niveau 4;0;04M204;1;6;0;0;0;83;83;100;2023.7;X800000077;25AUG23;14:46:27
