"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;nb;noligne;nb1;evol;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 11:33:54";="800000523";Nb de séjours terminés dans la période;72;9;84;-14.28571429;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:54";="800000523";Nb de séjours non terminés dans la période;14;10;14;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:54";="800000523";Nb de patients (1);65;11;89;-26.96629213;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:54";="800000523";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:54";="800000523";Nb moyen de diagnostics (DCMPP, DCMPA, DA);4.5256797583;13;4.6305970149;-2.265739305;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:54";="800000523";Durée moyenne des sous-séquences;17.634441088;14;16.152985075;9.1714070566;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:54";="800000523";Durée moyenne des séquences terminées;46.21192053;15;32.201550388;43.508371409;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:54";="800000523";Durée moyenne des séjours terminés;91.138888889;16;33.869047619;169.09197422;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:54";="800000523";Nb moyen de séjours par patient (1);1.3538461538;17;1.1123595506;21.709401709;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nombre de RAPSS transmis;159;1;93;70.967741935;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nb de journées de prise en charge;1812;2;1492;21.44772118;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Dont nombre de journées prise en charge en EHPAD;1094;3;371;194.8787062;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;0;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Dont nombre de journées prise en charge en ES;0;5;0;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Dont nombre de journées prise en charge en SSIAD/SPASAD;718;6;1121;-35.9500446;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nb de séquences terminées dans la période;106;7;38;178.94736842;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nb de séquences non terminées dans la période;4;8;3;33.333333333;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nb de séjours terminés dans la période;63;9;30;110;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nb de séjours non terminés dans la période;4;10;3;33.333333333;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nb de patients (1);52;11;30;73.333333333;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nb moyen de diagnostics (DCMPP, DCMPA, DA);2.7798742138;13;2.0430107527;36.067527309;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Durée moyenne des sous-séquences;11.396226415;14;16.043010753;-28.96454044;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Durée moyenne des séquences terminées;21.226415094;15;32.078947368;-33.83069946;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Durée moyenne des séjours terminés;31.793650794;16;39.1;-18.68631511;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:45:59";="800000036";Nb moyen de séjours par patient (1);1.3076923077;17;1.1666666667;12.087912088;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nombre de RAPSS transmis;18;1;20;-10;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nb de journées de prise en charge;219;2;172;27.325581395;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Dont nombre de journées prise en charge en EHPAD;219;3;172;27.325581395;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;0;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Dont nombre de journées prise en charge en ES;0;5;0;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Dont nombre de journées prise en charge en SSIAD/SPASAD;0;6;0;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nb de séquences terminées dans la période;12;7;14;-14.28571429;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nb de séquences non terminées dans la période;1;8;0;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nb de séjours terminés dans la période;10;9;12;-16.66666667;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nb de séjours non terminés dans la période;1;10;0;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nb de patients (1);11;11;12;-8.333333333;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nb moyen de diagnostics (DCMPP, DCMPA, DA);2.7777777778;13;2.8;-0.793650794;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Durée moyenne des sous-séquences;12.166666667;14;8.6;41.472868217;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Durée moyenne des séquences terminées;7.8333333333;15;12.285714286;-36.24031008;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Durée moyenne des séjours terminés;9.4;16;14.333333333;-34.41860465;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:56";="800000077";Nb moyen de séjours par patient (1);1;17;1;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nombre de RAPSS transmis;59;1;52;13.461538462;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nb de journées de prise en charge;518;2;449;15.367483296;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Dont nombre de journées prise en charge en EHPAD;160;3;167;-4.191616766;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;6;-100;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Dont nombre de journées prise en charge en ES;24;5;11;118.18181818;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Dont nombre de journées prise en charge en SSIAD/SPASAD;334;6;265;26.037735849;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nb de séquences terminées dans la période;45;7;38;18.421052632;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nb de séquences non terminées dans la période;0;8;4;-100;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nb de séjours terminés dans la période;32;9;26;23.076923077;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nb de séjours non terminés dans la période;0;10;4;-100;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nb de patients (1);31;11;30;3.3333333333;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nb moyen de modes de prise en charge associés;1.1186440678;12;1.2115384615;-7.667473769;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nb moyen de diagnostics (DCMPP, DCMPA, DA);6.7796610169;13;8.1923076923;-17.24357444;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Durée moyenne des sous-séquences;8.7796610169;14;8.6346153846;1.6798157865;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Durée moyenne des séquences terminées;11.888888889;15;16.236842105;-26.77831803;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Durée moyenne des séjours terminés;17.28125;16;23.384615385;-26.09991776;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:22";="800000069";Nb moyen de séjours par patient (1);1.0322580645;17;1;3.2258064516;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nombre de RAPSS transmis;427;1;372;14.784946237;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nb de journées de prise en charge;3362;2;2989;12.479089997;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Dont nombre de journées prise en charge en EHPAD;2443;3;1833;33.27877796;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Dont nombre de journées prise en charge en EMS hors EHPAD;85;4;13;553.84615385;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Dont nombre de journées prise en charge en ES;108;5;74;45.945945946;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Dont nombre de journées prise en charge en SSIAD/SPASAD;726;6;1069;-32.08606174;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nb de séquences terminées dans la période;320;7;285;12.280701754;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nb de séquences non terminées dans la période;8;8;4;100;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nb de séjours terminés dans la période;168;9;146;15.068493151;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nb de séjours non terminés dans la période;8;10;4;100;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nb de patients (1);159;11;130;22.307692308;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nb moyen de modes de prise en charge associés;1.0468384075;12;1.0349462366;1.1490617111;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nb moyen de diagnostics (DCMPP, DCMPA, DA);7.1451990632;13;7.623655914;-6.275950228;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Durée moyenne des sous-séquences;7.8735362998;14;8.0349462366;-2.008848996;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Durée moyenne des séquences terminées;10.203125;15;10.578947368;-3.552549751;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Durée moyenne des séjours terminés;19.333333333;16;21;-7.936507937;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:22";="590782652";Nb moyen de séjours par patient (1);1.1132075472;17;1.1615384615;-4.160939648;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nombre de RAPSS transmis;15;1;17;-11.76470588;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nb de journées de prise en charge;105;2;185;-43.24324324;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Dont nombre de journées prise en charge en EHPAD;105;3;185;-43.24324324;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;0;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Dont nombre de journées prise en charge en ES;0;5;0;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Dont nombre de journées prise en charge en SSIAD/SPASAD;0;6;0;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nb de séquences terminées dans la période;12;7;11;9.0909090909;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nb de séquences non terminées dans la période;0;8;0;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nb de séjours terminés dans la période;9;9;7;28.571428571;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nb de séjours non terminés dans la période;0;10;0;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nb de patients (1);8;11;7;14.285714286;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nb moyen de modes de prise en charge associés;1.1333333333;12;1.1176470588;1.4035087719;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nb moyen de diagnostics (DCMPP, DCMPA, DA);11.8;13;12.588235294;-6.261682243;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Durée moyenne des sous-séquences;7;14;10.882352941;-35.67567568;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Durée moyenne des séquences terminées;8.75;15;16.818181818;-47.97297297;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Durée moyenne des séjours terminés;11.666666667;16;26.428571429;-55.85585586;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Nb moyen de séjours par patient (1);1.125;17;1;12.5;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nombre de RAPSS transmis;137;1;104;31.730769231;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de journées de prise en charge;1665;2;1520;9.5394736842;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Dont nombre de journées prise en charge en EHPAD;964;3;915;5.3551912568;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;0;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Dont nombre de journées prise en charge en ES;0;5;0;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Dont nombre de journées prise en charge en SSIAD/SPASAD;701;6;605;15.867768595;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de séquences terminées dans la période;89;7;50;78;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de séquences non terminées dans la période;5;8;6;-16.66666667;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de séjours terminés dans la période;53;9;37;43.243243243;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de séjours non terminés dans la période;5;10;6;-16.66666667;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de patients (1);55;11;35;57.142857143;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb moyen de diagnostics (DCMPP, DCMPA, DA);2.2919708029;13;1.9903846154;15.152156282;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Durée moyenne des sous-séquences;12.153284672;14;14.615384615;-16.84594698;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Durée moyenne des séquences terminées;16.696629213;15;24.96;-33.10645347;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Durée moyenne des séjours terminés;33.981132075;16;30.216216216;12.459918318;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb moyen de séjours par patient (1);1.0727272727;17;1.2571428571;-14.66942149;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nombre de RAPSS transmis;632;1;574;10.104529617;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de journées de prise en charge;4472;2;4585;-2.464558342;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge en EHPAD;4000;3;4198;-4.716531682;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge en EMS hors EHPAD;40;4;39;2.5641025641;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge en ES;9;5;25;-64;2022.12;X590048476;02FEB23;14:56:04
