"champ";"statut";"annee";"periode";"date du resultat";"ipe";exotm;COUNT;PERCENT;count1;percent1;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/30 11:03:15";="590780193";5 : Assuré ou bénéficiaire exonéré (régime exonérant);11;0.4495300368;136;0.6353358871;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:15";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;56;2.2885165509;1173;5.4797720265;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:14";="590782652";0 : Pas d'exonération;46;5.6029232643;619;4.0043990167;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:14";="590782652";1 : Soins en rapport avec K>60 ou montant>120¤;43;5.2375152253;712;4.6060292405;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:14";="590782652";2 : Soins relatifs à un séjour > 30 jours;23;2.8014616322;996;6.443265623;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:14";="590782652";4 : Soins conformes au protocole ALD;701;85.383678441;12978;83.956527364;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:14";="590782652";5 : Assuré ou bénéficiaire exonéré (régime exonérant);6;0.730816078;149;0.9639021866;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:14";="590782652";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;2;0.2436053593;4;0.0258765688;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:27";="600100713";0 : Pas d'exonération;34;8.6734693878;924;9.4555873926;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:27";="600100713";1 : Soins en rapport avec K>60 ou montant>120¤;1;0.2551020408;15;0.1534997953;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:27";="600100713";2 : Soins relatifs à un séjour > 30 jours;2;0.5102040816;33;0.3376995497;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:27";="600100713";4 : Soins conformes au protocole ALD;306;78.06122449;7460;76.340564879;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:27";="600100713";5 : Assuré ou bénéficiaire exonéré (régime exonérant);49;12.5;1340;13.712648383;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";0 : Pas d'exonération;14;4.9469964664;339;4.8352588789;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";2 : Soins relatifs à un séjour > 30 jours;2;0.7067137809;159;2.2678647839;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";3 : Soins particuliers exonérés;1;0.3533568905;15;0.2139495079;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";4 : Soins conformes au protocole ALD;224;79.151943463;5524;78.790472115;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";5 : Assuré ou bénéficiaire exonéré (régime exonérant);37;13.074204947;760;10.840108401;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;5;1.7667844523;214;3.0523463129;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";0 : Pas d'exonération;19;7.3643410853;558;6.8323741888;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";1 : Soins en rapport avec K>60 ou montant>120¤;1;0.3875968992;16;0.195910371;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";2 : Soins relatifs à un séjour > 30 jours;1;0.3875968992;135;1.6529937554;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";3 : Soins particuliers exonérés;4;1.5503875969;143;1.7509489409;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";4 : Soins conformes au protocole ALD;202;78.294573643;6310;77.262152565;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";5 : Assuré ou bénéficiaire exonéré (régime exonérant);31;12.015503876;1005;12.305620179;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:17";="800000036";0 : Pas d'exonération;18;11.042944785;182;3.7518037518;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:17";="800000036";1 : Soins en rapport avec K>60 ou montant>120¤;1;0.6134969325;35;0.7215007215;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:17";="800000036";2 : Soins relatifs à un séjour > 30 jours;4;2.4539877301;35;0.7215007215;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:17";="800000036";4 : Soins conformes au protocole ALD;126;77.300613497;4215;86.889301175;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:17";="800000036";5 : Assuré ou bénéficiaire exonéré (régime exonérant);14;8.5889570552;384;7.9158936302;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:22";="800000069";0 : Pas d'exonération;31;12.252964427;1219;13.075190389;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:22";="800000069";2 : Soins relatifs à un séjour > 30 jours;7;2.766798419;388;4.1617505095;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:22";="800000069";3 : Soins particuliers exonérés;7;2.766798419;35;0.3754156387;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:22";="800000069";4 : Soins conformes au protocole ALD;179;70.750988142;6745;72.347956666;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:22";="800000069";5 : Assuré ou bénéficiaire exonéré (régime exonérant);26;10.276679842;890;9.5462833852;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:22";="800000069";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;3;1.185770751;46;0.4934034109;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:36";="800000077";0 : Pas d'exonération;16;16;360;10.053057805;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:36";="800000077";1 : Soins en rapport avec K>60 ou montant>120¤;1;1;2;0.0558503211;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:36";="800000077";2 : Soins relatifs à un séjour > 30 jours;2;2;38;1.0611561016;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:36";="800000077";4 : Soins conformes au protocole ALD;60;60;2297;64.144093829;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:36";="800000077";5 : Assuré ou bénéficiaire exonéré (régime exonérant);21;21;884;24.685841944;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:27";="800000085";0 : Pas d'exonération;1;0.5747126437;3;0.0460687961;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:27";="800000085";2 : Soins relatifs à un séjour > 30 jours;5;2.8735632184;508;7.800982801;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:27";="800000085";4 : Soins conformes au protocole ALD;166;95.402298851;5809;89.204545455;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:27";="800000085";5 : Assuré ou bénéficiaire exonéré (régime exonérant);1;0.5747126437;182;2.7948402948;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:27";="800000085";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;1;0.5747126437;10;0.1535626536;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:25";="800000093";0 : Pas d'exonération;82;35.497835498;1372;25.03192848;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:25";="800000093";3 : Soins particuliers exonérés;4;1.7316017316;90;1.6420361248;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:25";="800000093";4 : Soins conformes au protocole ALD;110;47.619047619;3152;57.507754059;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:25";="800000093";5 : Assuré ou bénéficiaire exonéré (régime exonérant);29;12.554112554;838;15.289180806;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:25";="800000093";X: séjours non facturables, en attente de droits ou pb de codage;6;2.5974025974;29;0.5291005291;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:17";="800000523";1 : Soins en rapport avec K>60 ou montant>120¤;2;0.1445086705;330;0.3729825037;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:17";="800000523";2 : Soins relatifs à un séjour > 30 jours;12;0.8670520231;919;1.0386997604;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:17";="800000523";4 : Soins conformes au protocole ALD;1369;98.916184971;87225;98.586057236;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:17";="800000523";8 : Réservé Régime Général;1;0.0722543353;2;0.0022605;2022.11;X800000523;22DEC22;10:53:02
