"champ";"statut";"annee";"periode";"date du resultat";"ipe";exotm;natass;sej_fact;tremb;taux;COUNT;PERCENT;count1;percent1;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;35;1.4546965919;431;2.0749085307;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;1 Séjour facturable à l'AM;100;100;1;0.0415627598;21;0.1010976314;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";2 : Soins relatifs à un séjour > 30 jours;30 : Maternité;1 Séjour facturable à l'AM;100;100;5;0.2078137988;106;0.5103023301;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";3 : Soins particuliers exonérés;10 : Maladie;1 Séjour facturable à l'AM;100;100;123;5.1122194514;2195;10.567109571;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;1773;73.690773067;8233;39.635085692;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;11;0.4571903574;136;0.6547275178;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;10 : Maladie;1 Séjour facturable à l'AM;100;80;2;0.0831255195;40;0.192566917;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;10 : Maladie;1 Séjour facturable à l'AM;100;100;11;0.4571903574;535;2.5755825149;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;30 : Maternité;1 Séjour facturable à l'AM;100;100;11;0.4571903574;203;0.9772771038;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;62;2.5768911056;501;2.4119006355;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;100;1;0.0415627598;7;0.0336992105;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;80;18;0.7481296758;697;3.3554785288;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;6;0.2493765586;116;0.5584440593;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:42";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;30 : Maternité;2 En attente de décision sur le taux de prise en charge du patient;80;0;1;0.0415627598;45;0.2166377816;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:36";="590782652";0 : Pas d'exonération;41 : Accident du;1 Séjour facturable à l'AM;100;100;6;0.730816078;227;1.4684952775;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:36";="590782652";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;43;5.2375152253;712;4.6060292405;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:36";="590782652";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;701;85.383678441;12978;83.956527364;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:36";="590782652";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;6;0.730816078;149;0.9639021866;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:36";="590782652";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;1 Séjour facturable à l'AM;100;100;2;0.2436053593;4;0.0258765688;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:36";="590782652";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;40;4.8721071864;392;2.5359037392;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:36";="590782652";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;80;15;1.8270401949;678;4.386078406;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:36";="590782652";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;8;0.9744214373;318;2.057187217;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:52";="600100713";0 : Pas d'exonération;41 : Accident du;1 Séjour facturable à l'AM;100;100;1;0.2680965147;21;0.2177068215;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:52";="600100713";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.2680965147;15;0.1555048725;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:52";="600100713";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;292;78.284182306;7360;76.301057433;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:52";="600100713";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;46;12.332439678;1319;13.674061787;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:52";="600100713";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;31;8.3109919571;898;9.3095583662;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:52";="600100713";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;2;0.5361930295;33;0.3421107195;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";3 : Soins particuliers exonérés;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.3533568905;15;0.2139495079;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;224;79.151943463;5524;78.790472115;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;37;13.074204947;760;10.840108401;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;1 Séjour facturable à l'AM;100;100;5;1.7667844523;214;3.0523463129;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;14;4.9469964664;339;4.8352588789;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;2;0.7067137809;159;2.2678647839;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:46";="800000028";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.3875968992;16;0.195910371;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:46";="800000028";3 : Soins particuliers exonérés;10 : Maladie;1 Séjour facturable à l'AM;100;100;4;1.5503875969;143;1.7509489409;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:46";="800000028";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;201;77.906976744;6307;77.225419371;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:46";="800000028";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;1 Séjour facturable à l'AM;100;100;1;0.3875968992;3;0.0367331946;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:46";="800000028";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;31;12.015503876;1005;12.305620179;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:46";="800000028";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;19;7.3643410853;558;6.8323741888;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:46";="800000028";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;1;0.3875968992;135;1.6529937554;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:39";="800000036";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.6134969325;35;0.7215007215;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:39";="800000036";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;80;1;0.6134969325;66;1.3605442177;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:39";="800000036";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;125;76.687116564;4149;85.528756957;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:39";="800000036";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;14;8.5889570552;384;7.9158936302;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:39";="800000036";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;18;11.042944785;182;3.7518037518;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:39";="800000036";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;4;2.4539877301;35;0.7215007215;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";0 : Pas d'exonération;30 : Maternité;1 Séjour facturable à l'AM;100;100;1;0.395256917;3;0.0321784833;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";3 : Soins particuliers exonérés;10 : Maladie;1 Séjour facturable à l'AM;100;100;6;2.371541502;27;0.2896063499;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;148;58.498023715;4891;52.461653974;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;19;7.5098814229;533;5.71704387;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;1 Séjour facturable à l'AM;100;100;3;1.185770751;46;0.4934034109;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;21;8.3003952569;638;6.8432907862;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;100;2;0.790513834;216;2.3168507991;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";0 : Pas d'exonération;10 : Maladie;2 En attente de décision sur le taux de prise en charge du patient;80;0;7;2.766798419;362;3.8828703207;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;7;2.766798419;388;4.1617505095;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";3 : Soins particuliers exonérés;10 : Maladie;2 En attente de décision sur le taux de prise en charge du patient;80;0;1;0.395256917;8;0.0858092889;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";4 : Soins conformes au protocole ALD;10 : Maladie;2 En attente de décision sur le taux de prise en charge du patient;80;0;31;12.252964427;1854;19.886302692;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:48";="800000069";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;2 En attente de décision sur le taux de prise en charge du patient;80;0;7;2.766798419;357;3.8292395152;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:54";="800000077";0 : Pas d'exonération;30 : Maternité;1 Séjour facturable à l'AM;100;100;1;1;41;1.1449315834;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:54";="800000077";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;1;2;0.0558503211;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:54";="800000077";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;60;60;2297;64.144093829;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:54";="800000077";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;21;21;884;24.685841944;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:54";="800000077";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;15;15;319;8.9081262217;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:54";="800000077";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;2;2;38;1.0611561016;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:47";="800000085";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;166;95.402298851;5809;89.204545455;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:47";="800000085";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.5747126437;182;2.7948402948;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:47";="800000085";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.5747126437;10;0.1535626536;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:47";="800000085";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;1;0.5747126437;3;0.0460687961;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:47";="800000085";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;80;4;2.2988505747;205;3.148034398;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:47";="800000085";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;1;0.5747126437;303;4.6529484029;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:53";="800000093";0 : Pas d'exonération;41 : Accident du;1 Séjour facturable à l'AM;100;100;1;0.4444444444;63;1.1555392517;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:53";="800000093";3 : Soins particuliers exonérés;10 : Maladie;1 Séjour facturable à l'AM;100;100;4;1.7777777778;90;1.6507703595;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:53";="800000093";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;110;48.888888889;3152;57.813646368;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:53";="800000093";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;29;12.888888889;838;15.370506236;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:53";="800000093";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;78;34.666666667;1277;23.422597212;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:53";="800000093";0 : Pas d'exonération;10 : Maladie;2 En attente de décision sur le taux de prise en charge du patient;80;80;3;1.3333333333;32;0.5869405723;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:46";="800000523";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;2;0.1445086705;330;0.3729825037;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:46";="800000523";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;1369;98.916184971;87225;98.586057236;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:46";="800000523";8 : Réservé Régime Général;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.0722543353;2;0.0022605;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:46";="800000523";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;12;0.8670520231;919;1.0386997604;2022.11;X800000523;22DEC22;10:53:02
