"champ";"statut";"annee";"periode";"date du resultat";"ipe";gdreg;COUNT;PERCENT;count1;percent1;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/30 11:42:29";="590782652";08 Militaires de carrière;10;1.1185682327;259;1.5301902399;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:29";="590782652";90 Caisse d'Assurance Maladie des cultes;1;0.1118568233;17;0.1004371972;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:29";="590782652";91 Mutuelle Générale de l'Education Nationale (MGEN);26;2.9082774049;251;1.4829256765;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:29";="590782652";93 Mutuelle Générale de la Police (MGP);1;0.1118568233;42;0.2481389578;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:29";="590782652";99 Autres mutuelles;11;1.2304250559;196;1.1579818031;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:15";="020000022";01 Régime général;212;84.8;8428;79.644679645;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:15";="020000022";02 Régime agricole;30;12;1517;14.335664336;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:15";="020000022";04 SNCF;3;1.2;462;4.3659043659;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:15";="020000022";08 Militaires de carrière;1;0.4;36;0.3402003402;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:15";="020000022";91 Mutuelle Générale de l'Education Nationale (MGEN);3;1.2;60;0.567000567;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:15";="020000022";99 Autres mutuelles;1;0.4;79;0.7465507466;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:50:00";="800000085";01 Régime général;162;83.937823834;5357;76.234523979;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:00";="800000085";02 Régime agricole;26;13.471502591;1626;23.139319767;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:00";="800000085";04 SNCF;2;1.0362694301;26;0.3700014231;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:00";="800000085";91 Mutuelle Générale de l'Education Nationale (MGEN);2;1.0362694301;7;0.0996157678;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:00";="800000085";99 Autres mutuelles;1;0.518134715;11;0.1565390636;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";01 Régime général;1103;91.23242349;17500;93.268667058;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";02 Régime agricole;20;1.6542597188;278;1.4816393967;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";04 SNCF;12;0.9925558313;182;0.9699941374;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";05 RATP;1;0.0827129859;5;0.0266481906;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";07 Mineurs et assimilés;2;0.1654259719;31;0.1652187816;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";08 Militaires de carrière;11;0.9098428453;103;0.5489527261;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";10 Clercs et employés de notaire;1;0.0827129859;9;0.0479667431;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";90 Caisse d'Assurance Maladie des cultes;6;0.4962779156;48;0.2558226296;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";91 Mutuelle Générale de l'Education Nationale (MGEN);41;3.3912324235;408;2.174492352;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";93 Mutuelle Générale de la Police (MGP);1;0.0827129859;3;0.0159889144;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:19";="590048476";99 Autres mutuelles;11;0.9098428453;196;1.044609071;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:56:46";="800000028";01 Régime général;231;83.09352518;7433;82.653174691;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:46";="800000028";02 Régime agricole;32;11.510791367;1217;13.532747693;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:46";="800000028";07 Mineurs et assimilés;4;1.4388489209;74;0.8228622262;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:46";="800000028";91 Mutuelle Générale de l'Education Nationale (MGEN);7;2.5179856115;154;1.7124430112;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:46";="800000028";99 Autres mutuelles;4;1.4388489209;115;1.2787723785;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";01 Régime général;2436;90.625;21716;93.353967845;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";02 Régime agricole;20;0.744047619;85;0.3654028029;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";04 SNCF;27;1.0044642857;136;0.5846444846;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";06 Etablissement National des Invalides de la Marine (ENIM);1;0.037202381;1;0.0042988565;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";08 Militaires de carrière;1;0.037202381;17;0.0730805606;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";10 Clercs et employés de notaire;4;0.1488095238;4;0.017195426;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";91 Mutuelle Générale de l'Education Nationale (MGEN);153;5.6919642857;729;3.1338663915;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";93 Mutuelle Générale de la Police (MGP);2;0.0744047619;89;0.3825982289;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";99 Autres mutuelles;11;0.4092261905;120;0.5158627805;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:06";="590780193";XX;33;1.2276785714;365;1.569082624;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:00:49";="600100721";01 Régime général;283;91.585760518;6950;91.11169376;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:49";="600100721";02 Régime agricole;9;2.9126213592;452;5.9255374934;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:49";="600100721";04 SNCF;1;0.3236245955;15;0.1966439434;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:49";="600100721";05 RATP;2;0.6472491909;5;0.0655479811;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:49";="600100721";08 Militaires de carrière;4;1.2944983819;81;1.0618772942;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:49";="600100721";14 Assemblée Nationale;1;0.3236245955;1;0.0131095962;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:49";="600100721";91 Mutuelle Générale de l'Education Nationale (MGEN);9;2.9126213592;124;1.6255899318;2022.12;X600100721;13FEB23;16:00:35
