"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib_tab;ref_tab;nb_sej;nb_seq;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];1;1;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Code géographique erroné ou imprécis;[1.Q.3.CGI];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];1;1;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];57;70;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];42;56;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];21;24;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];1;1;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];7;9;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];288;391;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Chaînage - codes retour;[1.Q.6.CHCR];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Synthèse de la procédure;[1.Q.6.CHSP];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];2;2;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];74;74;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];1;1;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];18;21;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:58";="590048476";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];99;113;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];14;17;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];1;1;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Code géographique erroné ou imprécis;[1.Q.3.CGI];8;9;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];5;5;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];2;2;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];22;26;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];27;28;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];42;52;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];16;22;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];4;5;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];7;7;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];23;26;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];9;9;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Chaînage - codes retour;[1.Q.6.CHCR];11;12;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Synthèse de la procédure;[1.Q.6.CHSP];1;1;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";RAPSS avec séquencement en erreur;[1.Q.7.SCS];7;7;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];2;3;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];2;2;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];10;10;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];18;18;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];1;1;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];1;1;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:41";="590780193";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];112;168;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];2;2;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];1;1;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Code géographique erroné ou imprécis;[1.Q.3.CGI];2;8;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];1;1;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];9;28;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];6;10;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];2;2;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];5;9;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Chaînage - codes retour;[1.Q.6.CHCR];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Synthèse de la procédure;[1.Q.6.CHSP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];56;56;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];2;2;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];10;22;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:35";="590782652";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:51";="600100713";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];148;179;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:51";="600100713";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:51";="600100713";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];0;0;2022.11;X600100713;22DEC22;15:00:15
