"champ";"statut";"annee";"periode";"date du resultat";"ipe";lig;eff;nbj;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séquences avec durée de séquence inconstante;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:33";="590782652";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb de séjours;392;9772;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séjours avec plus d'une séquence;114;4888;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séjours avec plus d'une sous séquence;114;4888;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb de séquences;578;9772;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séquences avec plus d'une sous séquence;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séjours avec sexe inconstant;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séjours avec durée de séjour inconstante;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séquences avec durée de séquence inconstante;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:48";="600100713";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb de séjours;285;7037;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séjours avec plus d'une séquence;47;1667;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séjours avec plus d'une sous séquence;150;6137;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb de séquences;339;7037;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séquences avec plus d'une sous séquence;132;5514;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séjours avec sexe inconstant;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séjours avec durée de séjour inconstante;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séquences avec durée de séquence inconstante;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb de séjours;258;8167;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séjours avec plus d'une séquence;42;2665;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séjours avec plus d'une sous séquence;141;7137;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb de séquences;313;8167;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séquences avec plus d'une sous séquence;151;6702;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séjours avec sexe inconstant;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séjours avec durée de séjour inconstante;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séquences avec durée de séquence inconstante;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:44";="800000028";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb de séjours;163;4851;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séjours avec plus d'une séquence;61;2788;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séjours avec plus d'une sous séquence;96;4330;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb de séquences;277;4851;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séquences avec plus d'une sous séquence;83;3633;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séjours avec sexe inconstant;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séjours avec durée de séjour inconstante;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séquences avec durée de séquence inconstante;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb de séjours;253;9323;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séjours avec plus d'une séquence;93;4876;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séjours avec plus d'une sous séquence;161;8569;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb de séquences;437;9323;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séquences avec plus d'une sous séquence;157;7353;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séjours avec sexe inconstant;0;0;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séjours avec durée de séjour inconstante;0;0;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:44";="800000069";Nb séquences avec durée de séquence inconstante;0;0;2022.11;X800000069;22DEC22;12:54:07
