"champ";"statut";"annee";"periode";"date du resultat";"ipe";dg;lib_diag;nb_pat;nbsej;nbseq;dms;age_moy;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";Z742;Besoin d'assistance à domicile, aucun autre membre du foyer n'étant capable d'assurer les soins;23;32;43;15.96875;74.652173913;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";Z750;Absence de services médicaux à domicile;0;0;0;;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";Z751;Sujet attendant d'être admis ailleurs, dans un établissement adéquat;0;0;0;;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";Z754;Autres organisations d'aide non disponibles et non accessibles;0;0;0;;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5500;Analphabétisme et illettrisme;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5508;Faibles niveaux éducatifs, autres et sans précision;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z551;Scolarisation inexistante ou inaccessible;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z565;Mauvais adaptation au travail;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z590;Sans abri;1;1;1;;72;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5910;Logement insalubre ou impropre à l'habitation;2;3;12;55.333333333;84;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5911;Logement sans confort;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5912;Logement inadéquat du fait de l'état de santé de la personne;1;1;2;;52;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5913;Logement en habitat temporaire ou de fortune;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5950;Absence totale de revenu, d'aide et de prestation financière;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5958;Situation de pauvreté extrême, autres et sans précision;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5960;Bénéficiaire de la CMUc;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5961;Bénéficiaire de l'AME;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5962;Bénéficiaire de minima sociaux;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5968;Faibles revenus, autres et non précisés;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5970;Absence de couverture sociale;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z5978;Couverture sociale et secours insuffisants, autres et non précisés;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z6020;Personne vivant seule à son domicile;65;103;203;24.067961165;75.661538462;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z6030;Difficultés liées à la langue;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z6038;Difficultés d'acculturation, autres et non précisées;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z604;Exclusion et rejet sociaux;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z605;Cible d'une discrimination et d'une persécution;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z620;Surveillance inadéquate de la part des parents;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z634;Disparition et décès d'un membre de la famille;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z635;Dislocation de la famille par séparation et divorce;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z637;Difficultés liées au fait d'avoir un parent à charge au domicile, nécessitant des soins;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z653;Difficultés liées à d'autres situations juridiques;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z742;Besoin d'assistance à domicile, aucun autre membre du foyer n'étant capable d'assurer les soins;2;2;2;20;84;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z750;Absence de services médicaux à domicile;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z751;Sujet attendant d'être admis ailleurs, dans un établissement adéquat;1;1;1;15;84;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";Z754;Autres organisations d'aide non disponibles et non accessibles;0;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5500;Analphabétisme et illettrisme;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5508;Faibles niveaux éducatifs, autres et sans précision;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z551;Scolarisation inexistante ou inaccessible;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z565;Mauvais adaptation au travail;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z590;Sans abri;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5910;Logement insalubre ou impropre à l'habitation;1;1;1;109;37;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5911;Logement sans confort;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5912;Logement inadéquat du fait de l'état de santé de la personne;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5913;Logement en habitat temporaire ou de fortune;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5950;Absence totale de revenu, d'aide et de prestation financière;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5958;Situation de pauvreté extrême, autres et sans précision;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5960;Bénéficiaire de la CMUc;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5961;Bénéficiaire de l'AME;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5962;Bénéficiaire de minima sociaux;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5968;Faibles revenus, autres et non précisés;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5970;Absence de couverture sociale;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z5978;Couverture sociale et secours insuffisants, autres et non précisés;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z6020;Personne vivant seule à son domicile;1;1;1;56;72;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z6030;Difficultés liées à la langue;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z6038;Difficultés d'acculturation, autres et non précisées;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z604;Exclusion et rejet sociaux;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z605;Cible d'une discrimination et d'une persécution;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z620;Surveillance inadéquate de la part des parents;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z634;Disparition et décès d'un membre de la famille;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z635;Dislocation de la famille par séparation et divorce;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z637;Difficultés liées au fait d'avoir un parent à charge au domicile, nécessitant des soins;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z653;Difficultés liées à d'autres situations juridiques;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z742;Besoin d'assistance à domicile, aucun autre membre du foyer n'étant capable d'assurer les soins;4;4;4;20;59.25;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z750;Absence de services médicaux à domicile;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z751;Sujet attendant d'être admis ailleurs, dans un établissement adéquat;2;4;4;35.25;52;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";Z754;Autres organisations d'aide non disponibles et non accessibles;0;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:45";="600100721";Z5500;Analphabétisme et illettrisme;0;0;0;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:45";="600100721";Z5508;Faibles niveaux éducatifs, autres et sans précision;0;0;0;;;2022.11;X600100721;02JAN23;9:22:25
