"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib_tab;ref_tab;nb_sej;nb_seq;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Chaînage - codes retour;[1.Q.6.CHCR];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Synthèse de la procédure;[1.Q.6.CHSP];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:57:04";="800000093";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];172;205;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Code géographique erroné ou imprécis;[1.Q.3.CGI];1;1;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];1;1;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];1;2;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];29;33;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];1;1;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];10;10;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];11;12;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Chaînage - codes retour;[1.Q.6.CHCR];1;2;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Synthèse de la procédure;[1.Q.6.CHSP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];2;2;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];28;29;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:45";="600100713";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];139;165;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];8;8;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];13;13;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Code géographique erroné ou imprécis;[1.Q.3.CGI];10;19;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];4;4;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];102;181;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];19;35;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];1;1;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];1;1;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];1;1;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];3;3;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];2;2;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];1;1;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];2;2;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];3;3;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];1;1;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];11;11;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Chaînage - codes retour;[1.Q.6.CHCR];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Synthèse de la procédure;[1.Q.6.CHSP];2;3;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];3;3;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];7;7;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];8;8;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];14;26;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:30";="800000523";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];22;38;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];1;1;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Code géographique erroné ou imprécis;[1.Q.3.CGI];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];2;2;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];11;26;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];2;4;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];17;32;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Chaînage - codes retour;[1.Q.6.CHCR];1;2;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Synthèse de la procédure;[1.Q.6.CHSP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];1;1;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:30";="800000036";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];0;0;2022.12;X800000077;27JAN23;7:43:50
