"champ";"statut";"annee";"periode";"date du resultat";"ipe";lig;eff;nbj;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séquences avec durée de séquence inconstante;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:27";="800000523";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb de séjours;173;5266;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séjours avec plus d'une séquence;70;3555;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séjours avec plus d'une sous séquence;105;4736;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb de séquences;306;5266;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séquences avec plus d'une sous séquence;91;3895;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séjours avec sexe inconstant;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séjours avec durée de séjour inconstante;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séquences avec durée de séquence inconstante;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb de séjours;109;3942;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séjours avec plus d'une séquence;9;209;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séjours avec plus d'une sous séquence;61;3547;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb de séquences;118;3942;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séquences avec plus d'une sous séquence;58;3453;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séjours avec sexe inconstant;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séjours avec durée de séjour inconstante;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séquences avec durée de séquence inconstante;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:18";="800000077";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb de séjours;273;10253;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séjours avec plus d'une séquence;101;5313;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séjours avec plus d'une sous séquence;177;9470;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb de séquences;473;10253;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séquences avec plus d'une sous séquence;176;8166;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séjours avec sexe inconstant;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séjours avec durée de séjour inconstante;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séquences avec durée de séquence inconstante;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:53";="800000069";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb de séjours;894;16926;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séjours avec plus d'une séquence;358;12767;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séjours avec plus d'une sous séquence;440;14840;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb de séquences;1607;16926;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séquences avec plus d'une sous séquence;385;10163;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séjours avec sexe inconstant;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séjours avec durée de séjour inconstante;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séquences avec durée de séquence inconstante;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:53";="590782652";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb de séjours;250;10582;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séjours avec plus d'une séquence;90;6495;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séjours avec plus d'une sous séquence;158;9967;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb de séquences;516;10582;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séquences avec plus d'une sous séquence;192;8541;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séjours avec sexe inconstant;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séjours avec durée de séjour inconstante;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séquences avec durée de séquence inconstante;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séquences avec score de dépendance aux activités de la vie quotidienne insconstant;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séjours avec incohérence entre une date de fin de séquence et la date de début de séquence suivante;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des séquences;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séjours avec incohérence entre la durée de séjour et la somme des durées des sous séquences;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séquences avec incohérence entre une date de fin de sous séquence et la date de début de sous séquence suivante;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:32";="020000022";Nb séquences avec incohérence entre la durée de séquences et la somme des durées des sous séquences;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb de séjours;193;7027;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séjours avec plus d'une séquence;72;4530;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séjours avec plus d'une sous séquence;111;6413;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb de séquences;303;7027;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séquences avec plus d'une sous séquence;118;5584;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séjours avec sexe inconstant;0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séjours avec mode d'entrée-provenance inconstant (signalement);0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séjours avec mode de sortie-destination inconstant (signalement);0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séjours avec durée de séjour inconstante;0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séquences avec mode de prise en charge principal inconstant;0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séquences avec mode de prise en charge associé inconstant;0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séquences avec indice de Karnofsky inconstant;0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:19";="800000085";Nb séquences avec durée de séquence inconstante;0;0;2022.12;X800000085;01FEB23;15:49:45
