"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;noligne;nb;nb1;evol;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/27 13:05:14";="020000022";Durée moyenne des sous-séquences;16;12.689032258;14.023383769;-9.515189293;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:14";="020000022";Durée moyenne des séquences terminées;17;21.190687361;24.700956938;-14.21106715;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:14";="020000022";Durée moyenne des séjours terminés;18;54.609756098;41.396039604;31.920243144;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:14";="020000022";Nb moyen de séjours par patient (1);19;1.6041666667;1.5306122449;4.8055555556;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS (hors GHT 99);1;1942;2008;-3.28685259;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de prise en charge;2;17168;20498;-16.24548736;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Dont nombre de journées prise en charge au domicile du patient;3;12544;16329;-23.17961908;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Dont nombre de journées prise en charge en ESMS;4;3995;4000;-0.125;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Dont nombre de journées prise en charge en EHPAD;5;3555;3712;-4.229525862;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Dont nombre de journées prise en charge en EMS hors EHPAD;6;40;20;100;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Dont nombre de journées prise en charge en ES;7;9;25;-64;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;391;243;60.905349794;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de séquences terminées dans la période;9;1411;1387;1.7303532805;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de séquences non terminées dans la période;10;40;54;-25.92592593;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de séjours terminés dans la période;11;1072;1081;-0.832562442;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de séjours non terminés dans la période;12;40;57;-29.8245614;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de patients (1);13;843;896;-5.915178571;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb moyen de modes de prise en charge associés;14;1.0036045314;1.0089641434;-0.531199453;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;2.7430484037;3.2161354582;-14.70979878;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Durée moyenne des sous-séquences;16;8.8403707518;10.208167331;-13.39904152;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Durée moyenne des séquences terminées;17;12.3621545;14.97260274;-17.43483271;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Durée moyenne des séjours terminés;18;16.433768657;19.394079556;-15.26399276;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb moyen de séjours par patient (1);19;1.3190984579;1.2700892857;3.8587186527;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nombre de RAPSS (hors GHT 99);1;3158;3135;0.7336523126;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nb de journées de prise en charge;2;21368;22477;-4.933932464;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Dont nombre de journées prise en charge au domicile du patient;3;21300;21653;-1.630259087;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Dont nombre de journées prise en charge en ESMS;4;48;695;-93.09352518;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Dont nombre de journées prise en charge en EHPAD;5;34;168;-79.76190476;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Dont nombre de journées prise en charge en ES;7;0;0;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;14;527;-97.34345351;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nb de séquences terminées dans la période;9;2714;2855;-4.938704028;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nb de séquences non terminées dans la période;10;39;28;39.285714286;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nb de séjours terminés dans la période;11;2405;2314;3.9325842697;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nb de séjours non terminés dans la période;12;39;47;-17.0212766;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nb de patients (1);13;966;942;2.5477707006;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nb moyen de modes de prise en charge associés;14;1.1076630779;1.1457735247;-3.326176247;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;3.2390753642;3.780861244;-14.32969487;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Durée moyenne des sous-séquences;16;6.7663077897;7.1696969697;-5.626307244;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Durée moyenne des séquences terminées;17;7.7343404569;7.7929947461;-0.752654032;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Durée moyenne des séjours terminés;18;8.5954261954;9.6188418323;-10.63969711;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:09";="590780193";Nb moyen de séjours par patient (1);19;2.5217391304;2.4978768577;0.9553022044;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nombre de RAPSS (hors GHT 99);1;1896;1896;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nb de journées de prise en charge;2;15458;14977;3.2115911064;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Dont nombre de journées prise en charge au domicile du patient;3;12379;12170;1.7173377157;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Dont nombre de journées prise en charge en ESMS;4;3045;2799;8.7888531618;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Dont nombre de journées prise en charge en EHPAD;5;2253;1690;33.313609467;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Dont nombre de journées prise en charge en EMS hors EHPAD;6;68;13;423.07692308;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Dont nombre de journées prise en charge en ES;7;83;74;12.162162162;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;641;1022;-37.27984344;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nb de séquences terminées dans la période;9;1426;1438;-0.83449235;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nb de séquences non terminées dans la période;10;43;42;2.380952381;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nb de séjours terminés dans la période;11;778;780;-0.256410256;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nb de séjours non terminés dans la période;12;43;49;-12.24489796;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nb de patients (1);13;498;492;1.2195121951;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nb moyen de modes de prise en charge associés;14;1.1191983122;1.111814346;0.6641366224;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;5.4050632911;5.4071729958;-0.039016777;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Durée moyenne des sous-séquences;16;8.1529535865;7.8992616034;3.2115911064;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Durée moyenne des séquences terminées;17;10.81486676;10.432545202;3.6647007141;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Durée moyenne des séjours terminés;18;19.416452442;17.96025641;8.1078799692;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Nb moyen de séjours par patient (1);19;1.6485943775;1.6849593496;-2.158210647;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS (hors GHT 99);1;578;583;-0.857632933;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de prise en charge;2;9772;9756;0.16400164;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Dont nombre de journées prise en charge au domicile du patient;3;8121;9055;-10.31474324;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Dont nombre de journées prise en charge en ESMS;4;851;457;86.214442013;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Dont nombre de journées prise en charge en EHPAD;5;666;293;127.30375427;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Dont nombre de journées prise en charge en EMS hors EHPAD;6;2;59;-96.61016949;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Dont nombre de journées prise en charge en ES;7;0;2;-100;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;183;103;77.669902913;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de séquences terminées dans la période;9;549;582;-5.670103093;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de séquences non terminées dans la période;10;29;0;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de séjours terminés dans la période;11;363;389;-6.683804627;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de séjours non terminés dans la période;12;29;9;222.22222222;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de patients (1);13;314;307;2.2801302932;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb moyen de modes de prise en charge associés;14;1.0553633218;1.077186964;-2.025984616;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;2.0692041522;2.1612349914;-4.258252321;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Durée moyenne des sous-séquences;16;16.906574394;16.734133791;1.0304722424;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Durée moyenne des séquences terminées;17;17.244080146;17.615120275;-2.106372953;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Durée moyenne des séjours terminés;18;28.41322314;26.030848329;9.1521212883;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb moyen de séjours par patient (1);19;1.2452229299;1.2931596091;-3.706942194;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nombre de RAPSS (hors GHT 99);1;538;528;1.8939393939;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nb de journées de prise en charge;2;6985;7605;-8.152531229;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Dont nombre de journées prise en charge au domicile du patient;3;6664;7032;-5.233219568;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Dont nombre de journées prise en charge en ESMS;4;316;493;-35.90263692;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Dont nombre de journées prise en charge en EHPAD;5;316;493;-35.90263692;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Dont nombre de journées prise en charge en ES;7;0;0;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;0;0;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nb de séquences terminées dans la période;9;334;294;13.605442177;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nb de séquences non terminées dans la période;10;2;19;-89.47368421;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nb de séjours terminés dans la période;11;280;222;26.126126126;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nb de séjours non terminés dans la période;12;3;23;-86.95652174;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nb de patients (1);13;176;172;2.3255813953;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nb moyen de modes de prise en charge associés;14;1;1;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;5.6375464684;6.9242424242;-18.58247989;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Durée moyenne des sous-séquences;16;12.983271375;14.403409091;-9.859733251;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Durée moyenne des séquences terminées;17;26.314371257;27.829931973;-5.445793819;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Durée moyenne des séjours terminés;18;33.767857143;39.414414414;-14.32612245;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:32";="600100721";Nb moyen de séjours par patient (1);19;1.6022727273;1.4244186047;12.486085343;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nombre de RAPSS (hors GHT 99);1;552;1056;-47.72727273;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nb de journées de prise en charge;2;8167;9035;-9.607083564;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Dont nombre de journées prise en charge au domicile du patient;3;7075;8970;-21.12597547;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Dont nombre de journées prise en charge en ESMS;4;989;65;1421.5384615;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Dont nombre de journées prise en charge en EHPAD;5;193;65;196.92307692;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Dont nombre de journées prise en charge en ES;7;0;0;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;796;0;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nb de séquences terminées dans la période;9;289;283;2.1201413428;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nb de séquences non terminées dans la période;10;24;15;60;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nb de séjours terminés dans la période;11;234;235;-0.425531915;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nb de séjours non terminés dans la période;12;24;21;14.285714286;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nb de patients (1);13;208;196;6.1224489796;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nb moyen de modes de prise en charge associés;14;1;1;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;3.384057971;2.9015151515;16.630718583;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Durée moyenne des sous-séquences;16;14.795289855;8.5558712121;72.925579269;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Durée moyenne des séquences terminées;17;29.21799308;34.180212014;-14.51781204;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Durée moyenne des séjours terminés;18;36.837606838;39.778723404;-7.393692695;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Nb moyen de séjours par patient (1);19;1.2403846154;1.3010204082;-4.660633484;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nombre de RAPSS (hors GHT 99);1;416;311;33.762057878;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nb de journées de prise en charge;2;4851;4838;0.2687060769;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Dont nombre de journées prise en charge au domicile du patient;3;3093;3355;-7.80923994;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Dont nombre de journées prise en charge en ESMS;4;1710;1429;19.66410077;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Dont nombre de journées prise en charge en EHPAD;5;1049;371;182.74932615;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Dont nombre de journées prise en charge en ES;7;0;0;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;661;1058;-37.52362949;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nb de séquences terminées dans la période;9;264;151;74.834437086;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nb de séquences non terminées dans la période;10;13;13;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nb de séjours terminés dans la période;11;150;121;23.966942149;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nb de séjours non terminés dans la période;12;13;13;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nb de patients (1);13;115;102;12.745098039;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nb moyen de modes de prise en charge associés;14;1;1;0;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;2.9423076923;2.1125401929;39.278187566;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Durée moyenne des sous-séquences;16;11.661057692;15.556270096;-25.03950099;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Durée moyenne des séquences terminées;17;19.825757576;29.701986755;-33.2510726;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Durée moyenne des séjours terminés;18;31.633333333;37.73553719;-16.17097386;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:11";="800000036";Nb moyen de séjours par patient (1);19;1.4086956522;1.3137254902;7.2290720311;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nombre de RAPSS (hors GHT 99);1;706;790;-10.63291139;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nb de journées de prise en charge;2;9316;10813;-13.8444465;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Dont nombre de journées prise en charge au domicile du patient;3;7026;9829;-28.51765185;2022.11;X800000069;22DEC22;12:54:07
