"champ";"statut";"annee";"periode";"date du resultat";"ipe";exotm;natass;sej_fact;tremb;taux;COUNT;PERCENT;count1;percent1;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.5780346821;35;0.6646410938;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;80;1;0.5780346821;66;1.2533232055;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;135;78.034682081;4533;86.080516521;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;14;8.0924855491;415;7.880744398;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;18;10.404624277;182;3.4561336878;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;4;2.3121387283;35;0.6646410938;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";0 : Pas d'exonération;30 : Maternité;1 Séjour facturable à l'AM;100;100;1;0.9174311927;41;1.0400811771;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.9174311927;2;0.0507356672;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;67;61.467889908;2594;65.804160325;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;21;19.266055046;915;23.211567732;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;16;14.678899083;339;8.599695586;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;100;1;0.9174311927;13;0.3297818366;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;2;1.8348623853;38;0.9639776763;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";0 : Pas d'exonération;30 : Maternité;1 Séjour facturable à l'AM;100;100;1;0.3663003663;3;0.0292597289;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";3 : Soins particuliers exonérés;10 : Maladie;1 Séjour facturable à l'AM;100;100;11;4.0293040293;82;0.7997659222;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;0;1;0.3663003663;158;1.5410123866;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;173;63.36996337;5646;55.066809714;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;22;8.0586080586;559;5.4520628109;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;1 Séjour facturable à l'AM;100;100;3;1.0989010989;46;0.4486491759;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;24;8.7912087912;987;9.6264507949;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;100;2;0.7326007326;216;2.1067004779;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";0 : Pas d'exonération;10 : Maladie;2 En attente de décision sur le taux de prise en charge du patient;80;0;5;1.8315018315;79;0.7705061933;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;8;2.9304029304;464;4.5255047303;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";4 : Soins conformes au protocole ALD;10 : Maladie;2 En attente de décision sur le taux de prise en charge du patient;80;0;18;6.5934065934;1642;16.014824929;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;2 En attente de décision sur le taux de prise en charge du patient;80;0;5;1.8315018315;371;3.6184531357;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";0 : Pas d'exonération;41 : Accident du;1 Séjour facturable à l'AM;100;100;6;0.6711409396;236;1.3943046201;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;52;5.8165548098;841;4.9686872268;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;758;84.787472036;14046;82.984757178;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;6;0.6711409396;180;1.0634526764;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;1 Séjour facturable à l'AM;100;100;2;0.2237136465;4;0.0236322817;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;48;5.3691275168;509;3.0072078459;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;80;14;1.5659955257;694;4.1002008744;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;8;0.8948545861;416;2.4577572965;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";3 : Soins particuliers exonérés;41 : Accident du;1 Séjour facturable à l'AM;100;100;1;0.4;313;2.9578529579;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;80;1;0.4;317;2.9956529957;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;194;77.6;9055;85.56983557;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;28;11.2;170;1.6065016065;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.4;2;0.0189000189;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;13;5.2;170;1.6065016065;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;80;5;2;161;1.5214515215;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;7;2.8;394;3.7233037233;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;182;94.300518135;6281;89.383805322;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.518134715;182;2.5900099616;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.518134715;10;0.1423082396;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;4;2.0725388601;46;0.6546179024;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;80;4;2.0725388601;205;2.9173189128;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;1;0.518134715;303;4.3119396613;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";0 : Pas d'exonération;41 : Accident du;1 Séjour facturable à l'AM;100;100;3;0.2481389578;25;0.1332409529;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;1092;90.322580645;16930;90.23077333;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;96;7.9404466501;745;3.9705803976;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;80;12;0.9925558313;666;3.5495389863;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;6;0.4962779156;397;2.1158663327;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:57:13";="800000028";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.3597122302;16;0.177916157;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:13";="800000028";3 : Soins particuliers exonérés;10 : Maladie;1 Séjour facturable à l'AM;100;100;4;1.4388489209;143;1.5901256533;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:13";="800000028";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;214;76.978417266;6911;76.848660069;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:13";="800000028";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;1 Séjour facturable à l'AM;100;100;1;0.3597122302;8;0.0889580785;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:13";="800000028";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;34;12.230215827;1111;12.354053152;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:13";="800000028";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;23;8.273381295;669;7.439119315;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:13";="800000028";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;1;0.3597122302;135;1.5011675748;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";0 : Pas d'exonération;30 : Maternité;1 Séjour facturable à l'AM;100;100;379;14.339765418;8294;36.75766708;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";0 : Pas d'exonération;41 : Accident du;1 Séjour facturable à l'AM;100;100;1;0.0378357927;10;0.0443183833;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;1 Séjour facturable à l'AM;100;100;39;1.4755959137;460;2.0386456302;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;1 Séjour facturable à l'AM;100;100;1;0.0378357927;21;0.0930686049;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";2 : Soins relatifs à un séjour > 30 jours;30 : Maternité;1 Séjour facturable à l'AM;100;100;5;0.1891789633;106;0.4697748626;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";3 : Soins particuliers exonérés;10 : Maladie;1 Séjour facturable à l'AM;100;100;135;5.1078320091;2343;10.383797199;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;1967;74.423004162;9587;42.488034037;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;15;0.5675368899;153;0.678071264;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;30 : Maternité;1 Séjour facturable à l'AM;100;100;3;0.113507378;25;0.1107959582;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;70;2.6485054862;591;2.619216451;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;100;1;0.0378357927;7;0.0310228683;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;80;20;0.7567158532;775;3.4346747031;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;6;0.227014756;116;0.5140932459;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:42";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;30 : Maternité;2 En attente de décision sur le taux de prise en charge du patient;80;0;1;0.0378357927;76;0.3368197128;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";3 : Soins particuliers exonérés;10 : Maladie;1 Séjour facturable à l'AM;100;100;1;0.3236245955;15;0.1966439434;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";4 : Soins conformes au protocole ALD;10 : Maladie;1 Séjour facturable à l'AM;100;100;244;78.964401294;6053;79.352385947;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;1 Séjour facturable à l'AM;100;100;43;13.915857605;848;11.116937598;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;1 Séjour facturable à l'AM;100;100;5;1.6181229773;214;2.805453592;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";0 : Pas d'exonération;10 : Maladie;1 Séjour facturable à l'AM;80;80;14;4.5307443366;339;4.4441531201;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;1 Séjour facturable à l'AM;80;100;2;0.6472491909;159;2.0844257997;2022.12;X600100721;13FEB23;16:00:35
