"champ";"statut";"annee";"periode";"date du resultat";"ipe";dg;lib_diag;nb_pat;nbsej;nbseq;dms;age_moy;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 09:22:31";="600100713";Z754;Autres organisations d'aide non disponibles et non accessibles;0;0;0;;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5500;Analphabétisme et illettrisme;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5508;Faibles niveaux éducatifs, autres et sans précision;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z551;Scolarisation inexistante ou inaccessible;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z565;Mauvais adaptation au travail;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z590;Sans abri;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5910;Logement insalubre ou impropre à l'habitation;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5911;Logement sans confort;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5912;Logement inadéquat du fait de l'état de santé de la personne;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5913;Logement en habitat temporaire ou de fortune;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5950;Absence totale de revenu, d'aide et de prestation financière;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5958;Situation de pauvreté extrême, autres et sans précision;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5960;Bénéficiaire de la CMUc;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5961;Bénéficiaire de l'AME;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5962;Bénéficiaire de minima sociaux;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5968;Faibles revenus, autres et non précisés;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5970;Absence de couverture sociale;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z5978;Couverture sociale et secours insuffisants, autres et non précisés;1;1;4;79;74;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z6020;Personne vivant seule à son domicile;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z6030;Difficultés liées à la langue;6;23;37;39.956521739;27;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z6038;Difficultés d'acculturation, autres et non précisées;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z604;Exclusion et rejet sociaux;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z605;Cible d'une discrimination et d'une persécution;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z620;Surveillance inadéquate de la part des parents;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z634;Disparition et décès d'un membre de la famille;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z635;Dislocation de la famille par séparation et divorce;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z637;Difficultés liées au fait d'avoir un parent à charge au domicile, nécessitant des soins;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z653;Difficultés liées à d'autres situations juridiques;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z742;Besoin d'assistance à domicile, aucun autre membre du foyer n'étant capable d'assurer les soins;2;7;7;15.714285714;41.5;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z750;Absence de services médicaux à domicile;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z751;Sujet attendant d'être admis ailleurs, dans un établissement adéquat;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:08";="800000523";Z754;Autres organisations d'aide non disponibles et non accessibles;0;0;0;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5500;Analphabétisme et illettrisme;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5508;Faibles niveaux éducatifs, autres et sans précision;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z551;Scolarisation inexistante ou inaccessible;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z565;Mauvais adaptation au travail;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z590;Sans abri;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5910;Logement insalubre ou impropre à l'habitation;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5911;Logement sans confort;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5912;Logement inadéquat du fait de l'état de santé de la personne;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5913;Logement en habitat temporaire ou de fortune;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5950;Absence totale de revenu, d'aide et de prestation financière;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5958;Situation de pauvreté extrême, autres et sans précision;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5960;Bénéficiaire de la CMUc;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5961;Bénéficiaire de l'AME;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5962;Bénéficiaire de minima sociaux;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5968;Faibles revenus, autres et non précisés;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5970;Absence de couverture sociale;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z5978;Couverture sociale et secours insuffisants, autres et non précisés;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z6020;Personne vivant seule à son domicile;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z6030;Difficultés liées à la langue;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z6038;Difficultés d'acculturation, autres et non précisées;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z604;Exclusion et rejet sociaux;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z605;Cible d'une discrimination et d'une persécution;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z620;Surveillance inadéquate de la part des parents;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z634;Disparition et décès d'un membre de la famille;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z635;Dislocation de la famille par séparation et divorce;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z637;Difficultés liées au fait d'avoir un parent à charge au domicile, nécessitant des soins;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z653;Difficultés liées à d'autres situations juridiques;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z742;Besoin d'assistance à domicile, aucun autre membre du foyer n'étant capable d'assurer les soins;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z750;Absence de services médicaux à domicile;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z751;Sujet attendant d'être admis ailleurs, dans un établissement adéquat;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:14";="800000036";Z754;Autres organisations d'aide non disponibles et non accessibles;0;0;0;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5500;Analphabétisme et illettrisme;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5508;Faibles niveaux éducatifs, autres et sans précision;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z551;Scolarisation inexistante ou inaccessible;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z565;Mauvais adaptation au travail;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z590;Sans abri;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5910;Logement insalubre ou impropre à l'habitation;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5911;Logement sans confort;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5912;Logement inadéquat du fait de l'état de santé de la personne;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5913;Logement en habitat temporaire ou de fortune;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5950;Absence totale de revenu, d'aide et de prestation financière;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5958;Situation de pauvreté extrême, autres et sans précision;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5960;Bénéficiaire de la CMUc;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5961;Bénéficiaire de l'AME;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5962;Bénéficiaire de minima sociaux;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5968;Faibles revenus, autres et non précisés;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5970;Absence de couverture sociale;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z5978;Couverture sociale et secours insuffisants, autres et non précisés;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z6020;Personne vivant seule à son domicile;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z6030;Difficultés liées à la langue;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z6038;Difficultés d'acculturation, autres et non précisées;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z604;Exclusion et rejet sociaux;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z605;Cible d'une discrimination et d'une persécution;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z620;Surveillance inadéquate de la part des parents;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z634;Disparition et décès d'un membre de la famille;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z635;Dislocation de la famille par séparation et divorce;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z637;Difficultés liées au fait d'avoir un parent à charge au domicile, nécessitant des soins;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z653;Difficultés liées à d'autres situations juridiques;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z742;Besoin d'assistance à domicile, aucun autre membre du foyer n'étant capable d'assurer les soins;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z750;Absence de services médicaux à domicile;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z751;Sujet attendant d'être admis ailleurs, dans un établissement adéquat;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:08";="800000077";Z754;Autres organisations d'aide non disponibles et non accessibles;0;0;0;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:39";="800000069";Z5500;Analphabétisme et illettrisme;1;1;1;102;89;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:39";="800000069";Z5508;Faibles niveaux éducatifs, autres et sans précision;0;0;0;;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:39";="800000069";Z551;Scolarisation inexistante ou inaccessible;0;0;0;;;2022.12;X800000069;27JAN23;16:29:15
